scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
119_14673_1_59	38415	2092471	3	1
94_14520_6_64	42142	2125724	5	5
176_17870_8_78	46562	2110288	9	6
580_22114_6_56	49255	2096474	17	9
284_16288_8_61	41590	2093584	5	3
606_6641_6_4	73999	2125867	13	12
87_6753_4_20	136686	2077677	127	74
238_14913_3_38	229280	2065686	32	19
530_18090_1_68	42803	2147137	9	6
359_14520_4_28	53279	2062828	9	9
261_6755_2_23	56707	2001620	12	6
137_14566_4_23	40178	2003675	7	1
464_15531_7_18	164610	2131289	9	6
219_16399_7_6	42764	2050434	8	6
486_16288_6_22	52173	2024842	14	11
120_9789_2_39	55476	2102960	22	11
292_7004_6_30	33889	1974237	9	9
604_6259_7_15	65590	2098207	16	5
415_12290_3_2	48438	2111724	6	4
103_17428_8_127	43267	2085473	7	6
37_14410_8_18	33653	2111430	1	1
612_6823_4_5	58610	2091749	11	10
518_17794_8_145	41240	2059686	9	6
147_14520_4_23	57601	2082180	10	6
177_19084_7_120	42083	2058990	3	1
334_15682_1_68	56294	2036399	15	9
397_7622_2_47	44172	2001836	17	8
482_16288_4_45	62154	2060906	6	4
511_17138_5_49	59839	2070774	19	12
9_11791_1_52	52781	2056145	7	2
247_16288_3_59	65145	2066555	16	12
202_9789_5_86	45087	2057058	7	6
216_9716_7_4	58851	2143797	17	8
372_16288_4_19	50051	2006163	7	7
130_6736_6_17	64124	2086378	18	6
343_22114_6_37	60749	2134309	14	8
620_6512_2_10	62713	2118915	5	3
20_6753_2_5	55419	2145139	8	3
211_17059_6_93	53189	2097810	17	15
1_19341_2_69	40146	2069758	14	5
505_17059_8_84	31768	2083553	10	7
23_19084_7_114	51875	2153323	8	4
255_17150_4_25	60962	2139099	6	3
340_19341_2_112	37708	2098035	8	6
593_11860_7_14	41005	2055694	11	10
72_15873_4_65	44529	2043333	11	10
328_14936_5_26	47545	2143449	5	4
379_17870_7_147	48008	2153011	10	9
196_16288_8_37	70569	2082033	7	6
335_16288_7_45	40960	2016038	3	2
376_16288_6_47	61269	2016007	14	8
501_16288_8_40	48609	2120831	8	3
401_6631_3_12	53169	2128865	8	7
447_14555_4_27	52163	2060230	5	4
166_6949_3_2	46850	2069816	5	4
192_18090_5_36	45741	2169647	14	9
446_14555_4_13	39505	1951178	8	6
619_6486_8_9	45584	2089061	4	2
264_6259_5_2	72382	2115776	18	12
258_15841_2_59	66539	2100998	12	9
270_12837_1_65	54998	2100820	12	9
209_17138_5_38	50444	2112503	6	3
148_15378_4_35	72562	2091685	20	17
259_15995_1_102	36157	1988336	4	4
132_13414_2_34	65147	2088646	25	13
495_16288_7_79	64696	2104368	10	9
10_22027_1_37	42335	2087212	11	10
419_12291_3_47	42237	2074924	4	3
461_15277_3_68	40790	2076006	6	5
512_17150_4_56	55918	2102197	17	14
50_11860_8_54	35167	2065913	3	2
594_11861_1_47	40909	2087925	10	3
489_16288_6_72	50130	1995640	15	11
406_6972_2_22	84883	2028972	14	12
370_15608_3_30	75525	2101759	17	9
186_7004_5_22	43544	2061070	4	4
79_13470_1_16	45433	2063352	3	1
248_6259_5_7	44645	2144556	5	4
223_9789_2_42	49038	2081464	3	1
239_13415_8_24	59550	2087794	12	6
480_16288_3_79	74341	2137154	4	1
207_17175_8_65	55660	2203998	17	10
571_21127_1_165	52384	2185854	19	16
601_6999_4_13	50964	2029522	19	8
469_15873_1_34	45032	2060667	3	2
26_14410_4_34	53250	2092518	9	5
432_14257_1_50	62372	2083484	4	0
615_6841_7_15	74946	2078291	59	35
356_12837_2_32	41781	2167892	11	9
502_16288_8_58	41886	2133199	5	2
576_21999_8_21	34630	2032407	3	2
179_14913_7_55	52330	2079379	9	6
498_16288_8_25	45304	2047071	4	1
29_21946_6_328	35045	2094127	5	4
203_6983_4_90	38820	2012895	8	6
101_16288_6_5	45447	2005772	16	8
110_6805_3_7	41434	2056648	9	4
430_13415_6_1	52893	2107032	5	3
197_21946_6_143	51627	2127955	8	4
145_15841_3_56	37430	2056955	9	9
51_12837_2_27	46439	2013496	2	2
44_11861_1_1	50056	2064942	15	9
114_17150_5_18	38829	2112901	8	6
312_22841_2_80	31766	2130799	10	7
574_21999_7_109	38763	2143870	13	5
226_22841_2_25	45710	1988245	5	4
13_12837_5_55	54560	2106388	15	12
60_6649_8_14	65259	2037575	8	7
554_19341_3_55	47173	2175847	12	9
407_10395_5_18	43883	2103537	12	9
561_20925_3_41	34965	2083756	1	1
49_7553_5_90	37417	2071733	2	2
