sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000001	204415	99534	48.6921	99455	99.9206	99378	99.9226	79	0.0794	99457	99.9226	659	0.6621	582	88.3156	504	76.4795	112	16.9954	37	5.6146	0	0.0000	9230	0.0000	0.9548
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000002	128289	54413	42.4144	54380	99.9394	54364	99.9706	33	0.0606	54397	99.9706	333	0.6120	317	95.1952	286	85.8859	35	10.5105	10	3.0030	7634	100.0000	7619	100.0000	0.9999
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000003	122125	68896	56.4143	68860	99.9477	68835	99.9637	36	0.0523	68871	99.9637	140	0.2032	115	82.1429	79	56.4286	31	22.1429	13	9.2857	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000004	113908	56312	49.4364	56282	99.9467	56236	99.9183	30	0.0533	56266	99.9183	119	0.2113	73	61.3445	43	36.1345	41	34.4538	34	28.5714	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000005	104736	57273	54.6832	57163	99.8079	57137	99.9545	110	0.1921	57247	99.9546	266	0.4644	240	90.2256	130	48.8722	104	39.0977	31	11.6541	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000006	101771	54169	53.2264	54159	99.9815	54153	99.9889	10	0.0185	54163	99.9889	28	0.0517	22	78.5714	14	50.0000	5	17.8571	9	32.1429	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000007	89589	47355	52.8581	47301	99.8860	47280	99.9556	54	0.1140	47334	99.9557	171	0.3611	150	87.7193	96	56.1404	59	34.5029	16	9.3567	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000008	83499	45539	54.5384	45477	99.8639	45453	99.9472	62	0.1361	45515	99.9473	152	0.3338	128	84.2105	73	48.0263	27	17.7632	43	28.2895	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000009	82707	47538	57.4776	47405	99.7202	47386	99.9599	133	0.2798	47518	99.9579	155	0.3261	135	87.0968	6	3.8710	140	90.3226	9	5.8065	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000010	70238	42734	60.8417	42719	99.9649	42713	99.9860	15	0.0351	42728	99.9860	22	0.0515	16	72.7273	1	4.5455	19	86.3636	2	9.0909	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000011	70202	38847	55.3360	38814	99.9151	38804	99.9742	33	0.0849	38837	99.9743	46	0.1184	36	78.2609	13	28.2609	23	50.0000	15	32.6087	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000012	67941	34055	50.1244	34039	99.9530	34030	99.9736	16	0.0470	34046	99.9736	59	0.1732	50	84.7458	34	57.6271	3	5.0847	21	35.5932	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000013	64226	36314	56.5410	36272	99.8843	36253	99.9476	42	0.1157	36295	99.9477	68	0.1873	49	72.0588	13	19.1176	50	73.5294	5	7.3529	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000014	57980	28640	49.3963	28632	99.9721	28623	99.9686	8	0.0279	28631	99.9686	57	0.1990	48	84.2105	40	70.1754	14	24.5614	3	5.2632	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000015	54634	26529	48.5577	26526	99.9887	26518	99.9698	3	0.0113	26521	99.9698	208	0.7840	200	96.1538	197	94.7115	4	1.9231	6	2.8846	0	0.0000	0	0.0000	1.0000
