scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
496_16288_8_20	40862	2080071	6	6
613_6823_7_5	57237	2087857	40	38
367_15378_4_63	36654	2081882	10	9
292_7004_6_30	26610	1967356	7	7
113_22841_3_34	40366	2095704	9	8
486_16288_6_22	62227	2019126	57	40
117_14520_4_68	31474	2064696	19	14
180_7004_7_62	31015	2137708	12	9
607_6649_7_17	44809	2071944	19	17
446_14555_4_13	31790	1946481	20	17
341_21127_2_44	22091	2248219	4	4
554_19341_3_55	29341	2175025	5	5
311_21999_8_48	27268	2178526	7	5
360_14520_6_17	23893	2105241	4	4
291_22709_8_349	26157	2107291	10	10
585_22841_3_84	31578	2182023	11	10
243_14412_2_29	26191	2042786	6	6
201_17870_7_93	37426	2044408	17	17
259_15995_1_102	30500	1988195	7	5
504_17059_7_81	30542	2075741	11	11
534_18090_2_117	31687	2123977	11	10
488_16288_6_7	37035	1986539	12	9
508_17138_5_35	37727	2190532	13	10
105_11657_8_42	25084	2056753	4	3
407_10395_5_18	30955	2099131	9	7
514_17150_5_52	41737	2103254	16	16
466_15731_8_50	32330	2100450	8	8
386_19084_8_101	26179	2022760	10	8
378_17794_8_142	28257	2183244	10	10
335_16288_7_45	35429	2002892	11	8
225_16288_7_69	40205	2022413	9	9
26_14410_4_34	35588	2081960	9	9
505_17059_8_84	22605	2084393	2	1
350_12291_1_13	28480	2064556	5	5
396_22841_1_177	28337	2092550	16	14
513_17150_4_72	29324	2190357	12	12
288_19341_2_96	32194	2109008	10	6
248_6259_5_7	29812	2133073	8	6
316_6470_6_20	28668	2077593	3	3
588_21903_8_95	32067	2072330	11	10
257_20957_7_122	43825	2160221	34	30
365_14913_6_73	24009	1991791	5	5
453_14723_2_37	25064	2128337	11	11
121_14520_4_19	28575	2126964	4	4
562_20925_3_53	39472	2070410	22	20
487_16288_6_23	43378	2086121	15	10
444_14520_7_44	23336	2081726	7	7
485_16288_5_29	40498	2117006	25	22
575_21999_7_130	27921	2028468	2	2
604_6259_7_15	41132	2099567	18	11
432_14257_1_50	41848	2080544	7	7
157_21903_8_278	29627	2077032	6	6
577_21999_8_29	25085	2098014	2	2
469_15873_1_34	29922	2055357	5	5
456_14913_2_94	38292	2109054	15	12
579_9789_3_70	27287	2096408	3	2
9_11791_1_52	33590	2056485	6	5
510_17138_5_48	42855	2115956	8	5
115_12291_3_35	28700	2137790	15	12
301_14913_3_1	34282	2001478	6	5
280_9789_3_66	26434	2069723	5	4
90_15841_1_45	23724	2133516	4	4
298_12291_3_40	31726	2107958	16	11
430_13415_6_1	35456	2109607	4	3
325_18456_1_29	28058	2134493	5	4
64_18090_2_111	32349	2117031	9	8
148_15378_4_35	51746	2091193	29	26
281_9789_4_37	25163	2078339	3	3
489_16288_6_72	44109	2003563	10	10
417_12291_1_79	44934	2104066	3	3
92_17794_8_174	25858	2011025	6	6
71_16453_2_30	33343	2082540	18	12
594_11861_1_47	29297	2084807	10	9
255_17150_4_25	29583	2139480	8	7
398_6259_7_19	40010	1926925	21	19
114_17150_5_18	28364	2112356	6	3
522_17794_8_68	31475	2049932	16	11
101_16288_6_5	28484	2006040	19	16
53_11791_1_59	42348	2098858	13	9
606_6641_6_4	48380	2140248	19	18
511_17138_5_49	47390	2071845	22	20
265_6983_4_75	42567	2004917	15	14
256_14520_4_44	25053	2005091	4	2
179_14913_7_55	31212	2080245	4	2
400_6631_2_16	33363	2093468	9	9
406_6972_2_22	62811	2036848	24	24
84_6807_1_12	44305	2039261	20	18
155_14555_3_8	30358	2023510	4	4
419_12291_3_47	28976	2074924	12	12
159_14410_8_42	30568	2121968	5	5
104_6731_5_11	38901	2045037	14	13
140_6486_5_20	31327	2058038	4	4
358_13415_4_55	33055	2042563	6	5
107_6841_7_10	26816	2042582	9	9
261_6755_2_23	44432	2002068	12	10
326_12291_1_36	27089	2066910	1	1
617_6972_4_10	35941	1999852	23	20
542_19084_7_126	31646	2176670	7	7
264_6259_5_2	42841	2114469	17	17
217_9789_5_40	36233	2082639	8	5
214_6641_6_17	44809	2093360	21	20
401_6631_3_12	39548	2128752	15	14
482_16288_4_45	46473	2059631	19	15
538_18456_1_52	33457	2114515	7	7
364_14673_4_78	33909	2034663	8	7
584_22841_4_145	24128	2104717	6	6
454_14723_2_4	31155	2020673	10	8
530_18090_1_68	35985	2149051	14	10
109_22695_3_70	33425	2126055	11	7
536_18456_1_172	44189	2167838	27	24
175_11791_1_6	23535	2058101	8	7
605_6631_3_9	46301	2130945	11	8
82_7054_4_16	35689	2083674	7	7
239_13415_8_24	27522	2087065	4	1
183_18456_1_110	38658	2077968	16	14
110_6805_3_7	26771	2056648	6	6
266_11511_8_86	34997	1979448	8	6
276_15841_5_94	25910	2034000	6	6
460_14936_5_67	41321	2064550	15	13
415_12290_3_2	34118	2111724	16	15
283_6805_2_21	42557	2065725	7	7
443_14520_6_39	29538	2144305	13	10
337_16288_7_13	34636	2137859	6	6
438_14520_4_45	43912	2055796	21	15
222_6631_3_23	37601	2059614	6	6
172_6664_1_20	26768	2111055	1	1
44_11861_1_1	26862	2064942	10	5
366_14936_6_76	30368	2081836	4	4
447_14555_4_27	42099	2057963	15	11
414_11679_1_83	24831	2113200	7	7
81_17150_4_6	47759	2135579	30	30
285_16399_6_42	30065	2189609	8	7
410_10395_5_54	30429	2173001	13	11
388_19183_3_80	24711	2204423	7	3
73_6631_4_21	26128	1960183	10	10
611_6807_3_15	70368	2023642	20	19
506_17138_3_48	31666	2079062	9	8
591_11860_5_19	29035	2090088	6	6
304_14723_4_81	32452	2076180	4	4
525_17870_8_147	32848	2097320	7	5
56_12837_1_46	38281	2007945	9	8
404_6755_2_5	41227	2030354	29	28
461_15277_3_68	31452	2079190	6	6
171_14410_8_19	32452	2164499	5	5
345_6680_7_12	38394	2062375	13	12
96_15531_5_92	31369	1979049	5	4
467_15841_4_75	35048	2187195	9	8
277_17966_5_16	31413	1935426	8	5
63_6680_6_14	38265	2094743	14	13
293_6823_3_4	49279	2057459	20	17
167_7004_8_91	37482	2068627	15	14
601_6999_4_13	30993	2028929	6	6
580_22114_6_56	39567	2095479	20	13
310_22027_1_41	28068	2011478	24	10
595_11861_2_71	39289	2031811	9	9
212_21127_1_102	28197	2086959	8	5
498_16288_8_25	39594	1996657	16	9
608_6730_7_17	33779	2050418	11	9
329_15731_8_86	24984	2121848	5	5
87_6753_4_20	41526	2077677	11	9
619_6486_8_9	28505	2087675	8	8
23_19084_7_114	29406	2153323	9	9
592_11860_6_83	33717	2076602	12	6
615_6841_7_15	45621	2075095	32	28
468_15841_5_8	27680	2040363	11	6
357_13091_6_13	34122	2035071	19	12
142_14257_1_81	24603	1974546	5	2
416_12291_1_71	28023	2044960	15	15
289_21999_7_133	28694	2183430	7	7
160_17150_4_84	25789	2121573	5	3
130_6736_6_17	39709	2085586	18	11
602_6259_5_19	30096	2024557	15	11
614_6840_3_21	61806	2050115	32	23
52_17138_3_87	28663	2060564	2	2
57_15873_1_12	28474	2003346	9	6
219_16399_7_6	33538	2050434	11	10
437_14410_7_80	29935	2071667	19	17
448_14566_4_94	27521	2087319	16	9
355_12837_1_71	32408	2049579	7	7
372_16288_4_19	44005	2005267	24	22
479_16288_3_71	41087	2068585	10	10
371_16288_3_43	38987	2002126	8	5
375_16288_6_40	46395	2011685	12	11
126_17059_7_71	32458	2067375	12	10
205_12837_5_80	42052	2125344	10	8
204_21242_2_138	37974	2183000	17	4
620_6512_2_10	50986	2118915	21	19
382_18090_2_142	38942	2098711	10	8
334_15682_1_68	29969	2036399	3	3
16_14673_2_9	30479	2048251	2	2
516_17428_8_149	28289	2084863	7	6
112_16453_2_35	51264	2087377	20	16
451_14673_4_24	27052	2164263	4	4
40_6736_5_15	38748	2051596	14	12
216_9716_7_4	72175	2143797	54	47
402_6664_1_14	33506	2074692	12	9
603_6259_5_1	77382	2139243	18	18
319_6938_7_6	31497	2001402	8	7
471_15995_1_87	31230	2137770	4	4
470_15874_1_89	33891	2055089	13	11
94_14520_6_64	30696	2125724	3	1
128_6664_1_6	27701	2056679	10	7
390_11860_8_47	25628	2044811	8	5
173_6753_4_18	29769	2095373	6	6
323_11658_2_89	29570	2058349	20	12
253_14566_4_24	31001	2016737	4	2
15_10071_4_42	31989	1975391	6	5
6_11861_4_83	35255	2060988	4	4
209_17138_5_38	40733	2110711	17	16
65_14936_5_47	44917	2066880	17	17
18_11861_5_40	23822	2060334	6	4
190_15378_3_12	23425	2193503	11	11
145_15841_3_56	29798	2054861	6	2
182_16399_5_10	28758	2070379	9	8
495_16288_7_79	45525	2105410	15	11
218_14936_5_56	40853	2047123	13	10
188_6807_3_17	36021	2083849	22	18
228_15531_2_51	28793	2041894	10	9
70_13470_1_30	28384	2040969	6	6
300_15378_2_55	123188	2085653	34	25
405_6823_4_8	42751	2093250	12	12
475_16043_2_77	40258	2117948	14	10
550_19183_3_6	47476	2120873	19	17
37_14410_8_18	25556	2110617	10	8
99_6512_5_12	27352	2087933	3	3
374_16288_4_81	42840	2017268	13	13
202_9789_5_86	33304	2056465	13	13
235_17794_7_174	42268	2139969	19	18
429_13415_4_95	31177	2065802	6	6
586_22841_3_110	25097	2082449	8	6
97_11657_2_78	37497	2095586	17	15
146_21946_6_271	26229	2135236	6	6
139_22841_2_118	36892	2113759	13	10
271_13414_8_85	28772	2064214	1	1
244_7038_7_22	33295	2067617	3	3
493_16288_7_61	28522	1982724	9	9
403_6714_7_10	31385	2054011	12	10
98_11657_4_51	28768	1981908	8	7
134_6710_6_21	29425	1999554	5	5
132_13414_2_34	34374	2091371	10	8
455_14723_4_16	28883	2029297	6	5
125_12837_1_13	27929	2111986	5	5
422_12837_2_40	34747	2054635	9	8
385_19084_7_32	31901	2083983	7	4
309_16288_8_34	55551	1970508	14	11
203_6983_4_90	26791	2013241	2	2
242_14913_3_66	35615	2084007	12	11
459_14936_4_74	47297	2041837	14	14
78_14520_7_15	37269	2076111	17	9
379_17870_7_147	41894	2158885	16	15
60_6649_8_14	52479	2019589	21	21
553_19341_3_39	31137	2127459	3	3
290_22667_8_48	24354	2121038	3	3
353_12378_2_64	28466	2113760	15	15
376_16288_6_47	43301	2007264	19	17
133_13470_1_77	34274	2158371	15	15
270_12837_1_65	29386	2095481	10	10
307_16288_6_15	43330	2104429	7	5
187_6673_8_22	31572	2000971	4	4
497_16288_8_23	50210	2055694	21	18
351_12291_1_62	27803	2067868	9	6
434_14410_6_74	24150	2134550	5	4
211_17059_6_93	39038	2091245	23	22
473_15995_2_179	33838	2092234	8	8
118_6680_5_6	65512	2093347	21	20
72_15873_4_65	28291	2043333	11	10
177_19084_7_120	26796	2057979	4	3
284_16288_8_61	29931	2091233	11	10
528_18090_1_110	43915	2051757	12	7
186_7004_5_22	32430	2063104	5	4
154_6680_4_17	28874	2016443	10	5
397_7622_2_47	29274	2000255	13	8
137_14566_4_23	26976	2003675	0	0
537_18456_1_31	29880	2116617	8	8
83_10050_2_18	27770	1991152	16	13
501_16288_8_40	41210	2120831	22	15
533_18090_2_100	31948	2124585	8	7
306_17059_6_10	35356	2186170	3	3
158_6673_8_23	31995	2021058	10	5
359_14520_4_28	36395	2051128	14	13
340_19341_2_112	25399	2099072	5	5
287_6805_6_20	29687	2103895	2	2
50_11860_8_54	27707	2065194	8	8
174_7054_5_2	29967	2067193	0	0
196_16288_8_37	51447	2080353	17	17
164_15531_4_83	27155	2120644	9	8
39_10071_4_9	31544	2038322	3	2
480_16288_3_79	54776	2137154	14	14
531_18090_1_73	31856	2093889	6	6
324_14673_2_51	26554	1992190	9	9
129_10395_5_46	28935	2107884	6	6
4_21903_8_266	28529	2055802	5	4
573_21127_2_26	28141	2088469	6	6
523_17870_7_141	35642	2083866	2	0
481_16288_4_44	27669	1960943	6	6
79_13470_1_16	30385	2060521	1	1
93_13415_4_16	42311	2075240	12	11
88_14520_5_11	37475	2051474	12	7
184_15841_2_93	35369	2100104	11	10
420_12837_1_59	28011	1986648	3	3
302_15531_7_1	31970	2076094	8	8
483_16288_4_80	49486	2029628	21	17
336_20925_3_10	28591	1971571	6	6
127_6730_6_14	39274	1917552	16	16
370_15608_3_30	45940	2101180	6	6
618_7011_6_16	423589	2103188	164	115
609_6730_7_7	35103	2033204	5	5
189_12291_3_19	39606	2048850	7	6
846_11861_5_11	34212	2147734	4	3
409_10395_5_40	26226	2077469	0	0
263_7011_6_19	39836	2162401	15	14
49_7553_5_90	33380	2073028	5	4
356_12837_2_32	25648	2168900	3	3
165_6259_5_10	33355	2014547	9	8
427_13414_2_70	34709	2004990	6	4
445_14555_3_68	38416	2031721	19	17
136_19084_8_41	27981	2054257	10	8
119_14673_1_59	29834	2092471	8	6
442_14520_6_33	27938	2144257	2	1
555_19341_3_78	30617	2112357	3	3
413_11658_1_89	21369	2192939	6	6
220_16453_2_18	34088	2008358	4	3
123_17794_8_71	29081	2006026	9	5
232_15531_6_9	36615	1985986	25	23
22_19183_3_93	29979	2064121	12	12
440_14520_6_21	19375	2118929	1	1
331_14410_7_57	28974	2101436	14	14
224_17794_7_17	27021	2062515	5	3
168_14913_2_82	49716	2084601	9	8
161_15378_3_10	31327	2131484	8	6
515_17150_6_23	35622	2177334	6	6
315_6470_6_16	34278	2080174	7	6
424_12837_3_13	27877	2197011	3	3
21_13470_1_90	40292	2140178	11	11
545_19084_7_79	31741	2082881	19	15
250_11861_1_59	27022	2076960	4	3
1_19341_2_69	27035	2068519	9	5
80_15873_2_42	30750	2085559	11	10
246_15731_8_36	30366	2144593	8	8
565_20957_7_132	50519	2111717	9	8
124_11893_1_88	27783	2079291	9	9
215_6753_3_20	31158	2094176	15	8
543_19084_7_36	37844	2168155	9	9
344_22841_2_153	35331	2157363	7	6
210_15995_1_7	40911	2118344	17	15
151_6259_7_20	30992	2034620	11	10
313_23164_8_79	25393	2107687	13	13
251_12290_3_24	46177	2103632	11	5
428_13415_4_13	24895	2118274	11	5
260_16288_5_50	40722	2033359	14	7
17_12162_1_35	30039	2073875	18	13
238_14913_3_38	162760	2061454	38	34
539_18456_1_74	37548	2059098	15	12
564_20925_3_80	44558	2086418	27	13
61_12837_2_16	29531	2005621	9	6
120_9789_2_39	44926	2102651	13	12
192_18090_5_36	34074	2170756	12	7
354_12837_1_56	40349	2039325	8	6
66_6631_1_22	30367	2093864	15	13
474_16043_2_67	31444	2071740	4	3
38_13414_1_86	32807	2069271	7	4
318_6680_8_5	37615	2022325	7	6
162_16043_2_56	24722	2007643	4	3
566_21053_8_127	26911	2049061	2	2
569_21053_8_162	27956	2190843	4	4
392_21127_2_134	25941	2044132	7	7
518_17794_8_145	31224	2059520	16	13
363_14673_1_56	31612	1967835	4	4
10_22027_1_37	30103	2086887	8	7
502_16288_8_58	40907	2130316	23	21
103_17428_8_127	33307	2088364	13	13
411_10395_5_55	36219	2087140	5	5
320_7011_3_14	33031	2106622	12	11
166_6949_3_2	33587	2069816	9	9
541_19084_7_107	36045	2061117	16	15
435_14410_7_41	28112	2079873	2	2
62_16399_7_65	39540	2190479	18	16
500_16288_8_39	40750	2048978	9	9
30_6841_7_17	43917	2041009	17	15
229_21127_1_63	32586	2034327	5	3
48_12837_3_79	50948	2143314	12	11
535_18456_1_118	31137	2270823	17	15
321_19341_2_144	27907	2166088	10	9
163_15378_3_73	35968	2059487	15	12
68_14723_4_87	28371	2044650	10	8
294_6680_7_23	30085	2130359	9	8
14_14555_3_65	30147	2094438	6	6
32_11860_7_64	29766	1995281	10	10
352_12291_6_20	26459	2069905	8	7
34_17059_6_69	37841	2064321	10	7
587_23164_8_130	26150	2014772	3	3
527_17966_5_78	39500	2127100	13	13
241_16288_3_81	32256	1993279	7	7
346_7011_3_17	31974	2012551	3	3
221_15873_4_5	32679	2109057	6	6
612_6823_4_5	43740	2088301	22	20
150_7068_4_21	50281	2051318	20	14
305_17150_5_58	32088	2123718	17	6
583_22667_7_175	27812	2051442	4	3
86_15378_4_11	35982	2015878	6	6
42_6673_8_24	544094	2071773	162	131
178_13415_8_81	29702	2072974	7	7
561_20925_3_41	30223	2082967	6	6
19_7553_4_32	30730	2039473	2	1
274_14410_7_17	23443	2061766	4	4
547_19084_8_51	28586	2066670	3	2
181_12378_2_50	32564	2140645	10	10
395_22027_1_38	56467	2140024	15	14
43_15608_5_72	29785	2005338	4	4
28_6840_3_5	34609	2067121	21	20
135_19084_8_163	27854	2047755	8	8
327_12291_1_58	27838	2084444	4	2
122_6710_8_6	25106	2114892	8	7
544_19084_7_50	37431	2126473	15	12
11_17175_6_81	39640	2117043	10	6
36_21903_8_179	27002	2097175	15	14
616_6841_7_2	43733	1970001	19	16
54_15841_3_44	30041	2106523	6	4
138_7011_3_5	30000	2086590	10	8
46_22695_3_161	29122	2076121	6	5
490_16288_7_2	48725	2120238	11	10
236_16288_8_57	32590	2007233	3	3
249_21242_2_135	26902	2088518	9	9
226_22841_2_25	33154	1988245	12	7
59_15608_3_20	24831	2003466	6	5
240_16399_6_75	28574	2053864	10	8
507_17138_5_21	46941	2023737	10	7
282_16288_8_6	44310	2053791	18	17
223_9789_2_42	39293	2073680	12	10
589_21946_6_261	36353	2063350	16	14
278_14723_4_80	34659	2071423	6	6
194_17175_8_36	79903	2064381	20	19
275_15531_7_23	35456	2075940	7	5
462_15378_2_47	32864	2026909	10	9
245_14723_2_5	185812	2024819	44	41
77_14555_3_93	25837	2149179	7	7
13_12837_5_55	30693	2105333	6	6
317_6631_7_18	27665	2023892	2	2
200_17150_4_89	66360	2055126	61	50
559_20925_3_2	42770	2220623	10	10
494_16288_7_68	35806	2070476	12	11
303_16288_8_8	45369	2061298	31	26
503_16453_2_55	30313	2077427	14	8
195_15873_2_24	29541	2077427	7	7
519_17794_8_154	32504	2090727	4	4
484_16288_5_24	32721	2123334	10	9
333_15531_5_57	26330	2096098	9	9
258_15841_2_59	52690	2097833	18	18
234_15608_4_46	33525	2035182	14	11
237_12291_4_10	31554	2063641	9	8
373_16288_4_57	48141	2124756	14	10
233_12290_3_56	29201	2024899	9	7
247_16288_3_59	41407	2065735	12	10
433_14410_6_68	30895	2080518	11	10
227_15378_3_48	37119	2070372	10	9
441_14520_6_24	30856	2096798	15	9
598_10050_2_45	29149	2136454	3	3
273_11860_7_5	30784	2020020	7	7
328_14936_5_26	32890	2142433	6	4
384_19084_7_27	37313	2141144	9	6
116_14913_4_1	39505	2047690	22	15
170_16288_8_54	42227	2069073	24	15
449_14566_5_8	28670	2062388	4	3
457_14913_4_24	34498	2055067	10	7
521_17794_8_58	27726	2162042	6	4
25_13415_6_52	122093	2071585	115	98
55_11861_3_41	34755	2061182	7	7
381_11860_8_33	29846	2123024	8	8
