scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
255_17150_4_25	88870	2140170	11	11
447_14555_4_27	84889	2062553	6	6
160_17150_4_84	61369	2119977	7	6
202_9789_5_86	82606	2057497	4	4
70_13470_1_30	67606	2041241	5	5
596_11861_3_2	65316	2090829	3	3
354_12837_1_56	76419	2051298	6	6
225_16288_7_69	95582	2025665	11	11
446_14555_4_13	68051	1955825	5	5
505_17059_8_84	50490	2085270	6	6
395_22027_1_38	118955	2141959	16	16
539_18456_1_74	70354	2059464	4	4
131_13154_2_74	62606	1995668	9	9
467_15841_4_75	77905	2187195	4	4
40_6736_5_15	71494	2052618	9	9
488_16288_6_7	69464	1983747	4	4
617_6972_4_10	73981	1999852	8	7
415_12290_3_2	69325	2110244	3	3
55_11861_3_41	72946	2061850	5	5
374_16288_4_81	96119	2025462	8	7
68_14723_4_87	58364	2044650	2	1
46_22695_3_161	61795	2077628	6	6
486_16288_6_22	90672	2019518	10	9
439_14520_6_13	53844	2132798	3	3
457_14913_4_24	73456	2055459	14	13
345_6680_7_12	84715	2065723	11	9
121_14520_4_19	69988	2137792	6	6
479_16288_3_71	98775	2069089	12	12
376_16288_6_47	93193	2018725	6	6
123_17794_8_71	66080	2006538	8	8
419_12291_3_47	67948	2074924	5	5
280_9789_3_66	75964	2080809	6	6
222_6631_3_23	81675	2044020	6	6
271_13414_8_85	72867	2065024	4	4
264_6259_5_2	99868	2117048	15	13
614_6840_3_21	119644	2047362	25	24
407_10395_5_18	59855	2145696	5	4
214_6641_6_17	95672	2097499	20	20
172_6664_1_20	66991	2111055	5	4
484_16288_5_24	88452	2118283	12	11
120_9789_2_39	86565	2104706	8	8
404_6755_2_5	88311	2033753	22	22
155_14555_3_8	67262	2024268	4	4
171_14410_8_19	76778	2168632	22	13
285_16399_6_42	70299	2190324	7	6
379_17870_7_147	79208	2158364	13	13
284_16288_8_61	70413	2093630	6	6
127_6730_6_14	76436	1938732	14	8
414_11679_1_83	63271	2115269	8	7
282_16288_8_6	84606	2053791	11	9
489_16288_6_72	83573	1992922	4	3
498_16288_8_25	72014	2046443	8	8
482_16288_4_45	99625	2062365	9	7
506_17138_3_48	84268	2078077	5	5
497_16288_8_23	92584	2046739	12	12
8_10050_2_78	93566	2079542	8	8
566_21053_8_127	56123	2049674	4	3
130_6736_6_17	93321	2084384	12	8
196_16288_8_37	105781	2082033	14	13
118_6680_5_6	135598	2096676	17	17
253_14566_4_24	72019	2017539	7	7
278_14723_4_80	71473	2071423	4	4
193_14410_5_66	78027	2108517	11	10
31_10071_4_11	74681	2066579	4	3
109_22695_3_70	74749	2126055	7	7
298_12291_3_40	69074	2119493	3	3
110_6805_3_7	60403	2058747	6	6
464_15531_7_18	239077	2131289	35	35
515_17150_6_23	80689	2176697	9	9
609_6730_7_7	83782	2042493	13	13
611_6807_3_15	144176	2032653	29	28
434_14410_6_74	53806	2134550	8	7
329_15731_8_86	78275	2126344	7	7
606_6641_6_4	117989	2128143	19	19
579_9789_3_70	60688	2097574	7	7
180_7004_7_62	71291	2144192	9	8
251_12290_3_24	86534	2098465	12	11
550_19183_3_6	80036	2124561	15	13
240_16399_6_75	69435	2053864	9	9
79_13470_1_16	77027	2062023	8	8
101_16288_6_5	65648	2010337	5	5
453_14723_2_37	64618	2128337	8	6
106_6710_8_19	64983	2115135	4	3
517_17794_7_27	89199	2025453	5	5
463_15531_6_81	68548	2080410	5	5
161_15378_3_10	77528	2140079	4	4
316_6470_6_20	73795	2077593	6	6
258_15841_2_59	97614	2100845	12	12
603_6259_5_1	149784	2125777	18	18
248_6259_5_7	68167	2144890	3	3
201_17870_7_93	82814	2048108	3	3
105_11657_8_42	59840	2058256	3	2
66_6631_1_22	65362	2093864	8	8
154_6680_4_17	65652	2018003	8	7
584_22841_4_145	61500	2104726	6	6
513_17150_4_72	78248	2190118	7	7
32_11860_7_64	76861	1999474	9	8
111_13710_1_52	63767	2050791	5	4
618_7011_6_16	751787	2103188	125	123
565_20957_7_132	110545	2112222	11	11
591_11860_5_19	67558	2088586	5	5
149_6259_7_5	59079	1983343	5	3
84_6807_1_12	114142	2039264	19	19
