sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000001	204415	192740	94.2886	192724	99.9917	192723	99.9995	16	0.0083	192739	99.9995	1360	0.7056	1359	99.9265	1353	99.4853	3	0.2206	3	0.2206	9233	100.0000	9231	100.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000002	128289	111263	86.7284	111249	99.9874	111248	99.9991	14	0.0126	111262	99.9991	681	0.6121	680	99.8532	679	99.7063	2	0.2937	1	0.1468	7625	100.0000	7622	100.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000003	122125	117385	96.1187	117385	100.0000	117380	99.9957	0	0.0000	117380	99.9957	387	0.3297	382	98.7080	382	98.7080	3	0.7752	2	0.5168	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000004	113908	112536	98.7955	112498	99.9662	112494	99.9964	38	0.0338	112532	99.9964	267	0.2373	263	98.5019	261	97.7528	0	0.0000	5	1.8727	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000005	104736	101858	97.2521	101837	99.9794	101833	99.9961	21	0.0206	101854	99.9961	227	0.2229	223	98.2379	215	94.7137	2	0.8811	10	4.4053	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000006	101771	93862	92.2286	93852	99.9893	93852	100.0000	10	0.0107	93862	100.0000	92	0.0980	92	100.0000	91	98.9130	0	0.0000	1	1.0870	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000007	89589	87960	98.1817	87956	99.9955	87954	99.9977	4	0.0045	87958	99.9977	258	0.2933	256	99.2248	256	99.2248	1	0.3876	1	0.3876	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000008	83499	82578	98.8970	82518	99.9273	82516	99.9976	60	0.0727	82576	99.9976	230	0.2785	228	99.1304	224	97.3913	2	0.8696	1	0.4348	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000009	82707	82023	99.1730	82015	99.9902	82011	99.9951	8	0.0098	82019	99.9951	21	0.0256	17	80.9524	13	61.9048	3	14.2857	2	9.5238	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000010	70238	70066	99.7551	70066	100.0000	70063	99.9957	0	0.0000	70063	99.9957	7	0.0100	4	57.1429	4	57.1429	1	14.2857	2	28.5714	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000011	70202	68601	97.7194	68582	99.9723	68579	99.9956	19	0.0277	68598	99.9956	33	0.0481	30	90.9091	26	78.7879	2	6.0606	5	15.1515	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000012	67941	66405	97.7392	66379	99.9608	66378	99.9985	26	0.0392	66404	99.9985	114	0.1717	113	99.1228	102	89.4737	9	7.8947	3	2.6316	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000013	64226	62184	96.8206	62168	99.9743	62167	99.9984	16	0.0257	62183	99.9984	252	0.4052	251	99.6032	249	98.8095	1	0.3968	2	0.7937	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000014	57980	57458	99.0997	57458	100.0000	57457	99.9983	0	0.0000	57457	99.9983	245	0.4264	244	99.5918	244	99.5918	0	0.0000	1	0.4082	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000015	54634	52606	96.2880	52595	99.9791	52594	99.9981	11	0.0209	52605	99.9981	571	1.0854	570	99.8249	568	99.4746	2	0.3503	1	0.1751	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000016	48767	48716	99.8954	48715	99.9979	48715	100.0000	1	0.0021	48716	100.0000	4	0.0082	4	100.0000	4	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000017	48025	47135	98.1468	47078	99.8791	47077	99.9979	57	0.1209	47134	99.9979	61	0.1294	60	98.3607	52	85.2459	6	9.8361	3	4.9180	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000018	45545	45360	99.5938	45360	100.0000	45360	100.0000	0	0.0000	45360	100.0000	8	0.0176	8	100.0000	8	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000019	44389	44388	99.9977	44373	99.9662	44372	99.9977	15	0.0338	44387	99.9977	376	0.8471	375	99.7340	374	99.4681	1	0.2660	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000020	43776	43189	98.6591	43187	99.9954	43186	99.9977	2	0.0046	43188	99.9977	231	0.5349	230	99.5671	230	99.5671	0	0.0000	1	0.4329	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000021	42661	42262	99.0647	42259	99.9929	42257	99.9953	3	0.0071	42260	99.9953	138	0.3265	136	98.5507	134	97.1014	0	0.0000	2	1.4493	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000022	39326	37631	95.6899	37624	99.9814	37624	100.0000	7	0.0186	37631	100.0000	260	0.6909	260	100.0000	258	99.2308	0	0.0000	1	0.3846	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000023	35857	35841	99.9554	35841	100.0000	35839	99.9944	0	0.0000	35839	99.9944	2	0.0056	0	0.0000	0	0.0000	2	100.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
