scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
538_18456_1_52	32912	2114640	3	1
500_16288_8_39	49364	2051311	7	4
546_19084_8_103	44992	2044063	9	4
550_19183_3_6	50351	2094118	11	10
64_18090_2_111	33223	2117679	13	11
494_16288_7_68	37305	2070476	11	9
415_12290_3_2	42751	2112179	13	4
446_14555_4_13	34780	1953738	9	7
223_9789_2_42	39920	2082240	6	5
407_10395_5_18	31566	2101144	10	6
443_14520_6_39	36097	2137405	17	17
589_21946_6_261	41497	2072042	14	7
361_14520_6_76	47155	2116101	10	6
115_12291_3_35	40500	2137183	3	1
539_18456_1_74	37688	2059490	6	2
311_21999_8_48	34173	2209040	7	4
499_16288_8_29	48833	2000084	12	5
25_13415_6_52	49152	2073432	13	8
192_18090_5_36	37947	2170756	13	5
148_15378_4_35	59634	2091453	37	33
243_14412_2_29	34950	2043925	6	4
605_6631_3_9	52428	2130531	10	6
108_14410_7_30	50656	2036304	17	10
447_14555_4_27	44890	2063833	10	7
66_6631_1_22	39230	2094543	14	12
420_12837_1_59	30998	1986648	7	1
316_6470_6_20	31446	2077593	3	3
101_16288_6_5	39333	2008069	13	9
219_16399_7_6	34768	2050434	10	4
345_6680_7_12	45597	2068247	5	3
512_17150_4_56	39307	2103912	3	2
358_13415_4_55	35296	2042563	5	4
353_12378_2_64	36707	2113760	10	9
10_22027_1_37	34411	2086887	7	6
518_17794_8_145	37162	2058796	13	7
188_6807_3_17	34913	2084761	9	5
285_16399_6_42	38269	2189609	13	4
229_21127_1_63	35174	2034327	3	2
455_14723_4_16	36860	2034783	10	6
403_6714_7_10	44472	2061212	6	6
245_14723_2_5	226345	2024819	59	36
218_14936_5_56	45306	2047123	8	7
33_15731_8_23	36770	2089984	8	5
52_17138_3_87	35564	2061002	7	5
235_17794_7_174	51062	2139669	10	9
88_14520_5_11	35242	2051474	7	7
404_6755_2_5	49952	2034027	26	26
24_14936_4_78	37102	2112040	12	8
414_11679_1_83	33160	2115269	6	6
601_6999_4_13	37293	2037503	4	3
67_11861_5_61	37163	2013362	12	8
207_17175_8_65	41416	2203681	3	2
515_17150_6_23	42035	2177842	7	4
609_6730_7_7	49312	2025327	8	6
373_16288_4_57	52898	2123819	13	9
434_14410_6_74	24660	2134878	3	3
26_14410_4_34	46558	2092788	10	9
202_9789_5_86	44182	2054251	14	13
487_16288_6_23	54627	2096934	10	5
469_15873_1_34	34738	2060263	2	1
156_22841_2_119	41494	2041584	4	3
428_13415_4_13	34131	2120935	3	1
397_7622_2_47	41489	2000148	8	2
464_15531_7_18	145173	2131289	39	25
594_11861_1_47	38685	2085950	9	4
531_18090_1_73	42802	2093512	4	3
340_19341_2_112	34232	2099072	2	2
615_6841_7_15	60433	2076249	43	32
90_15841_1_45	36447	2129895	10	6
246_15731_8_36	36934	2144593	3	1
216_9716_7_4	50176	2143797	18	14
163_15378_3_73	40154	2060185	16	12
489_16288_6_72	47422	1995229	18	12
292_7004_6_30	32463	1975849	7	4
183_18456_1_110	47901	2078703	12	10
215_6753_3_20	39312	2096022	13	7
375_16288_6_40	52397	2008099	12	10
255_17150_4_25	39735	2141187	1	1
445_14555_3_68	41363	2032687	11	9
41_13415_6_19	34206	1996731	3	1
236_16288_8_57	34754	2007233	5	2
158_6673_8_23	39638	2020163	7	5
117_14520_4_68	38383	2065527	9	2
48_12837_3_79	61190	2143314	17	11
9_11791_1_52	38770	2053382	4	3
586_22841_3_110	31854	2082449	2	2
295_19084_7_140	36906	2076077	3	2
4_21903_8_266	32205	2057573	6	3
324_14673_2_51	32151	1992800	8	7
21_13470_1_90	52084	2154591	10	9
264_6259_5_2	53821	2118950	15	10
237_12291_4_10	43794	2065580	7	4
318_6680_8_5	41477	2024005	10	6
307_16288_6_15	43334	2102973	3	3
27_11511_7_66	36655	2092238	6	1
313_23164_8_79	29324	2075910	7	6
50_11860_8_54	29493	2065122	4	2
354_12837_1_56	42529	2050127	18	12
107_6841_7_10	36752	2044089	13	11
57_15873_1_12	28434	2003110	2	2
372_16288_4_19	44949	2006163	15	13
190_15378_3_12	37497	2195495	11	10
257_20957_7_122	48841	2159679	10	7
81_17150_4_6	63690	2147180	23	22
82_7054_4_16	45815	2085740	7	6
598_10050_2_45	32879	2136454	4	3
31_10071_4_11	39117	2057652	4	4
401_6631_3_12	43869	2129305	5	1
289_21999_7_133	39498	2184644	8	5
567_21053_8_149	28530	2008871	2	1
321_19341_2_144	46593	2167435	12	8
233_12290_3_56	35014	2024899	5	2
607_6649_7_17	56474	2071944	15	7
47_19341_2_86	41743	2198575	14	7
84_6807_1_12	59224	2037267	8	7
331_14410_7_57	31855	2102247	12	11
430_13415_6_1	45006	2109607	8	5
291_22709_8_349	36727	2107291	4	3
492_16288_7_55	40889	2057303	9	5
553_19341_3_39	46790	2132918	7	6
181_12378_2_50	41197	2147819	8	5
456_14913_2_94	52376	2109054	16	11
87_6753_4_20	53683	2077677	13	10
161_15378_3_10	33421	2138262	3	2
49_7553_5_90	37904	2073028	5	1
575_21999_7_130	36990	2033090	5	1
303_16288_8_8	46537	2061298	15	6
579_9789_3_70	36562	2093652	7	6
405_6823_4_8	51779	2092195	15	5
366_14936_6_76	37430	2081836	4	2
505_17059_8_84	26783	2085620	2	2
111_13710_1_52	33057	2051644	3	3
363_14673_1_56	37028	1968657	8	8
205_12837_5_80	49567	2128667	3	2
536_18456_1_172	51823	2164168	13	11
619_6486_8_9	35412	2087675	5	2
250_11861_1_59	33415	2077170	4	2
535_18456_1_118	36896	2270823	6	5
154_6680_4_17	34749	2017723	5	4
466_15731_8_50	42736	2129933	7	5
55_11861_3_41	39421	2061182	4	1
281_9789_4_37	31194	2078339	4	3
519_17794_8_154	31132	2091373	5	3
376_16288_6_47	45223	2013762	11	5
493_16288_7_61	31855	1982724	3	2
486_16288_6_22	51093	2022133	7	6
42_6673_8_24	662190	2070341	190	142
319_6938_7_6	40910	2001402	8	2
390_11860_8_47	30178	2044811	3	3
309_16288_8_34	63990	1972779	9	7
573_21127_2_26	36638	2087829	22	20
80_15873_2_42	39209	2083258	3	3
606_6641_6_4	64048	2142695	25	20
140_6486_5_20	30006	2057253	5	4
604_6259_7_15	59220	2133402	18	8
565_20957_7_132	70902	2111717	15	13
543_19084_7_36	45262	2153633	6	6
504_17059_7_81	32546	2076048	10	8
39_10071_4_9	28965	2039349	4	1
480_16288_3_79	69242	2137154	13	8
230_17138_5_57	42379	2057988	9	7
193_14410_5_66	42229	2110453	18	11
394_21999_8_64	36129	1975813	7	4
290_22667_8_48	30981	2122285	0	0
173_6753_4_18	38479	2096367	10	5
374_16288_4_81	45951	2009612	8	6
185_22027_1_119	30853	2138766	8	7
304_14723_4_81	37295	2076180	4	3
269_19084_7_74	38537	2055815	15	11
137_14566_4_23	33884	2003132	1	0
234_15608_4_46	38756	2035182	4	3
175_11791_1_6	26570	2059832	2	0
104_6731_5_11	40143	2046424	12	8
367_15378_4_63	38879	2080848	4	4
442_14520_6_33	34165	2145182	6	3
409_10395_5_40	36193	2079296	6	3
180_7004_7_62	42943	2138549	13	11
325_18456_1_29	38209	2134525	6	6
483_16288_4_80	45868	2031777	12	10
602_6259_5_19	35825	2029649	13	7
19_7553_4_32	33578	2039834	7	5
164_15531_4_83	35365	2131661	7	5
413_11658_1_89	23367	2192939	5	5
270_12837_1_65	32897	2099693	9	7
155_14555_3_8	35798	2022130	7	6
37_14410_8_18	32797	2111430	6	4
350_12291_1_13	31837	2064556	9	5
596_11861_3_2	35200	2090829	4	4
70_13470_1_30	34207	2041241	7	4
171_14410_8_19	38935	2166323	19	13
523_17870_7_141	40024	2083866	6	4
165_6259_5_10	42089	2016815	4	1
441_14520_6_24	42891	2100045	6	4
317_6631_7_18	38977	2023892	5	4
471_15995_1_87	39993	2141160	14	8
530_18090_1_68	36486	2149760	12	12
120_9789_2_39	48908	2104706	14	7
592_11860_6_83	37972	2082290	9	5
130_6736_6_17	43661	2085586	13	5
242_14913_3_66	38847	2088634	5	5
529_18090_1_188	37356	2074573	6	6
133_13470_1_77	37889	2162629	4	2
611_6807_3_15	80479	2026725	22	20
97_11657_2_78	44046	2097989	9	7
398_6259_7_19	48833	1930338	17	16
364_14673_4_78	41294	2034177	8	7
256_14520_4_44	27714	2000896	10	10
247_16288_3_59	50328	2064147	26	23
15_10071_4_42	39142	1976541	9	6
305_17150_5_58	36277	2124649	5	2
123_17794_8_71	36702	2007338	4	4
411_10395_5_55	41265	2088471	9	7
194_17175_8_36	97275	2065794	27	20
488_16288_6_7	31439	1981927	2	2
220_16453_2_18	38700	2013802	5	4
460_14936_5_67	43169	2065558	4	3
280_9789_3_66	38434	2081425	2	1
51_12837_2_27	33133	2011849	5	5
127_6730_6_14	37648	1866420	12	6
300_15378_2_55	154734	2085579	47	34
431_13710_2_39	38592	2089605	7	3
5_9789_4_28	42817	2065787	12	8
286_22114_6_80	33649	2072098	5	4
174_7054_5_2	37566	2065767	3	3
284_16288_8_61	37056	2093087	10	6
344_22841_2_153	35350	2155808	8	4
440_14520_6_21	21742	2120168	2	1
1_19341_2_69	40342	2069758	8	5
136_19084_8_41	38481	2054257	12	11
451_14673_4_24	41025	2164470	10	4
56_12837_1_46	38894	2008077	5	4
588_21903_8_95	38290	2074108	1	1
545_19084_7_79	38300	2085507	10	8
427_13414_2_70	41521	2002172	7	6
467_15841_4_75	40275	2189530	14	6
283_6805_2_21	46460	2066552	3	3
225_16288_7_69	47689	2025665	8	4
99_6512_5_12	31978	2102725	4	3
238_14913_3_38	197060	2067912	39	32
103_17428_8_127	37273	2089736	11	5
334_15682_1_68	33842	2036768	4	3
263_7011_6_19	46216	2162401	6	4
