scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
305_17150_5_58	45529	2124114	10	4
242_14913_3_66	52592	2089380	13	7
486_16288_6_22	58151	2019582	10	9
561_20925_3_41	46632	2084173	7	7
289_21999_7_133	55215	2185721	10	7
385_19084_7_32	42032	2083983	14	6
38_13414_1_86	51749	2076155	8	4
202_9789_5_86	55113	2056465	11	7
482_16288_4_45	71345	2061803	27	15
137_14566_4_23	47379	2003675	6	2
323_11658_2_89	45992	2060911	17	8
606_6641_6_4	85127	2147171	18	17
188_6807_3_17	49958	2085554	12	7
223_9789_2_42	52884	2081464	11	6
110_6805_3_7	40648	2057635	8	4
30_6841_7_17	57356	2043490	12	6
542_19084_7_126	52006	2176670	16	5
407_10395_5_18	41246	2103190	8	4
392_21127_2_134	41063	2045313	6	6
401_6631_3_12	61977	2125148	15	11
591_11860_5_19	51667	2087641	10	2
193_14410_5_66	51186	2110453	11	8
454_14723_2_4	49627	2019838	2	1
133_13470_1_77	53967	2160965	6	4
295_19084_7_140	51177	2077926	7	5
507_17138_5_21	68409	2016526	19	7
397_7622_2_47	50401	2005781	20	14
576_21999_8_21	39013	2032702	8	5
404_6755_2_5	62195	2033753	20	18
403_6714_7_10	55238	2056831	25	21
479_16288_3_71	68935	2076607	15	11
214_6641_6_17	67716	2093909	22	20
352_12291_6_20	43649	2069905	23	12
283_6805_2_21	57536	2107922	6	6
460_14936_5_67	62438	2064550	8	5
175_11791_1_6	33451	2059891	8	6
505_17059_8_84	33946	2083203	4	4
259_15995_1_102	44951	1988195	14	11
257_20957_7_122	62485	2160557	42	36
265_6983_4_75	69262	2001032	7	6
446_14555_4_13	41535	1943897	11	11
566_21053_8_127	36404	2049540	6	5
359_14520_4_28	52864	2060259	17	14
291_22709_8_349	44944	2106839	6	4
617_6972_4_10	51321	1999404	8	7
115_12291_3_35	55290	2136883	11	7
498_16288_8_25	52442	2013802	7	6
447_14555_4_27	58189	2060628	10	4
167_7004_8_91	50595	2070142	7	6
139_22841_2_118	67746	2114996	12	9
506_17138_3_48	62836	2080580	12	11
501_16288_8_40	51996	2120831	9	4
402_6664_1_14	50662	2070653	15	12
613_6823_7_5	88865	2086346	33	29
426_13154_4_4	41367	2131470	7	5
76_19341_2_145	54805	2175394	10	10
593_11860_7_14	43198	2055694	10	9
275_15531_7_23	52271	2076255	5	2
203_6983_4_90	42678	2011660	3	1
179_14913_7_55	56587	2079379	8	3
499_16288_8_29	63208	2003148	13	9
331_14410_7_57	40111	2100380	11	7
258_15841_2_59	71530	2100845	14	13
233_12290_3_56	49199	2024899	11	9
201_17870_7_93	56360	2046794	8	3
373_16288_4_57	69593	2125834	16	10
611_6807_3_15	104984	2032653	17	16
271_13414_8_85	54651	2064214	11	8
273_11860_7_5	49639	2022534	9	5
354_12837_1_56	55788	2053264	17	15
6_11861_4_83	55239	2061498	6	2
533_18090_2_100	58420	2125339	9	6
620_6512_2_10	78570	2120509	16	12
514_17150_5_52	55079	2100230	5	5
22_19183_3_93	49510	2064742	9	6
304_14723_4_81	52894	2076180	13	3
568_21053_8_153	39220	2059657	17	4
121_14520_4_19	45313	2139306	6	5
50_11860_8_54	44953	2065903	7	6
396_22841_1_177	41385	2092099	15	10
518_17794_8_145	43671	2059019	7	7
327_12291_1_58	42706	2085876	10	7
342_22841_2_175	43033	2154214	3	3
70_13470_1_30	47082	2041783	4	3
255_17150_4_25	53505	2140991	9	7
194_17175_8_36	129010	2066098	25	21
277_17966_5_16	46861	1932248	8	5
82_7054_4_16	54995	2089458	6	3
500_16288_8_39	58412	2049867	19	12
184_15841_2_93	48265	2102896	5	3
66_6631_1_22	47390	2094543	16	8
608_6730_7_17	53455	2099919	9	7
