scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
324_14673_2_51	60690	2004201	6	6
443_14520_6_39	60615	2138155	11	10
497_16288_8_23	86654	2044598	2	1
596_11861_3_2	61669	2084631	1	1
486_16288_6_22	81478	2021784	3	2
31_10071_4_11	68612	2066579	2	1
569_21053_8_162	68768	2191613	3	2
469_15873_1_34	62322	2058433	5	4
42_6673_8_24	874522	2001571	35	25
203_6983_4_90	58730	2003392	0	0
114_17150_5_18	63200	2109739	2	2
217_9789_5_40	68435	2081205	2	2
353_12378_2_64	63842	2111740	2	0
21_13470_1_90	97487	2142859	7	6
264_6259_5_2	93496	2118950	3	1
499_16288_8_29	92367	1999805	3	2
330_17175_7_9	49621	1490668	0	0
598_10050_2_45	63631	2137677	0	0
201_17870_7_93	79314	2046976	8	3
480_16288_3_79	106654	2135859	3	1
107_6841_7_10	68576	2044032	1	1
540_18456_1_95	280697	2066461	7	6
401_6631_3_12	88071	2128640	3	1
110_6805_3_7	54878	2055664	3	1
448_14566_4_94	61090	2088096	10	4
249_21242_2_135	61998	2090080	2	1
413_11658_1_89	51903	2193962	4	2
489_16288_6_72	77937	1997962	4	3
487_16288_6_23	99211	2097260	1	0
179_14913_7_55	73767	2080245	3	2
506_17138_3_48	83701	2079062	10	8
260_16288_5_50	80190	2031982	3	3
350_12291_1_13	58623	2061081	3	3
379_17870_7_147	76697	2158885	3	3
550_19183_3_6	78501	2118656	6	4
562_20925_3_53	73691	2077205	1	1
431_13710_2_39	74912	2088200	1	0
617_6972_4_10	71775	1997309	6	4
123_17794_8_71	65054	2007806	7	7
84_6807_1_12	113407	2040133	2	1
24_14936_4_78	66014	2111584	5	3
341_21127_2_44	58635	2249588	0	0
441_14520_6_24	71608	2101451	2	2
352_12291_6_20	61113	2067118	12	8
318_6680_8_5	77583	2023536	1	1
137_14566_4_23	69148	2003675	0	0
140_6486_5_20	55516	2057253	2	1
48_12837_3_79	100525	2143617	3	2
136_19084_8_41	64680	2052311	8	7
543_19084_7_36	83451	2166137	5	3
402_6664_1_14	65982	2070653	4	3
587_23164_8_130	54285	2016145	0	0
394_21999_8_64	70317	1975813	1	1
383_18090_2_97	64617	2022315	2	1
149_6259_7_5	62328	1985250	4	2
447_14555_4_27	82086	2061270	1	0
528_18090_1_110	65814	1602864	1	1
258_15841_2_59	92017	2101808	3	2
446_14555_4_13	60980	1953439	8	8
80_15873_2_42	64817	2082294	2	1
87_6753_4_20	96048	2076289	2	2
444_14520_7_44	50147	2126948	0	0
323_11658_2_89	63962	2060745	0	0
553_19341_3_39	77489	2136065	3	2
523_17870_7_141	79359	2084783	2	2
173_6753_4_18	75686	2095885	5	2
175_11791_1_6	52440	2059758	0	0
338_18090_1_62	81680	2098870	2	2
162_16043_2_56	64623	2011284	1	1
433_14410_6_68	61405	2082065	1	1
575_21999_7_130	69009	2030080	4	2
81_17150_4_6	90464	2130696	7	6
579_9789_3_70	60929	2096282	0	0
237_12291_4_10	80489	2065580	7	7
561_20925_3_41	59821	2084173	1	1
407_10395_5_18	55986	2144420	2	2
529_18090_1_188	71836	2075043	1	1
397_7622_2_47	67102	2005383	6	1
565_20957_7_132	110171	2111408	1	1
435_14410_7_41	61276	2079330	3	3
250_11861_1_59	63271	2078348	1	1
32_11860_7_64	71258	1997948	2	1
269_19084_7_74	68148	2056115	5	2
311_21999_8_48	60981	2179345	2	0
75_21946_6_155	66207	2075318	2	1
551_19341_2_130	67534	2081483	2	0
611_6807_3_15	143888	2023642	7	6
498_16288_8_25	70561	1994669	6	4
6_11861_4_83	78131	2060988	1	0
344_22841_2_153	76638	2156467	12	12
517_17794_7_27	90055	2025145	1	1
354_12837_1_56	77150	2042324	1	1
616_6841_7_2	85824	1970001	7	4
222_6631_3_23	76179	2044020	2	1
130_6736_6_17	88419	2084384	4	4
143_17870_7_161	64584	2105176	5	5
372_16288_4_19	82622	2006204	1	0
101_16288_6_5	62729	2009041	6	6
615_6841_7_15	100139	2067246	14	12
468_15841_5_8	51234	2039550	3	0
533_18090_2_100	75863	2129011	3	2
135_19084_8_163	60387	2049322	2	0
