scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
535_18456_1_118	77834	2271160	3	3
397_7622_2_47	75336	2003342	4	4
543_19084_7_36	94263	2153633	4	4
367_15378_4_63	95136	2081882	7	7
374_16288_4_81	106661	1993345	1	1
415_12290_3_2	80106	2112438	1	1
502_16288_8_58	88331	2131658	4	4
601_6999_4_13	90022	2031631	1	1
557_20925_3_14	92987	2078788	0	0
78_14520_7_15	84397	2076725	3	3
91_16453_2_39	95582	2089884	3	3
435_14410_7_41	74489	2078098	3	3
497_16288_8_23	106058	2045587	2	2
292_7004_6_30	59744	1975167	2	2
617_6972_4_10	82103	1999404	5	5
403_6714_7_10	86880	2055337	7	7
94_14520_6_64	78905	2125724	1	1
451_14673_4_24	74683	2161178	2	1
609_6730_7_7	94460	2068074	4	4
358_13415_4_55	75929	2041329	4	4
596_11861_3_2	77504	2084631	4	4
172_6664_1_20	72413	2108256	1	1
554_19341_3_55	87127	2175847	3	3
189_12291_3_19	100045	2050252	1	1
547_19084_8_51	64813	2066670	1	1
400_6631_2_16	84268	2093468	3	3
538_18456_1_52	77420	2114497	1	1
51_12837_2_27	78242	2011849	0	0
550_19183_3_6	83400	2121692	3	1
498_16288_8_25	83183	1997272	2	2
590_22695_3_204	61957	2020012	1	1
257_20957_7_122	102629	2160589	11	11
133_13470_1_77	94868	2163979	1	1
26_14410_4_34	98160	2094165	1	1
606_6641_6_4	128609	2122653	5	5
255_17150_4_25	100307	2140170	1	1
142_14257_1_81	65134	1975359	9	9
441_14520_6_24	81828	2100585	4	4
355_12837_1_71	76724	2050096	5	5
16_14673_2_9	68869	2048251	1	1
104_6731_5_11	92521	2041871	2	2
327_12291_1_58	72786	2092444	12	10
1_19341_2_69	74964	2068519	1	1
447_14555_4_27	95364	2065057	2	2
120_9789_2_39	93381	2105581	5	5
518_17794_8_145	70628	2058165	4	4
164_15531_4_83	71592	2131661	2	2
192_18090_5_36	94041	2166956	2	2
458_14913_7_88	97525	2134113	1	1
185_22027_1_119	73375	2138840	2	2
485_16288_5_29	96765	2125049	5	5
376_16288_6_47	103282	2014197	1	1
118_6680_5_6	152412	2096676	3	3
436_14410_7_55	87630	2082766	3	3
579_9789_3_70	73090	2096513	0	0
594_11861_1_47	78594	2088194	1	1
195_15873_2_24	75851	2078209	4	4
112_16453_2_35	125148	2087377	1	1
619_6486_8_9	83197	2082768	0	0
139_22841_2_118	111639	2114996	0	0
323_11658_2_89	68813	2060279	5	5
592_11860_6_83	85954	2084182	15	14
107_6841_7_10	76549	2044089	9	9
603_6259_5_1	167543	2132096	1	1
175_11791_1_6	63364	2059267	0	0
222_6631_3_23	88939	2059760	2	2
571_21127_1_165	82246	2182971	2	2
398_6259_7_19	83124	1910887	3	2
421_12837_2_10	76025	2068221	8	8
21_13470_1_90	114012	2142270	5	5
565_20957_7_132	122528	2110140	1	1
506_17138_3_48	101584	2077647	8	8
123_17794_8_71	72663	2006026	1	1
409_10395_5_40	68876	2078467	2	2
615_6841_7_15	112119	2076795	3	3
444_14520_7_44	62593	2095398	1	1
611_6807_3_15	156290	2032653	7	7
