scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
237_12291_4_10	97339	2055404	3	3
200_17150_4_89	97589	2053935	9	9
148_15378_4_35	119663	2091685	7	7
594_11861_1_47	76944	2087051	1	1
327_12291_1_58	78936	2093288	5	3
24_14936_4_78	77282	2111584	4	4
140_6486_5_20	65073	2057253	1	1
223_9789_2_42	90471	2075491	6	6
513_17150_4_72	87618	2193651	1	1
364_14673_4_78	85425	2034663	3	3
331_14410_7_57	69387	2102247	2	2
247_16288_3_59	101234	2068383	13	13
38_13414_1_86	85346	2076809	3	3
396_22841_1_177	70462	2092550	4	4
446_14555_4_13	74065	1958245	6	6
495_16288_7_79	125195	2107213	4	4
171_14410_8_19	81216	2166187	1	1
192_18090_5_36	94055	2169967	1	1
257_20957_7_122	105027	2159679	14	14
143_17870_7_161	72694	2105010	3	3
21_13470_1_90	115521	2142859	6	5
20_6753_2_5	91860	2145959	3	3
28_6840_3_5	87969	2067121	13	13
613_6823_7_5	129967	2085803	9	9
326_12291_1_36	76273	2073143	0	0
483_16288_4_80	94342	2031899	5	4
135_19084_8_163	75169	2049322	1	1
137_14566_4_23	75478	2003132	0	0
342_22841_2_175	71369	2154214	2	2
52_17138_3_87	81376	2058425	1	1
440_14520_6_21	54602	2118929	1	1
183_18456_1_110	91618	2079383	2	2
317_6631_7_18	79577	2023892	1	1
79_13470_1_16	82825	2058697	0	0
179_14913_7_55	86698	2080245	1	1
114_17150_5_18	76162	2109739	8	8
500_16288_8_39	102106	2048978	1	1
123_17794_8_71	72649	2006026	4	4
514_17150_5_52	93746	2101696	1	1
454_14723_2_4	84368	2027086	2	2
253_14566_4_24	84646	2016737	2	2
461_15277_3_68	76907	2078382	2	2
58_14410_7_84	83237	2085053	3	3
447_14555_4_27	96951	2062469	4	4
242_14913_3_66	93665	2085019	3	3
609_6730_7_7	93594	2038069	1	1
465_15608_4_9	88052	2135915	1	1
273_11860_7_5	82080	2022534	0	0
320_7011_3_14	88737	2107057	4	4
251_12290_3_24	96812	2104414	6	6
181_12378_2_50	84639	2150125	1	1
371_16288_3_43	90380	2002126	0	0
111_13710_1_52	72897	2051644	5	5
243_14412_2_29	62534	2043925	1	1
537_18456_1_31	74718	2115688	4	4
170_16288_8_54	92885	2069937	1	1
269_19084_7_74	80257	2055815	4	4
229_21127_1_63	75106	2034327	1	1
374_16288_4_81	109215	2017268	3	3
310_22027_1_41	70579	2011972	1	1
518_17794_8_145	72397	2059339	2	2
557_20925_3_14	95666	2078382	1	1
410_10395_5_54	96046	2173001	5	5
478_16288_3_64	96553	2097339	5	5
216_9716_7_4	104968	2142085	5	5
312_22841_2_80	62792	2130799	5	5
81_17150_4_6	100257	2141882	13	13
298_12291_3_40	75183	2119148	0	0
165_6259_5_10	91959	2019013	2	2
203_6983_4_90	73647	2010913	2	2
382_18090_2_142	87706	2099031	1	1
422_12837_2_40	89929	2056867	3	0
604_6259_7_15	110831	2100579	3	2
71_16453_2_30	89944	2082947	2	2
84_6807_1_12	128571	2039261	4	4
87_6753_4_20	106681	2076289	2	2
44_11861_1_1	78173	2064942	2	2
289_21999_7_133	94378	2185673	0	0
605_6631_3_9	99099	2130352	0	0
190_15378_3_12	88668	2195495	11	11
503_16453_2_55	75680	2077766	1	1
323_11658_2_89	68103	2063286	1	1
330_17175_7_9	63383	1491044	1	1
405_6823_4_8	115024	2087843	3	3
561_20925_3_41	73696	2084173	0	0
280_9789_3_66	85642	2082047	0	0
305_17150_5_58	81567	2124114	0	0
400_6631_2_16	85022	2093468	4	4
96_15531_5_92	83807	1979049	2	2
398_6259_7_19	82122	1932114	6	5
612_6823_4_5	100323	2092642	4	4
414_11679_1_83	69192	2113238	1	1
401_6631_3_12	93789	2124368	2	2
584_22841_4_145	64366	2104597	4	4
413_11658_1_89	66567	2192939	2	1
530_18090_1_68	86129	2149479	3	3
335_16288_7_45	79169	2016038	1	1
54_15841_3_44	88507	2108274	2	2
407_10395_5_18	70037	2104212	2	2
553_19341_3_39	95685	2127155	1	1
489_16288_6_72	96654	1997354	3	2
284_16288_8_61	79596	2093087	4	4
564_20925_3_80	93874	2086418	3	3
76_19341_2_145	95130	2176671	2	2
508_17138_5_35	93186	2190532	2	2
510_17138_5_48	100929	2122289	0	0
481_16288_4_44	75584	1960943	1	1
498_16288_8_25	86158	1995284	8	7
480_16288_3_79	120806	2137724	5	5
488_16288_6_7	76507	1985552	4	3
441_14520_6_24	85344	2101451	9	8
259_15995_1_102	69119	1988195	1	1
177_19084_7_120	76124	2057979	0	0
579_9789_3_70	73015	2095941	0	0
162_16043_2_56	73131	2009531	2	2
154_6680_4_17	77144	2015392	2	2
395_22027_1_38	121701	2141959	1	1
565_20957_7_132	125149	2109364	2	2
428_13415_4_13	71771	2119891	3	3
59_15608_3_20	71654	2003466	1	1
348_11511_8_94	71106	2090238	1	1
250_11861_1_59	77950	2078348	0	0
482_16288_4_45	107856	2060206	5	3
36_21903_8_179	73533	2097811	2	2
332_17794_8_185	89938	2105102	4	4
376_16288_6_47	108554	2018024	0	0
403_6714_7_10	87141	2063220	5	5
415_12290_3_2	80888	2108382	0	0
248_6259_5_7	71450	2144324	0	0
133_13470_1_77	94669	2159460	1	1
264_6259_5_2	111832	2108801	5	5
99_6512_5_12	67031	2093135	0	0
562_20925_3_53	87654	2078971	2	2
158_6673_8_23	71478	2020163	6	2
236_16288_8_57	77057	2007591	2	2
367_15378_4_63	93496	2079943	6	6
272_17870_7_62	100809	2097922	4	4
512_17150_4_56	98473	2103097	2	2
390_11860_8_47	67671	2045454	0	0
