scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
139_22841_2_118	57316	2114996	11	7
442_14520_6_33	41516	2145182	2	1
613_6823_7_5	83283	2088504	25	20
359_14520_4_28	50685	2064065	13	12
90_15841_1_45	41664	2132964	6	3
316_6470_6_20	40901	2077593	3	3
39_10071_4_9	35162	2039349	4	4
447_14555_4_27	53557	2063392	6	5
280_9789_3_66	42426	2078909	4	2
422_12837_2_40	45483	2055895	8	1
544_19084_7_50	45165	2129279	3	3
438_14520_4_45	58315	2051716	9	9
550_19183_3_6	55975	2119929	6	4
415_12290_3_2	42724	2110244	3	2
283_6805_2_21	46838	2107922	1	1
502_16288_8_58	44933	2133199	5	4
53_11791_1_59	55907	2114283	6	3
430_13415_6_1	48822	2107889	2	2
557_20925_3_14	45132	2078382	6	3
435_14410_7_41	41314	2079873	3	2
404_6755_2_5	58855	2034491	27	25
350_12291_1_13	38661	2064010	1	0
123_17794_8_71	42204	2004077	8	7
3_22841_1_33	45837	1977204	3	2
529_18090_1_188	41846	2074573	8	7
52_17138_3_87	42033	2061871	2	0
211_17059_6_93	52747	2099238	19	19
60_6649_8_14	69913	2037575	8	8
354_12837_1_56	47717	2040120	4	4
171_14410_8_19	43436	2166730	6	2
230_17138_5_57	47563	2058458	6	3
402_6664_1_14	46030	2074784	10	9
251_12290_3_24	54320	2105165	16	8
383_18090_2_97	40714	2021681	5	3
334_15682_1_68	45649	2036399	5	5
533_18090_2_100	47454	2129350	4	1
192_18090_5_36	44162	2171076	5	0
481_16288_4_44	41831	1961007	9	7
232_15531_6_9	50558	1985986	17	16
340_19341_2_112	36978	2099072	4	1
87_6753_4_20	61983	2073796	12	9
530_18090_1_68	43553	2150118	6	6
307_16288_6_15	50588	2108412	2	1
239_13415_8_24	48477	2087065	4	3
109_22695_3_70	38760	2126055	3	1
514_17150_5_52	52903	2101772	8	6
225_16288_7_69	53136	2025665	7	5
97_11657_2_78	54616	2097253	2	1
376_16288_6_47	57582	2014792	8	6
372_16288_4_19	50920	2007100	10	7
547_19084_8_51	38598	2067213	1	0
119_14673_1_59	41889	2092471	2	1
237_12291_4_10	46818	2055404	4	4
564_20925_3_80	52253	1870376	5	2
190_15378_3_12	44830	2194313	4	2
183_18456_1_110	50127	2079688	4	3
367_15378_4_63	47065	2080080	3	1
257_20957_7_122	47907	2160557	23	21
162_16043_2_56	38070	2008012	8	3
19_7553_4_32	47512	2039834	1	0
200_17150_4_89	47449	2055126	4	4
167_7004_8_91	45213	2064979	7	6
393_21999_7_163	42275	2172221	8	8
619_6486_8_9	48806	2087704	5	4
73_6631_4_21	35832	1960050	0	0
249_21242_2_135	38684	2090392	6	3
26_14410_4_34	52768	2090722	6	5
504_17059_7_81	38400	2076048	11	11
64_18090_2_111	36733	2119372	10	10
207_17175_8_65	44059	2205852	5	4
598_10050_2_45	40984	2137019	3	1
527_17966_5_78	51490	2127553	1	0
34_17059_6_69	48353	2065994	2	2
184_15841_2_93	40925	2100104	6	4
575_21999_7_130	43686	2031784	5	0
196_16288_8_37	71523	2080983	7	7
228_15531_2_51	35899	2041894	5	5
6_11861_4_83	47254	2060988	2	1
454_14723_2_4	40992	2027086	4	3
364_14673_4_78	45885	2033364	1	1
521_17794_8_58	38987	2162917	14	11
282_16288_8_6	55063	2054275	4	3
449_14566_5_8	43709	2073069	3	2
571_21127_1_165	36157	2182167	5	5
295_19084_7_140	44163	2075948	3	3
313_23164_8_79	33739	2107687	8	7
482_16288_4_45	61014	2062365	6	4
113_22841_3_34	42721	2096425	5	3
433_14410_6_68	34959	2080518	5	1
379_17870_7_147	51431	2157892	12	7
401_6631_3_12	49854	2122841	5	5
448_14566_4_94	37016	2086507	13	10
594_11861_1_47	44350	2087588	7	3
145_15841_3_56	37657	2056955	2	2
286_22114_6_80	34592	2072959	9	5
165_6259_5_10	50172	2018151	2	1
416_12291_1_71	39375	2046663	9	7
215_6753_3_20	41107	2096022	5	1
403_6714_7_10	52051	2061857	22	18
293_6823_3_4	52383	2061228	17	14
25_13415_6_52	54101	2072456	5	3
428_13415_4_13	37820	2119086	5	1
276_15841_5_94	36188	2053478	6	6
591_11860_5_19	43238	2090399	2	2
618_7011_6_16	571948	2103188	73	51
12_10071_4_16	52187	1979207	5	3
170_16288_8_54	55085	2071454	8	4
573_21127_2_26	37989	2087971	9	8
338_18090_1_62	46703	2098870	2	2
67_11861_5_61	42174	2013362	5	2
553_19341_3_39	49322	2145456	10	7
510_17138_5_48	51041	2122647	4	3
562_20925_3_53	50390	2078561	3	2
374_16288_4_81	56354	2017268	8	6
180_7004_7_62	45248	2141810	5	5
439_14520_6_13	32904	2132798	2	2
424_12837_3_13	36039	2188964	1	1
592_11860_6_83	39568	2076602	12	8
267_19084_7_130	43022	2116485	4	1
344_22841_2_153	45787	2157363	5	3
486_16288_6_22	53709	2022987	12	8
122_6710_8_6	48583	2115392	6	6
175_11791_1_6	29846	2058101	1	1
511_17138_5_49	59019	2069849	10	10
42_6673_8_24	726142	2071773	59	38
41_13415_6_19	40276	1996731	5	5
446_14555_4_13	37422	1948197	13	12
216_9716_7_4	52396	2142085	7	6
203_6983_4_90	40107	2002036	3	3
392_21127_2_134	37240	2044979	4	4
366_14936_6_76	43201	2082251	0	0
21_13470_1_90	59630	2140178	11	9
565_20957_7_132	78038	2111717	5	3
498_16288_8_25	42465	1994669	10	8
361_14520_6_76	56462	2115084	5	3
243_14412_2_29	38080	2043925	3	2
357_13091_6_13	47162	2037289	5	3
604_6259_7_15	54074	1992499	4	3
310_22027_1_41	39470	2011541	13	3
137_14566_4_23	34246	2003132	1	0
538_18456_1_52	38890	2113954	3	2
395_22027_1_38	72194	2141959	6	4
248_6259_5_7	38837	2147302	1	1
471_15995_1_87	43219	2141160	17	9
273_11860_7_5	39430	2020762	6	5
250_11861_1_59	39264	2077170	1	0
226_22841_2_25	42644	1988245	4	2
606_6641_6_4	76843	2127168	10	8
107_6841_7_10	73738	2042582	40	30
461_15277_3_68	38123	2078413	4	2
617_6972_4_10	49024	1999404	10	10
302_15531_7_1	42270	2075685	10	10
615_6841_7_15	66492	2068742	27	21
443_14520_6_39	34969	2137405	14	13
136_19084_8_41	44557	2054257	8	7
360_14520_6_17	28382	2105241	4	3
505_17059_8_84	28360	2084393	5	4
10_22027_1_37	40885	2086887	15	10
602_6259_5_19	38262	2039270	10	8
132_13414_2_34	50262	2090033	8	4
235_17794_7_174	57616	2140686	6	6
577_21999_8_29	37083	2098014	5	3
88_14520_5_11	41449	2051474	4	3
513_17150_4_72	44557	2191270	6	5
23_19084_7_114	43344	2153323	3	2
507_17138_5_21	54777	2024042	6	2
202_9789_5_86	49419	2053812	3	3
138_7011_3_5	42156	2104472	1	1
394_21999_8_64	45500	1975813	6	6
508_17138_5_35	48040	2189695	4	3
608_6730_7_17	45495	2068576	8	5
331_14410_7_57	33040	2101626	4	4
204_21242_2_138	51045	2184307	10	6
114_17150_5_18	35657	2112356	1	1
301_14913_3_1	42915	2001478	2	2
473_15995_2_179	49364	2089669	13	9
375_16288_6_40	55801	2009074	5	4
319_6938_7_6	48874	2001102	5	4
607_6649_7_17	66375	2071843	11	4
9_11791_1_52	41242	2056485	2	1
323_11658_2_89	39453	2060038	5	3
612_6823_4_5	62565	2088301	10	8
846_11861_5_11	44020	2149781	6	4
161_15378_3_10	42086	2131484	2	2
496_16288_8_20	55038	2078683	3	2
49_7553_5_90	44123	2069827	2	1
460_14936_5_67	45889	2034782	4	4
40_6736_5_15	42526	2051176	5	1
158_6673_8_23	44060	2021499	7	3
