scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
619_6486_8_9	82348	2087704	0	0
88_14520_5_11	84323	2050663	1	1
165_6259_5_10	93789	2017185	4	4
310_22027_1_41	67961	2011972	1	1
9_11791_1_52	92873	2051759	0	0
379_17870_7_147	89625	2159357	7	7
15_10071_4_42	82095	1976334	4	4
447_14555_4_27	94750	2059279	0	0
430_13415_6_1	93080	2109607	1	1
372_16288_4_19	96733	1998409	0	0
540_18456_1_95	308143	2066461	6	5
401_6631_3_12	95517	2128208	8	8
264_6259_5_2	117985	2119700	8	6
138_7011_3_5	81169	2104472	0	0
553_19341_3_39	90592	2124468	2	2
441_14520_6_24	84468	2101273	7	7
343_22114_6_37	109974	2134319	3	3
512_17150_4_56	101887	2103912	8	8
483_16288_4_80	97114	2033406	1	1
561_20925_3_41	72574	2084173	1	1
307_16288_6_15	94618	2105983	2	2
306_17059_6_10	89746	2188894	4	4
133_13470_1_77	92365	2163436	1	1
166_6949_3_2	83804	2070706	4	4
533_18090_2_100	85484	2125339	1	1
375_16288_6_40	105972	2015146	4	4
323_11658_2_89	70680	2062689	4	4
125_12837_1_13	78403	2111986	1	1
554_19341_3_55	84789	2175847	1	1
595_11861_2_71	91468	2036176	2	2
397_7622_2_47	79938	2000148	2	2
253_14566_4_24	85441	2017539	0	0
414_11679_1_83	68146	2115269	1	1
514_17150_5_52	96126	2102278	2	2
82_7054_4_16	79705	2088884	1	1
330_17175_7_9	83968	2070196	2	2
181_12378_2_50	83727	2146707	0	0
226_22841_2_25	77421	1988245	2	2
446_14555_4_13	77035	1958299	3	3
579_9789_3_70	72488	2098851	4	4
28_6840_3_5	87904	2067121	2	2
243_14412_2_29	65218	2043925	1	1
286_22114_6_80	66741	2072098	3	3
593_11860_7_14	78819	2055694	5	5
171_14410_8_19	84568	2166484	1	1
433_14410_6_68	77216	2081505	6	6
405_6823_4_8	108598	2095779	6	6
144_19084_7_183	75217	2183113	1	1
224_17794_7_17	74708	2063439	3	3
210_15995_1_7	81041	2110546	3	3
402_6664_1_14	82735	2071548	9	8
48_12837_3_79	117185	2143314	9	6
523_17870_7_141	86522	2081786	2	2
316_6470_6_20	84011	2072983	3	3
106_6710_8_19	75385	2114108	2	2
443_14520_6_39	73717	2134527	6	6
18_11861_5_40	73243	2057955	2	2
518_17794_8_145	76531	2059686	5	5
559_20925_3_2	114449	2224034	2	2
142_14257_1_81	65364	1975359	2	2
454_14723_2_4	79543	2026251	1	1
200_17150_4_89	95258	2053935	6	6
52_17138_3_87	84999	2061002	2	2
413_11658_1_89	61834	2181015	2	2
169_17150_6_14	75391	2073337	2	2
280_9789_3_66	87805	2081425	3	3
601_6999_4_13	91274	2027190	2	2
151_6259_7_20	81197	2032292	3	3
222_6631_3_23	89917	2043618	2	2
21_13470_1_90	112161	2143195	6	6
112_16453_2_35	125244	2087049	10	10
376_16288_6_47	107193	2012166	9	9
421_12837_2_10	76709	2068221	8	8
429_13415_4_95	69766	2065259	8	8
247_16288_3_59	100917	2068383	7	7
592_11860_6_83	86581	2081075	12	11
66_6631_1_22	76546	2094543	20	19
517_17794_7_27	107999	2025145	6	6
506_17138_3_48	97654	2079062	8	8
562_20925_3_53	86497	2071574	2	2
260_16288_5_50	94175	2032436	4	4
218_14936_5_56	102094	2047123	1	1
400_6631_2_16	84325	2094870	7	7
101_16288_6_5	78007	2008600	7	7
229_21127_1_63	74305	2034327	1	1
609_6730_7_7	98656	2068074	1	1
341_21127_2_44	69271	2236379	0	0
488_16288_6_7	76593	1985142	1	1
367_15378_4_63	95113	2080848	5	5
207_17175_8_65	96472	2205957	3	3
230_17138_5_57	88286	2058458	1	1
272_17870_7_62	98225	2097414	3	3
262_22114_6_41	82282	2142034	0	0
530_18090_1_68	79369	2150118	0	0
235_17794_7_174	108874	2140686	2	2
334_15682_1_68	90431	2036399	4	2
284_16288_8_61	78865	2093087	5	5
191_22027_1_109	77639	2051649	2	1
605_6631_3_9	95923	2128253	0	0
201_17870_7_93	98413	2045293	3	3
259_15995_1_102	69323	1988195	3	3
543_19084_7_36	99433	2168155	2	2
511_17138_5_49	111682	2070774	11	11
131_13154_2_74	69530	2002539	6	6
486_16288_6_22	101925	2022608	2	2
571_21127_1_165	85432	2180431	0	0
225_16288_7_69	103281	2025665	0	0
574_21999_7_109	70990	2143870	2	1
22_19183_3_93	83475	2063413	1	1
295_19084_7_140	82632	2076811	1	1
328_14936_5_26	91500	2143449	12	12
531_18090_1_73	85885	2093889	2	1
76_19341_2_145	98889	2176671	0	0
337_16288_7_13	91883	2137859	2	2
356_12837_2_32	73480	2172634	1	1
273_11860_7_5	77480	2022534	0	0
409_10395_5_40	74542	2077469	2	2
271_13414_8_85	82696	2065024	4	4
339_18090_2_74	89578	1995010	3	3
470_15874_1_89	79957	2056826	2	2
99_6512_5_12	68999	2093135	2	2
71_16453_2_30	85928	2084409	1	1
256_14520_4_44	58897	2004686	1	1
361_14520_6_76	103756	2117064	4	4
215_6753_3_20	79061	2096022	5	4
