scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
261_6755_2_23	33379	2019979	11	9
593_11860_7_14	33611	2060002	20	13
243_14412_2_29	25096	2042786	14	12
519_17794_8_154	26245	2091748	8	7
494_16288_7_68	21189	2116432	4	4
427_13414_2_70	27725	2011993	10	10
207_17175_8_65	24317	2207674	16	16
406_6972_2_22	50317	2070777	15	12
63_6680_6_14	39665	2107980	33	31
143_17870_7_161	18327	2105010	9	8
10_22027_1_37	30577	2088119	17	10
211_17059_6_93	36128	2095985	14	12
483_16288_4_80	29939	2047970	14	14
469_15873_1_34	21431	2078432	7	5
444_14520_7_44	18520	2129207	8	7
403_6714_7_10	55679	2063566	55	44
458_14913_7_88	37738	2139800	14	13
188_6807_3_17	31936	2089565	16	12
248_6259_5_7	37355	2140547	31	20
123_17794_8_71	29317	2007563	12	8
260_16288_5_50	31612	2032436	17	14
173_6753_4_18	35835	2112834	22	19
497_16288_8_23	31404	2057796	11	9
451_14673_4_24	39557	2216682	24	23
199_17150_5_50	24956	2011934	11	10
303_16288_8_8	28266	2068586	8	4
537_18456_1_31	28929	2117258	15	14
379_17870_7_147	31216	2159393	14	10
381_11860_8_33	40206	2123806	25	20
617_6972_4_10	35749	2003563	23	21
196_16288_8_37	43299	2079303	21	21
154_6680_4_17	25085	2014674	15	11
179_14913_7_55	26815	2080245	11	11
415_12290_3_2	27631	2150616	8	6
527_17966_5_78	24663	2127553	3	2
81_17150_4_6	53985	2133000	27	22
133_13470_1_77	22330	2157898	17	12
587_23164_8_130	24946	2053579	9	9
579_9789_3_70	25992	2127873	7	7
486_16288_6_22	33444	2030191	8	6
443_14520_6_39	25529	2150748	15	13
274_14410_7_17	26648	2067483	12	11
280_9789_3_66	21371	2100904	2	2
585_22841_3_84	76303	2185798	98	90
164_15531_4_83	27162	2133636	16	12
422_12837_2_40	21214	2053928	7	7
323_11658_2_89	26770	2072550	18	10
555_19341_3_78	41649	2132431	29	28
319_6938_7_6	37103	2010313	17	12
209_17138_5_38	29019	2111719	8	6
163_15378_3_73	24718	2059583	6	5
142_14257_1_81	27563	1975593	24	16
51_12837_2_27	28873	2007825	14	13
290_22667_8_48	20093	2155727	11	6
201_17870_7_93	24362	2084005	7	6
355_12837_1_71	31874	2066161	26	25
426_13154_4_4	31282	2131470	11	11
90_15841_1_45	20475	2131819	6	5
138_7011_3_5	38854	2115224	32	28
606_6641_6_4	41990	2147422	24	22
176_17870_8_78	25544	2109864	12	10
522_17794_8_68	32585	2051175	11	8
498_16288_8_25	25352	2039484	5	5
137_14566_4_23	20965	2002913	1	1
424_12837_3_13	25086	2198058	7	6
351_12291_1_62	21080	2067868	2	2
489_16288_6_72	36417	2011176	15	4
186_7004_5_22	31862	2065696	16	16
482_16288_4_45	37905	2094308	11	10
493_16288_7_61	31414	1985966	13	11
127_6730_6_14	31130	2057674	20	11
457_14913_4_24	33125	2055030	13	11
619_6486_8_9	23956	2083625	8	5
236_16288_8_57	25763	2022016	8	8
604_6259_7_15	40420	2138550	28	18
575_21999_7_130	22412	2027807	13	12
53_11791_1_59	32401	2178554	8	8
446_14555_4_13	31078	1979340	12	12
202_9789_5_86	27230	2105279	8	8
461_15277_3_68	20064	2078413	11	10
68_14723_4_87	20759	2044650	5	5
151_6259_7_20	38820	2035045	28	28
57_15873_1_12	20231	2007906	11	11
569_21053_8_162	38674	2194951	22	20
473_15995_2_179	32929	2099498	19	17
376_16288_6_47	31757	2038121	6	4
34_17059_6_69	27314	2065442	5	4
609_6730_7_7	39481	2063084	26	24
195_15873_2_24	25971	2097044	9	8
64_18090_2_111	20721	2117679	12	11
101_16288_6_5	71392	2041445	70	70
222_6631_3_23	24923	2133144	9	6
373_16288_4_57	39023	2134925	19	13
79_13470_1_16	25887	2065725	11	11
335_16288_7_45	27518	2015496	9	6
372_16288_4_19	29738	2032454	5	4
407_10395_5_18	25017	2151319	11	8
485_16288_5_29	27928	2162170	17	16
316_6470_6_20	23995	2103231	5	4
488_16288_6_7	26015	1987736	8	6
613_6823_7_5	58925	2096379	56	53
136_19084_8_41	32151	2056829	16	16
110_6805_3_7	35176	2057635	17	13
191_22027_1_109	24507	2051310	32	14
84_6807_1_12	46582	2058697	39	37
605_6631_3_9	38714	2135313	10	8
62_16399_7_65	35486	2191674	15	11
550_19183_3_6	38068	2136732	7	4
616_6841_7_2	46977	1968508	12	11
460_14936_5_67	29704	2071790	15	14
602_6259_5_19	29732	2035651	17	16
338_18090_1_62	34804	2101176	19	17
507_17138_5_21	32169	2018818	11	11
119_14673_1_59	22693	2091689	13	13
571_21127_1_165	32652	2184976	20	16
541_19084_7_107	26366	2062350	19	13
521_17794_8_58	32127	2162042	18	15
266_11511_8_86	25302	1985716	10	5
271_13414_8_85	34009	2064482	12	11
447_14555_4_27	26976	2084514	9	6
512_17150_4_56	28350	2101814	16	15
26_14410_4_34	34292	2096854	20	19
71_16453_2_30	31830	2125905	17	14
327_12291_1_58	25902	2129712	10	8
500_16288_8_39	29005	2059669	11	8
160_17150_4_84	23573	2121766	8	8
559_20925_3_2	30371	2229812	19	19
240_16399_6_75	30885	2056809	10	10
420_12837_1_59	27336	1987765	5	4
432_14257_1_50	46606	2084611	23	14
405_6823_4_8	27592	2106844	10	9
69_16288_8_3	26127	1979130	7	5
479_16288_3_71	38976	2074332	17	12
106_6710_8_19	138751	2124466	220	200
25_13415_6_52	39553	2074888	21	13
467_15841_4_75	28752	2193276	7	7
78_14520_7_15	25002	2077343	19	10
601_6999_4_13	25662	2036087	8	8
562_20925_3_53	24425	2078561	10	6
244_7038_7_22	42677	2083914	28	26
44_11861_1_1	26847	2064942	12	10
120_9789_2_39	67250	2110634	69	69
148_15378_4_35	42770	2091453	36	29
359_14520_4_28	34237	2057061	11	7
286_22114_6_80	24381	2072482	10	10
264_6259_5_2	64027	2116600	66	63
1_19341_2_69	78010	2068958	122	106
315_6470_6_16	25114	2111863	11	9
7_7622_3_92	25763	2040696	3	3
566_21053_8_127	29632	2055585	10	8
492_16288_7_55	25332	2070465	7	7
306_17059_6_10	33026	2187480	9	6
401_6631_3_12	25995	2137278	8	8
510_17138_5_48	30289	2121954	15	9
307_16288_6_15	28119	2116235	18	18
76_19341_2_145	37290	2176128	25	22
416_12291_1_71	22941	2046663	9	9
187_6673_8_22	23234	2003859	11	6
402_6664_1_14	28770	2115730	17	16
291_22709_8_349	27345	2107291	15	15
282_16288_8_6	31392	2064955	8	5
122_6710_8_6	34601	2133181	10	9
144_19084_7_183	54603	2184835	72	67
348_11511_8_94	21419	2089383	15	15
481_16288_4_44	31483	1991288	4	4
386_19084_8_101	23407	2023571	9	9
462_15378_2_47	31227	2037004	17	17
533_18090_2_100	29983	2127527	12	11
114_17150_5_18	21627	2112796	10	10
292_7004_6_30	23383	1989634	7	4
557_20925_3_14	25766	2078382	8	4
398_6259_7_19	36596	1964205	20	14
595_11861_2_71	31753	2036176	13	11
592_11860_6_83	24694	2082290	15	9
224_17794_7_17	45107	2064189	26	19
80_15873_2_42	20352	2086791	10	7
130_6736_6_17	27666	2034895	8	6
98_11657_4_51	25424	1981098	10	7
185_22027_1_119	27345	2139261	6	5
302_15531_7_1	23651	2076094	15	14
392_21127_2_134	21777	2045196	1	1
159_14410_8_42	24613	2145111	8	7
452_14723_2_31	26104	2154236	9	9
67_11861_5_61	25657	2013362	4	4
320_7011_3_14	30674	2123524	22	16
38_13414_1_86	24362	2075951	12	8
333_15531_5_57	22519	2097475	5	5
247_16288_3_59	39268	2068049	18	16
216_9716_7_4	31692	2160147	9	6
210_15995_1_7	27532	2130463	21	19
615_6841_7_15	53925	2084718	47	44
281_9789_4_37	22663	2078339	9	9
256_14520_4_44	19355	2012960	6	6
235_17794_7_174	40170	2139669	11	9
356_12837_2_32	20312	2188216	11	11
275_15531_7_23	32956	2081828	13	9
570_21053_8_172	31721	2086495	11	8
596_11861_3_2	27783	2125425	11	9
383_18090_2_97	38804	2022259	20	16
206_16288_7_75	30867	2090101	8	8
205_12837_5_80	34351	2125344	16	11
484_16288_5_24	29464	2160763	11	9
33_15731_8_23	23141	2089984	11	10
170_16288_8_54	30392	2069073	3	3
538_18456_1_52	25667	2116702	11	11
309_16288_8_34	41350	1968456	5	5
161_15378_3_10	26033	2138262	9	9
190_15378_3_12	26539	2194685	13	12
339_18090_2_74	52452	1995010	55	53
304_14723_4_81	30051	2082218	10	7
265_6983_4_75	41205	2042741	24	20
404_6755_2_5	49464	2031110	39	37
352_12291_6_20	27385	2069905	16	13
165_6259_5_10	35761	2020088	12	9
181_12378_2_50	26238	2152286	8	6
96_15531_5_92	32258	1978311	9	9
487_16288_6_23	37329	2096244	25	21
249_21242_2_135	23814	2088518	9	9
468_15841_5_8	19821	2042233	7	6
618_7011_6_16	364115	2102785	136	103
255_17150_4_25	22782	2141490	9	9
591_11860_5_19	31261	2085553	26	23
548_19084_8_61	19243	2026203	5	5
391_21127_1_181	34186	2015547	22	17
13_12837_5_55	30323	2112356	8	7
149_6259_7_5	27312	1983343	15	15
155_14555_3_8	36377	2021839	15	13
343_22114_6_37	35808	2143492	12	12
171_14410_8_19	33241	2163263	26	17
172_6664_1_20	32721	2150595	18	17
530_18090_1_68	24437	2184291	11	11
611_6807_3_15	63661	2078505	25	25
295_19084_7_140	31062	2077700	15	15
393_21999_7_163	62023	2170938	88	83
230_17138_5_57	34717	2058376	7	6
65_14936_5_47	31626	2066470	7	5
515_17150_6_23	24105	2177382	13	12
86_15378_4_11	28303	2015878	14	11
88_14520_5_11	24256	2087123	11	10
41_13415_6_19	24151	1996731	4	2
283_6805_2_21	27287	2123368	6	5
439_14520_6_13	17384	2136269	7	7
417_12291_1_79	40792	2130230	10	10
466_15731_8_50	25986	2130536	3	2
308_6983_7_64	40503	2074304	27	25
608_6730_7_17	25612	2106541	8	7
584_22841_4_145	20904	2104597	12	12
310_22027_1_41	24075	2011972	11	8
419_12291_3_47	38034	2107642	11	10
311_21999_8_48	36170	2217069	32	23
328_14936_5_26	30246	2161276	23	18
4_21903_8_266	26874	2061369	25	23
313_23164_8_79	23568	2109299	7	6
16_14673_2_9	24596	2048251	19	12
180_7004_7_62	85064	2148731	110	102
40_6736_5_15	23445	2061445	13	6
178_13415_8_81	26052	2077762	12	12
453_14723_2_37	25321	2135973	15	12
18_11861_5_40	24106	2061568	9	9
104_6731_5_11	23412	2049914	12	12
145_15841_3_56	22482	2056955	9	9
337_16288_7_13	37762	2137859	28	25
284_16288_8_61	30057	2093842	17	14
238_14913_3_38	136628	2078211	25	19
189_12291_3_19	28679	2082880	7	5
273_11860_7_5	24680	2026225	8	8
577_21999_8_29	22276	2138996	7	7
113_22841_3_34	26108	2095704	9	8
425_12837_4_74	27722	2022126	15	14
475_16043_2_77	36125	2119702	11	9
607_6649_7_17	39741	2080336	23	18
414_11679_1_83	28563	2117158	10	9
324_14673_2_51	29858	1993622	11	11
553_19341_3_39	49842	2129434	32	27
400_6631_2_16	29080	2139808	15	15
19_7553_4_32	27501	2040242	7	5
167_7004_8_91	33523	2072066	20	19
518_17794_8_145	26166	2098200	4	3
388_19183_3_80	24052	2205698	11	8
183_18456_1_110	33195	2077968	19	16
254_15995_2_63	33728	2145150	42	39
225_16288_7_69	28663	2075701	5	5
276_15841_5_94	27604	2049716	20	19
253_14566_4_24	26155	2016737	7	7
239_13415_8_24	25500	2087065	11	9
478_16288_3_64	30347	2099811	11	6
442_14520_6_33	25558	2144752	11	11
397_7622_2_47	42531	2022370	26	23
257_20957_7_122	36325	2160676	30	27
357_13091_6_13	41763	2037289	30	25
377_17428_8_140	19602	2108221	16	15
17_12162_1_35	24591	2073875	12	10
227_15378_3_48	24299	2078958	3	3
285_16399_6_42	28519	2189609	10	9
117_14520_4_68	27832	2070358	16	14
272_17870_7_62	24544	2101307	12	12
107_6841_7_10	30101	2054790	21	17
459_14936_4_74	30247	2063402	13	12
214_6641_6_17	38613	2094159	30	29
42_6673_8_24	461682	2025795	143	120
330_17175_7_9	28297	2067045	13	12
411_10395_5_55	27268	2086827	7	7
534_18090_2_117	73540	2123977	82	77
454_14723_2_4	22778	2027710	5	4
513_17150_4_72	31752	2199401	34	33
342_22841_2_175	25880	2154214	5	4
390_11860_8_47	23546	2045454	18	18
121_14520_4_19	25381	2142228	11	10
258_15841_2_59	41211	2095419	20	18
242_14913_3_66	34180	2083316	21	20
49_7553_5_90	33506	2072162	17	17
536_18456_1_172	36934	2170835	19	15
82_7054_4_16	44119	2108226	27	26
367_15378_4_63	25980	2082174	7	5
97_11657_2_78	33190	2103056	21	16
331_14410_7_57	21591	2114177	21	20
334_15682_1_68	24834	2034901	3	3
158_6673_8_23	38743	2033938	28	26
8_10050_2_78	32156	2093789	15	12
528_18090_1_110	40823	2051757	9	9
341_21127_2_44	31610	2249588	9	8
318_6680_8_5	26599	2070702	12	12
111_13710_1_52	24906	2052023	13	13
409_10395_5_40	74720	2080974	104	97
103_17428_8_127	29426	2084427	15	12
22_19183_3_93	22963	2065353	23	21
162_16043_2_56	23269	1996271	10	9
77_14555_3_93	23537	2150839	18	6
545_19084_7_79	28515	2097530	21	15
27_11511_7_66	22781	2092996	5	5
305_17150_5_58	27381	2123718	15	9
134_6710_6_21	39709	2006565	22	21
102_15874_1_45	26525	2028102	19	10
39_10071_4_9	27577	2057439	14	13
234_15608_4_46	28107	2037460	14	13
109_22695_3_70	19370	2124923	3	3
594_11861_1_47	29512	2085510	11	8
220_16453_2_18	30817	2013114	13	13
549_19084_8_76	26714	2154986	9	7
360_14520_6_17	17441	2105241	2	2
603_6259_5_1	69932	2137406	21	20
59_15608_3_20	27690	2003466	16	13
203_6983_4_90	30415	2013867	10	9
231_21999_7_183	32383	2095233	18	14
129_10395_5_46	37001	2107884	20	13
250_11861_1_59	22503	2079560	3	3
445_14555_3_68	26257	2030320	8	7
474_16043_2_67	38617	2106305	27	25
580_22114_6_56	29741	2148382	12	8
371_16288_3_43	30846	2005748	12	9
21_13470_1_90	35889	2149511	19	18
363_14673_1_56	30014	1975131	15	9
70_13470_1_30	22031	2040480	3	2
329_15731_8_86	22326	2126844	10	10
620_6512_2_10	42162	2123067	8	6
37_14410_8_18	31323	2111430	20	20
378_17794_8_142	21903	2183244	9	9
428_13415_4_13	23526	2115938	13	2
204_21242_2_138	29206	2187744	17	11
228_15531_2_51	25014	2041894	9	9
124_11893_1_88	31650	2079291	17	15
551_19341_2_130	34315	2080068	25	18
259_15995_1_102	24920	1990107	6	4
52_17138_3_87	24140	2060564	16	12
219_16399_7_6	22021	2070065	8	7
157_21903_8_278	23367	2093238	7	6
279_19341_2_84	39805	2048086	25	25
542_19084_7_126	27014	2177099	12	7
200_17150_4_89	30698	2058183	9	9
125_12837_1_13	21064	2111599	3	2
495_16288_7_79	42748	2104981	19	17
293_6823_3_4	31436	2071831	7	7
192_18090_5_36	21851	2170756	19	10
504_17059_7_81	20659	2076973	13	13
370_15608_3_30	75919	2141716	72	70
846_11861_5_11	34042	2167358	22	20
440_14520_6_21	16977	2129918	14	9
223_9789_2_42	28775	2082762	8	8
126_17059_7_71	20002	2066832	9	9
60_6649_8_14	51929	2014635	12	11
554_19341_3_55	37546	1825632	32	30
354_12837_1_56	27309	2051794	11	10
565_20957_7_132	47814	2111717	10	9
345_6680_7_12	33132	2068247	11	10
374_16288_4_81	33226	2050776	5	5
99_6512_5_12	30800	2093135	16	15
543_19084_7_36	38003	2169388	12	8
505_17059_8_84	20601	2078702	8	8
547_19084_8_51	22769	2066670	12	10
346_7011_3_17	27998	2012551	10	6
317_6631_7_18	28840	2050656	20	15
14_14555_3_65	44406	2101747	29	23
590_22695_3_204	25472	2019555	14	6
589_21946_6_261	41426	2072042	28	27
23_19084_7_114	41151	2153694	32	30
614_6840_3_21	49759	2054750	27	18
430_13415_6_1	30134	2113493	23	17
9_11791_1_52	29053	2056485	9	8
28_6840_3_5	27419	2070222	15	15
30_6841_7_17	33737	2054829	17	16
326_12291_1_36	26050	2072812	7	7
287_6805_6_20	33690	2112371	9	9
174_7054_5_2	27780	2074254	16	13
32_11860_7_64	29970	1996560	16	14
47_19341_2_86	45270	2195676	30	28
135_19084_8_163	21506	2047755	6	5
502_16288_8_58	27262	2140004	9	9
353_12378_2_64	24946	2114445	7	6
471_15995_1_87	28410	2164447	12	9
300_15378_2_55	109381	2089875	35	30
116_14913_4_1	25240	2054530	14	6
431_13710_2_39	28316	2094743	14	14
11_17175_6_81	23822	2117881	6	6
449_14566_5_8	24511	2063707	10	10
375_16288_6_40	38086	2028183	32	32
503_16453_2_55	22139	2077427	7	6
139_22841_2_118	37609	2121328	31	22
529_18090_1_188	26774	2077978	11	10
544_19084_7_50	39094	2167437	21	15
410_10395_5_54	70419	2173001	77	73
456_14913_2_94	23169	2108035	14	12
168_14913_2_82	42331	2112918	11	11
312_22841_2_80	21586	2130488	7	5
389_19341_3_75	29252	2078441	9	9
294_6680_7_23	40053	2132761	23	20
573_21127_2_26	23772	2087414	11	11
213_22027_1_56	25360	2143730	11	9
436_14410_7_55	25015	2125010	3	2
131_13154_2_74	20014	2010904	5	4
184_15841_2_93	24482	2101667	5	4
215_6753_3_20	44495	2102902	36	31
429_13415_4_95	23874	2065259	9	9
246_15731_8_36	27087	2140171	2	2
232_15531_6_9	32153	1981189	23	17
395_22027_1_38	40589	1925804	4	3
166_6949_3_2	75615	2069816	82	78
108_14410_7_30	32250	2050552	13	12
464_15531_7_18	93391	2131289	32	24
332_17794_8_185	21168	2105680	6	5
87_6753_4_20	36613	2076289	20	17
490_16288_7_2	33618	2120849	12	11
561_20925_3_41	26126	2091347	10	9
441_14520_6_24	34674	2100585	15	13
132_13414_2_34	116310	2090033	161	147
115_12291_3_35	36365	2154214	31	22
140_6486_5_20	20043	2062429	4	4
251_12290_3_24	27938	2105797	12	11
588_21903_8_95	25751	2079540	11	9
194_17175_8_36	63290	2062761	18	16
175_11791_1_6	18463	2057475	1	1
523_17870_7_141	31491	2071771	7	6
298_12291_3_40	25729	2121317	6	4
55_11861_3_41	24871	2066667	6	5
58_14410_7_84	23575	2082443	13	13
118_6680_5_6	56443	2100841	31	25
72_15873_4_65	28416	2050881	7	7
31_10071_4_11	27464	2067103	12	12
382_18090_2_142	71849	2101116	81	76
612_6823_4_5	42259	2089194	30	26
434_14410_6_74	18936	2134550	4	2
583_22667_7_175	22166	2093049	0	0
105_11657_8_42	27054	2068474	16	15
263_7011_6_19	33210	2162401	12	11
92_17794_8_174	25516	2010965	17	7
350_12291_1_13	27338	2130044	5	5
150_7068_4_21	31009	2062746	13	12
24_14936_4_78	74178	2111584	96	90
499_16288_8_29	31059	2027990	8	7
267_19084_7_130	24684	2105453	11	9
299_17059_8_88	30848	1995819	9	7
50_11860_8_54	22835	2075762	9	6
177_19084_7_120	40983	2057422	24	22
56_12837_1_46	29867	2007114	10	9
83_10050_2_18	25585	1991152	23	19
366_14936_6_76	25306	2084020	4	4
218_14936_5_56	32367	2052775	15	14
598_10050_2_45	21779	2137019	2	2
556_19341_3_92	40872	2076242	16	15
237_12291_4_10	27744	2091907	11	10
344_22841_2_153	23267	2159313	7	7
