scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
550_19183_3_6	75945	2123783	35	31
101_16288_6_5	68364	2034169	39	34
447_14555_4_27	81201	2069490	27	25
165_6259_5_10	100365	2018853	114	99
485_16288_5_29	69237	2118916	34	26
154_6680_4_17	71922	2023012	40	38
311_21999_8_48	72481	2213856	57	55
573_21127_2_26	65115	2088386	17	14
211_17059_6_93	72329	2094498	31	29
70_13470_1_30	73648	2047435	33	27
407_10395_5_18	62883	2106795	34	33
525_17870_8_147	79498	2098221	37	31
492_16288_7_55	71356	2081234	28	22
562_20925_3_53	78915	2077893	26	21
404_6755_2_5	80816	2041776	42	40
547_19084_8_51	64587	2067213	22	20
615_6841_7_15	123910	2076795	131	122
163_15378_3_73	72032	2064575	18	18
38_13414_1_86	72295	2082618	31	23
579_9789_3_70	58399	2125544	11	9
259_15995_1_102	79371	1991030	52	46
413_11658_1_89	47161	2195315	21	20
275_15531_7_23	88534	2082146	55	43
435_14410_7_41	91044	2079873	73	71
591_11860_5_19	72999	2087641	22	19
376_16288_6_47	85468	2032173	43	42
533_18090_2_100	103099	2126773	120	110
518_17794_8_145	75879	2058542	51	50
424_12837_3_13	61849	2198058	33	32
341_21127_2_44	59608	2248821	33	26
446_14555_4_13	69017	1995042	51	48
555_19341_3_78	86345	2140396	70	57
397_7622_2_47	71556	2015736	37	33
370_15608_3_30	100442	2101180	38	37
233_12290_3_56	84060	2024899	57	55
151_6259_7_20	75023	2034620	34	32
400_6631_2_16	68685	2090855	24	22
598_10050_2_45	76985	2143492	49	44
216_9716_7_4	77858	2143797	22	19
20_6753_2_5	108257	2158343	111	93
463_15531_6_81	60166	2080410	19	18
374_16288_4_81	78649	2018988	44	41
227_15378_3_48	71483	2078958	30	27
287_6805_6_20	85857	2112371	65	54
8_10050_2_78	85305	2113160	40	35
403_6714_7_10	85972	2071936	62	55
225_16288_7_69	72895	2032898	25	21
66_6631_1_22	70745	2103059	48	43
443_14520_6_39	66959	2143808	33	22
486_16288_6_22	77315	2025149	31	30
361_14520_6_76	77045	2115621	39	36
283_6805_2_21	86887	2075370	54	48
438_14520_4_45	86503	2062269	38	32
431_13710_2_39	69790	2089605	27	27
175_11791_1_6	51532	2058421	19	18
489_16288_6_72	69057	2005872	31	28
313_23164_8_79	60710	2108077	41	40
108_14410_7_30	77336	2035659	28	25
199_17150_5_50	70663	2010936	34	34
94_14520_6_64	80312	2124880	62	53
247_16288_3_59	91107	2070697	42	32
309_16288_8_34	95199	1974372	38	31
515_17150_6_23	73984	2178405	30	26
104_6731_5_11	69044	2046424	32	31
280_9789_3_66	75722	2086847	36	33
111_13710_1_52	62365	2050791	21	20
375_16288_6_40	80288	2031782	43	36
306_17059_6_10	75728	2187584	40	35
353_12378_2_64	59406	2113664	12	12
254_15995_2_63	86374	2143972	55	54
130_6736_6_17	86714	2104255	39	32
279_19341_2_84	84578	2049460	45	39
183_18456_1_110	71922	2079383	25	23
507_17138_5_21	88097	2016526	34	32
609_6730_7_7	75880	2034936	29	21
319_6938_7_6	85855	2002650	63	57
372_16288_4_19	71929	2015124	33	27
155_14555_3_8	73876	2023347	44	40
96_15531_5_92	86501	1978311	60	51
364_14673_4_78	73939	2047435	29	24
436_14410_7_55	64076	2082766	19	19
160_17150_4_84	65398	2118594	37	30
415_12290_3_2	70147	2113938	25	22
451_14673_4_24	70076	2166318	47	44
56_12837_1_46	84779	2007945	56	52
251_12290_3_24	77903	2105165	28	25
382_18090_2_142	78564	2099031	61	44
79_13470_1_16	68428	2084308	24	21
342_22841_2_175	66518	2154214	23	16
454_14723_2_4	65441	2020673	28	25
537_18456_1_31	64683	2117251	36	30
17_12162_1_35	66580	2073875	25	20
7_7622_3_92	71957	2040696	61	57
260_16288_5_50	78382	2033359	27	25
488_16288_6_7	67689	1996841	42	41
522_17794_8_68	73512	2049932	30	22
73_6631_4_21	75901	1978842	61	55
120_9789_2_39	76406	2105187	40	35
366_14936_6_76	65742	2049566	30	25
264_6259_5_2	95297	2119594	34	29
168_14913_2_82	99671	2106177	39	32
131_13154_2_74	61297	2013354	35	33
304_14723_4_81	85203	2081054	49	47
33_15731_8_23	66197	2072152	22	21
616_6841_7_2	93475	1976872	75	58
405_6823_4_8	90577	2095293	52	46
379_17870_7_147	71077	2158364	32	30
76_19341_2_145	84188	2176671	47	42
97_11657_2_78	74360	2104723	13	12
39_10071_4_9	62811	2038162	45	39
41_13415_6_19	60958	1996731	27	25
359_14520_4_28	72338	2064210	40	36
490_16288_7_2	83642	2122552	33	30
67_11861_5_61	112396	2013362	164	155
192_18090_5_36	67997	2169266	19	14
194_17175_8_36	140825	2065794	36	32
215_6753_3_20	80817	2105010	48	43
416_12291_1_71	69543	2064062	51	47
124_11893_1_88	101051	2079291	109	96
159_14410_8_42	73612	2124664	21	19
181_12378_2_50	73755	2119064	32	32
99_6512_5_12	89789	2102725	76	70
406_6972_2_22	115895	2039452	35	30
360_14520_6_17	48520	2104720	28	27
545_19084_7_79	72730	2085992	38	38
78_14520_7_15	70623	2077784	40	31
191_22027_1_109	79539	2051310	54	47
243_14412_2_29	65118	2042786	49	42
511_17138_5_49	85234	2069849	41	38
344_22841_2_153	71943	2158321	46	43
571_21127_1_165	63298	2183240	17	16
479_16288_3_71	90503	2074859	49	43
481_16288_4_44	69462	1966096	47	40
606_6641_6_4	113593	2127914	76	60
500_16288_8_39	80590	2058988	35	31
