scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
579_9789_3_70	50021	2086999	3	2
78_14520_7_15	53997	2076111	15	5
148_15378_4_35	83342	2091410	21	11
258_15841_2_59	81571	2101808	8	2
316_6470_6_20	61417	2072983	8	3
489_16288_6_72	63137	1996321	6	2
592_11860_6_83	59524	2083277	11	5
12_10071_4_16	59068	1979207	3	1
339_18090_2_74	68927	1994474	10	6
111_13710_1_52	48388	2050118	2	2
538_18456_1_52	55073	2115470	2	2
65_14936_5_47	71845	2066880	4	4
533_18090_2_100	59885	2126395	9	4
355_12837_1_71	54316	2050096	6	6
260_16288_5_50	62167	2032436	1	0
444_14520_7_44	37283	2125839	2	0
420_12837_1_59	49073	1986648	1	1
446_14555_4_13	50590	1957839	4	3
483_16288_4_80	65543	2034360	0	0
219_16399_7_6	50532	2050914	5	3
203_6983_4_90	47445	2010281	5	1
158_6673_8_23	51871	2021499	8	3
152_24775_1_83	79124	2104413	14	7
334_15682_1_68	61987	2036768	3	1
201_17870_7_93	68709	2046976	7	6
552_19341_3_120	69736	2128743	10	5
376_16288_6_47	75026	2017311	14	11
155_14555_3_8	51234	2023431	3	1
601_6999_4_13	61256	2033604	4	2
481_16288_4_44	52520	1962004	10	6
19_7553_4_32	53867	2039834	4	1
26_14410_4_34	65791	2091975	7	4
415_12290_3_2	53410	2111717	2	2
507_17138_5_21	73984	2016526	7	6
154_6680_4_17	52795	2017502	2	1
555_19341_3_78	63032	2115726	8	6
594_11861_1_47	52552	2087319	6	2
329_15731_8_86	60096	2122011	13	4
33_15731_8_23	52360	2072152	4	4
292_7004_6_30	45084	1974126	11	3
178_13415_8_81	47797	2077762	3	3
130_6736_6_17	78784	2085541	13	10
488_16288_6_7	50894	1985552	7	5
196_16288_8_37	84014	2080353	4	4
80_15873_2_42	49937	2085559	0	0
514_17150_5_52	63197	2100720	5	4
76_19341_2_145	69433	2176671	11	4
451_14673_4_24	56697	2163068	11	4
62_16399_7_65	75336	2191674	5	2
385_19084_7_32	45757	2083983	5	1
25_13415_6_52	68448	2072456	7	4
21_13470_1_90	85506	2142859	19	10
328_14936_5_26	58691	2140329	9	8
595_11861_2_71	58727	2034131	2	1
343_22114_6_37	77367	2134319	6	5
127_6730_6_14	56556	1922194	5	0
309_16288_8_34	82807	1972779	2	2
442_14520_6_33	58118	2145093	14	10
239_13415_8_24	64553	2087794	2	1
512_17150_4_56	65293	2102714	11	4
293_6823_3_4	68521	2061228	7	4
123_17794_8_71	50064	2007338	7	5
195_15873_2_24	47456	2078209	4	2
405_6823_4_8	77247	2094895	1	0
443_14520_6_39	50763	2138155	8	6
536_18456_1_172	83118	2167838	18	9
67_11861_5_61	46667	2013362	2	0
97_11657_2_78	72998	2097253	11	2
359_14520_4_28	62902	2061833	19	3
441_14520_6_24	54381	2102139	11	8
453_14723_2_37	51305	2127358	11	7
250_11861_1_59	45833	2078348	5	1
20_6753_2_5	65267	2145591	13	5
580_22114_6_56	61877	2096021	3	2
179_14913_7_55	60979	2080245	5	3
39_10071_4_9	45484	2052086	9	6
238_14913_3_38	276960	2062475	14	9
361_14520_6_76	66530	2115787	5	3
271_13414_8_85	57381	2064214	5	3
393_21999_7_163	59929	2174497	8	4
482_16288_4_45	77285	2060550	2	1
282_16288_8_6	64267	2054729	2	1
162_16043_2_56	48678	2007643	6	3
609_6730_7_7	70811	2067905	20	9
133_13470_1_77	62630	2159600	12	2
294_6680_7_23	57809	2091763	3	1
392_21127_2_134	47378	2045856	9	8
115_12291_3_35	63695	2137178	7	1
604_6259_7_15	80506	2099567	10	5
401_6631_3_12	68046	2120843	13	3
407_10395_5_18	46365	2101712	1	1
559_20925_3_2	76208	2224598	3	1
