scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
386_19084_8_101	30518	2022760	10	8
446_14555_4_13	34069	1959145	5	4
162_16043_2_56	31056	2009900	4	1
125_12837_1_13	35987	2123704	4	4
178_13415_8_81	29440	2077762	4	3
502_16288_8_58	43114	2130316	12	7
619_6486_8_9	31847	2090207	3	2
135_19084_8_163	33755	2051139	10	5
542_19084_7_126	34610	2176670	9	9
550_19183_3_6	60304	2109690	34	28
568_21053_8_153	32930	2058886	9	6
416_12291_1_71	32356	2047421	5	5
190_15378_3_12	36091	2194313	7	7
613_6823_7_5	112094	2087699	121	56
321_19341_2_144	43430	2166088	19	8
571_21127_1_165	39607	2182518	6	4
407_10395_5_18	36857	2104725	11	5
546_19084_8_103	43384	2046705	15	6
376_16288_6_47	49588	2031670	14	10
257_20957_7_122	48263	2159679	11	6
573_21127_2_26	35878	2087971	13	11
487_16288_6_23	52363	2092539	12	4
255_17150_4_25	40224	2140664	6	3
164_15531_4_83	35328	2129141	8	4
462_15378_2_47	31482	2032652	8	7
521_17794_8_58	34258	2162668	16	10
415_12290_3_2	37923	2148792	11	4
533_18090_2_100	38450	2127278	15	9
89_15608_3_14	28343	2061330	2	1
485_16288_5_29	43262	2166073	7	6
311_21999_8_48	33552	2180782	7	5
579_9789_3_70	30303	2096860	7	5
168_14913_2_82	60972	2106582	9	7
489_16288_6_72	43099	2006104	15	9
13_12837_5_55	31878	2105333	9	6
335_16288_7_45	33581	2018584	4	4
180_7004_7_62	40708	2139173	14	6
367_15378_4_63	43786	2082174	11	6
341_21127_2_44	31801	2247452	7	4
405_6823_4_8	49403	2095779	12	3
410_10395_5_54	48291	2174615	15	7
237_12291_4_10	42122	2104582	6	5
148_15378_4_35	63108	2091453	44	31
19_7553_4_32	32403	2039473	4	1
393_21999_7_163	36383	2173173	14	9
344_22841_2_153	42855	2157363	6	4
495_16288_7_79	56619	2108949	8	5
133_13470_1_77	39938	2160902	8	6
511_17138_5_49	50026	2071845	10	7
204_21242_2_138	51192	2187009	15	8
536_18456_1_172	55963	2166947	8	2
545_19084_7_79	37482	2085204	8	4
175_11791_1_6	25194	2058666	6	4
223_9789_2_42	40150	2074456	10	6
467_15841_4_75	38388	2188427	4	4
433_14410_6_68	35195	2080518	11	7
26_14410_4_34	47663	2091841	19	11
196_16288_8_37	63639	2081760	11	7
569_21053_8_162	40921	2191701	14	8
130_6736_6_17	48120	2087821	11	6
554_19341_3_55	41070	2181888	13	9
264_6259_5_2	57305	2120612	38	18
588_21903_8_95	36336	2079860	4	3
188_6807_3_17	38503	2088653	19	12
260_16288_5_50	42614	2032436	9	5
375_16288_6_40	45569	2017033	11	6
432_14257_1_50	54882	2083484	7	3
360_14520_6_17	23887	2105241	10	5
84_6807_1_12	57407	2042274	17	12
427_13414_2_70	45834	2005560	12	8
101_16288_6_5	38736	2013452	10	9
295_19084_7_140	41931	2079122	5	5
547_19084_8_51	28735	2067213	4	3
494_16288_7_68	33706	2120374	7	6
498_16288_8_25	38735	2012494	6	3
71_16453_2_30	38566	2083976	11	8
104_6731_5_11	34193	2046472	5	5
431_13710_2_39	43048	2089605	13	7
214_6641_6_17	58450	2094286	18	6
307_16288_6_15	42958	2113404	7	4
205_12837_5_80	51881	2122703	20	20
320_7011_3_14	36819	2109755	10	4
66_6631_1_22	37445	2094543	24	13
259_15995_1_102	28408	1988195	6	5
483_16288_4_80	43807	2064711	5	5
325_18456_1_29	40076	2134493	8	6
32_11860_7_64	38954	1998695	8	4
183_18456_1_110	48429	2077288	18	12
372_16288_4_19	41866	2050432	8	7
361_14520_6_76	45025	2114824	6	4
478_16288_3_64	42272	2099811	11	5
53_11791_1_59	48274	2194793	9	5
57_15873_1_12	27186	2000559	5	5
488_16288_6_7	38589	1985786	7	6
177_19084_7_120	36171	2058352	8	3
327_12291_1_58	30149	2086374	9	7
486_16288_6_22	40653	2024080	6	1
514_17150_5_52	45392	2099762	15	9
263_7011_6_19	51556	2162401	10	9
107_6841_7_10	37515	2039785	23	13
617_6972_4_10	43864	2005966	19	6
355_12837_1_71	33959	2049579	8	3
265_6983_4_75	69739	2042741	45	27
201_17870_7_93	38940	2084948	10	5
445_14555_3_68	36423	2032687	12	9
603_6259_5_1	120978	2124089	68	42
49_7553_5_90	39545	2073028	8	8
384_19084_7_27	42053	2104403	8	3
145_15841_3_56	32303	2054861	10	2
238_14913_3_38	212349	2062475	28	13
620_6512_2_10	54539	2134936	9	7
403_6714_7_10	53038	2056668	26	16
557_20925_3_14	37887	2078382	10	6
39_10071_4_9	33088	2054254	7	3
157_21903_8_278	32615	2092664	6	5
103_17428_8_127	39771	2089245	11	8
336_20925_3_10	31200	1971571	5	4
528_18090_1_110	32730	1602864	8	3
443_14520_6_39	33755	2142520	7	5
505_17059_8_84	28399	2083494	5	3
422_12837_2_40	36156	2054182	9	2
222_6631_3_23	40685	2121733	10	4
442_14520_6_33	41551	2167044	19	18
615_6841_7_15	62989	2069868	24	10
266_11511_8_86	34020	1978941	5	2
499_16288_8_29	46244	2009096	9	5
189_12291_3_19	42398	2088605	14	12
401_6631_3_12	46266	2132368	20	11
317_6631_7_18	39571	2023892	8	6
139_22841_2_118	52587	2122565	7	4
258_15841_2_59	57924	2100035	15	5
580_22114_6_56	42551	2140317	12	3
519_17794_8_154	32152	2128918	11	8
305_17150_5_58	36359	2124114	19	11
287_6805_6_20	46855	2104337	16	13
254_15995_2_63	33921	2142295	12	3
541_19084_7_107	37800	2061117	11	10
525_17870_8_147	43315	2097320	11	6
538_18456_1_52	32166	2113954	5	0
309_16288_8_34	64026	1969361	6	2
515_17150_6_23	35345	2178482	6	4
127_6730_6_14	39645	1946683	20	8
181_12378_2_50	46691	2152707	18	15
15_10071_4_42	34507	1975391	6	2
91_16453_2_39	35489	2090201	6	3
459_14936_4_74	43625	2048094	7	3
482_16288_4_45	56959	2088794	16	12
21_13470_1_90	50242	2148729	10	8
444_14520_7_44	25575	2127307	5	3
256_14520_4_44	27426	2012855	3	3
601_6999_4_13	38144	2035860	8	1
78_14520_7_15	40123	2076111	38	16
61_12837_2_16	30566	2005621	7	1
359_14520_4_28	47654	2066441	15	12
318_6680_8_5	37105	2023536	6	5
350_12291_1_13	32690	2089630	12	12
182_16399_5_10	30729	2081105	14	11
129_10395_5_46	74525	2143626	55	40
441_14520_6_24	38407	2100585	8	2
273_11860_7_5	33667	2022534	5	4
378_17794_8_142	38193	2183244	12	9
29_21946_6_328	27136	2094127	4	2
440_14520_6_21	22559	2136102	6	4
508_17138_5_35	40801	2190919	8	4
598_10050_2_45	32055	2136454	2	1
171_14410_8_19	56928	2165954	42	30
292_7004_6_30	34508	1974111	8	4
512_17150_4_56	40503	2102714	10	4
428_13415_4_13	29792	2117790	11	3
106_6710_8_19	37548	2125493	10	5
328_14936_5_26	41166	2183213	16	7
497_16288_8_23	47008	2045750	7	3
473_15995_2_179	39699	2105421	5	3
242_14913_3_66	42357	2085019	9	8
174_7054_5_2	32475	2058625	10	8
366_14936_6_76	38721	2120371	14	8
202_9789_5_86	43342	2074013	11	4
290_22667_8_48	28038	2159946	7	5
158_6673_8_23	34909	2035274	5	4
52_17138_3_87	36676	2063773	12	9
604_6259_7_15	53514	2136678	26	7
136_19084_8_41	38383	2054257	14	10
338_18090_1_62	43883	2100206	13	12
170_16288_8_54	47390	2071454	12	3
20_6753_2_5	50551	2151224	18	7
185_22027_1_119	52451	2137567	33	20
176_17870_8_78	36117	2109547	14	13
8_10050_2_78	47877	2093789	15	10
609_6730_7_7	50119	2055995	18	8
276_15841_5_94	27444	2056861	7	7
216_9716_7_4	47932	2142085	18	11
210_15995_1_7	28920	2124903	17	7
392_21127_2_134	35131	2044528	13	10
331_14410_7_57	28682	2117798	6	5
193_14410_5_66	41879	2108517	18	7
165_6259_5_10	40978	2018323	6	5
544_19084_7_50	44770	2126864	14	10
274_14410_7_17	25578	2067483	5	3
555_19341_3_78	39519	2116775	13	9
211_17059_6_93	48858	2102376	12	2
333_15531_5_57	37253	2134892	13	8
570_21053_8_172	58327	2123734	22	18
67_11861_5_61	32305	2013362	9	4
113_22841_3_34	33701	2102009	14	10
247_16288_3_59	56225	2068383	23	10
286_22114_6_80	31046	2072583	5	4
232_15531_6_9	48188	2027801	20	8
397_7622_2_47	40170	2013398	24	10
504_17059_7_81	29620	2074969	4	4
81_17150_4_6	67073	2145083	14	7
236_16288_8_57	31720	2009720	7	6
592_11860_6_83	37382	2083115	13	11
186_7004_5_22	38539	2068697	15	7
379_17870_7_147	43154	2158400	19	10
529_18090_1_188	39224	2073515	6	4
452_14723_2_31	45419	2166130	10	5
219_16399_7_6	33799	2050914	7	6
464_15531_7_18	152592	2131289	29	17
447_14555_4_27	44457	2083724	14	7
184_15841_2_93	34584	2102896	6	4
330_17175_7_9	35124	2070196	13	3
284_16288_8_61	37334	2093087	4	4
614_6840_3_21	91234	2050115	61	27
62_16399_7_65	52887	2191674	19	12
394_21999_8_64	38445	1975813	8	3
76_19341_2_145	56116	2175278	20	15
110_6805_3_7	34298	2057635	6	4
122_6710_8_6	40669	2116602	11	8
388_19183_3_80	32580	2204777	22	10
123_17794_8_71	39994	2005540	14	10
54_15841_3_44	39733	2108274	10	5
56_12837_1_46	41914	2007945	15	12
6_11861_4_83	43199	2057651	12	7
398_6259_7_19	56314	1927689	14	8
575_21999_7_130	39891	2028379	11	9
226_22841_2_25	34428	1988245	8	4
143_17870_7_161	30995	2105176	9	2
402_6664_1_14	41829	2073818	21	2
261_6755_2_23	46609	2007659	18	9
227_15378_3_48	41387	2078958	12	7
404_6755_2_5	54188	2033753	33	21
38_13414_1_86	39218	2075938	15	5
64_18090_2_111	28173	2119372	2	0
373_16288_4_57	55948	2125394	16	12
357_13091_6_13	43328	2034700	4	4
94_14520_6_64	36461	2125724	10	2
250_11861_1_59	32092	2078348	7	6
34_17059_6_69	42692	2064864	10	9
414_11679_1_83	30003	2114049	5	3
65_14936_5_47	50131	2066880	7	2
97_11657_2_78	46754	2104723	4	1
246_15731_8_36	39305	2140687	7	4
565_20957_7_132	71095	2111717	11	4
288_19341_2_96	40538	2109042	8	5
163_15378_3_73	39167	2060185	5	5
160_17150_4_84	29985	2120733	1	1
299_17059_8_88	39652	1995819	16	15
213_22027_1_56	31277	2142498	7	2
468_15841_5_8	25830	2046692	6	6
553_19341_3_39	45610	2144765	15	7
518_17794_8_145	34589	2058708	9	9
42_6673_8_24	664191	2071773	99	34
471_15995_1_87	43444	2137445	18	10
9_11791_1_52	38784	2056485	14	8
466_15731_8_50	37855	2130536	5	4
289_21999_7_133	37664	2184826	5	4
138_7011_3_5	38599	2091563	10	8
434_14410_6_74	28927	2134550	8	6
121_14520_4_19	34771	2140714	8	4
283_6805_2_21	46192	2106555	9	7
225_16288_7_69	52611	2090271	19	17
602_6259_5_19	32016	2039471	8	1
244_7038_7_22	46185	2067617	19	14
207_17175_8_65	38934	2204780	3	1
611_6807_3_15	104426	2035139	68	27
343_22114_6_37	45255	2133939	11	8
111_13710_1_52	31861	2050118	6	3
126_17059_7_71	26739	2067375	3	3
520_17794_8_37	29856	2034979	7	5
277_17966_5_16	36883	1933951	13	10
50_11860_8_54	30972	2065184	7	1
31_10071_4_11	40980	2055018	6	2
243_14412_2_29	29507	2042786	3	0
16_14673_2_9	31120	2047591	9	4
436_14410_7_55	37606	2082766	11	6
594_11861_1_47	33841	2088529	8	1
496_16288_8_20	44118	2079231	8	4
567_21053_8_149	30704	2008871	6	6
77_14555_3_93	58905	2155630	57	37
530_18090_1_68	37819	2156184	20	16
90_15841_1_45	31159	2133956	6	4
33_15731_8_23	31328	2072152	11	5
316_6470_6_20	39905	2116395	8	7
197_21946_6_143	44415	2127955	8	6
527_17966_5_78	44245	2126613	6	1
370_15608_3_30	61924	2142295	6	2
566_21053_8_127	29767	2055106	4	3
454_14723_2_4	33797	2020673	8	2
281_9789_4_37	29092	2078339	5	5
607_6649_7_17	55275	2077911	19	4
279_19341_2_84	44620	2049132	17	5
105_11657_8_42	30954	2058256	4	4
192_18090_5_36	35423	2169266	17	5
79_13470_1_16	38329	2060430	6	3
134_6710_6_21	38682	2004023	8	4
137_14566_4_23	32128	2001545	5	3
430_13415_6_1	41414	2113493	9	4
531_18090_1_73	46763	2093512	12	9
88_14520_5_11	39843	2087118	15	11
595_11861_2_71	40055	2034131	6	3
73_6631_4_21	30145	1958205	3	0
500_16288_8_39	37634	2050467	5	3
572_21127_1_5	48602	2124085	15	10
506_17138_3_48	42800	2078610	8	6
203_6983_4_90	35937	2008260	7	4
492_16288_7_55	37271	2070465	4	4
413_11658_1_89	31356	2230452	16	12
280_9789_3_66	42287	2119878	16	13
209_17138_5_38	46274	2108854	19	10
60_6649_8_14	62731	2031722	14	4
424_12837_3_13	38159	2200151	16	11
396_22841_1_177	29976	2092550	7	7
298_12291_3_40	35949	2119148	7	6
120_9789_2_39	46293	2101036	18	13
480_16288_3_79	67076	2141168	17	6
159_14410_8_42	44707	2137555	12	8
68_14723_4_87	32782	2044650	4	4
194_17175_8_36	98694	2065794	17	7
240_16399_6_75	35682	2053864	4	1
323_11658_2_89	35344	2113475	17	11
271_13414_8_85	38193	2065024	10	7
154_6680_4_17	31520	2021084	5	4
435_14410_7_41	36075	2078641	10	7
490_16288_7_2	51555	2121298	17	7
469_15873_1_34	35808	2078820	7	2
30_6841_7_17	44658	2045250	3	3
115_12291_3_35	51282	2144444	36	31
356_12837_2_32	33026	2166245	6	5
364_14673_4_78	37120	2032260	6	4
142_14257_1_81	30724	1974003	14	10
461_15277_3_68	32120	2076422	4	2
457_14913_4_24	40806	2054290	14	10
249_21242_2_135	31862	2088518	9	6
7_7622_3_92	28892	2040696	4	2
605_6631_3_9	59049	2134243	29	11
245_14723_2_5	239541	2024819	22	14
37_14410_8_18	55709	2111430	25	20
453_14723_2_37	34012	2127358	24	9
303_16288_8_8	43697	2061298	16	7
220_16453_2_18	41826	2015143	6	0
63_6680_6_14	50470	2094281	9	5
551_19341_2_130	36835	2080068	12	7
606_6641_6_4	80852	2147577	60	30
374_16288_4_81	48090	2018823	9	2
352_12291_6_20	29654	2069905	14	5
455_14723_4_16	30676	2029297	4	2
300_15378_2_55	158665	2090682	26	16
172_6664_1_20	34295	2111055	15	10
251_12290_3_24	44039	2105165	20	13
235_17794_7_174	54019	2139669	14	9
80_15873_2_42	32123	2082294	2	2
493_16288_7_61	36029	1981908	4	2
475_16043_2_77	51324	2119702	18	10
239_13415_8_24	41593	2094268	2	0
224_17794_7_17	39561	2064189	13	8
562_20925_3_53	38869	2072869	11	4
155_14555_3_8	35439	2023418	6	2
522_17794_8_68	70719	2049330	64	42
5_9789_4_28	35786	2064609	2	0
390_11860_8_47	27406	2051082	5	5
270_12837_1_65	40612	2100716	14	10
406_6972_2_22	94530	2037728	74	31
312_22841_2_80	30986	2130488	13	6
363_14673_1_56	40253	1975131	3	3
353_12378_2_64	39741	2151511	18	14
96_15531_5_92	39035	1978311	7	6
109_22695_3_70	35012	2126055	8	3
334_15682_1_68	42314	2035586	14	12
40_6736_5_15	37180	2049333	13	7
229_21127_1_63	34918	2033873	5	1
618_7011_6_16	524471	2102785	116	53
608_6730_7_17	42771	2115096	19	17
517_17794_7_27	50989	2025145	17	6
187_6673_8_22	29208	2003859	6	4
248_6259_5_7	34413	2142595	9	8
82_7054_4_16	47538	2101577	10	7
616_6841_7_2	63256	1969077	21	15
70_13470_1_30	33010	2046674	4	3
72_15873_4_65	37175	2049895	9	7
215_6753_3_20	36165	2093329	20	12
27_11511_7_66	35318	2092238	13	10
48_12837_3_79	58338	2142502	11	6
449_14566_5_8	48995	2072375	20	16
479_16288_3_71	53271	2082666	4	3
28_6840_3_5	39698	2065882	20	11
326_12291_1_36	34378	2073143	8	4
83_10050_2_18	34603	1991152	8	4
421_12837_2_10	33819	2068221	10	6
438_14520_4_45	55460	2058189	15	5
17_12162_1_35	39136	2073875	12	9
587_23164_8_130	29185	2054952	3	3
481_16288_4_44	30283	1962389	7	4
132_13414_2_34	51830	2090033	20	13
395_22027_1_38	62986	2140024	12	7
448_14566_4_94	37623	2092987	17	12
304_14723_4_81	40198	2080686	8	6
294_6680_7_23	40480	2130359	11	6
351_12291_1_62	34345	2063846	10	7
117_14520_4_68	37271	2063824	14	4
470_15874_1_89	34561	2053734	4	1
503_16453_2_55	34015	2077766	11	6
383_18090_2_97	36822	2020792	7	7
58_14410_7_84	39986	2082443	12	11
411_10395_5_55	39065	2086827	20	6
429_13415_4_95	32530	2065802	10	7
87_6753_4_20	50021	2076289	9	6
55_11861_3_41	39167	2061182	4	3
523_17870_7_141	46995	2083866	14	8
460_14936_5_67	44808	2065269	9	4
377_17428_8_140	27430	2107643	12	10
167_7004_8_91	39234	2070551	5	3
389_19341_3_75	32811	2078441	10	8
348_11511_8_94	30700	2089383	6	3
306_17059_6_10	48701	2187480	15	9
319_6938_7_6	39165	1995573	12	7
612_6823_4_5	60168	2091749	31	15
391_21127_1_181	31429	2015547	5	5
149_6259_7_5	31258	1983343	16	9
577_21999_8_29	30895	2134506	2	1
583_22667_7_175	35473	2052518	7	6
43_15608_5_72	37375	2011636	4	2
293_6823_3_4	48954	2092494	7	5
337_16288_7_13	44015	2137859	12	5
543_19084_7_36	44150	2168155	23	17
44_11861_1_1	36514	2062346	8	5
144_19084_7_183	35391	2183113	16	13
534_18090_2_117	42336	2123977	7	5
275_15531_7_23	36844	2081828	9	5
