scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
186_7004_5_22	77740	2061070	0	0
121_14520_4_19	81685	2138342	4	4
376_16288_6_47	105957	2018024	1	1
440_14520_6_21	56497	2117329	1	1
331_14410_7_57	66205	2102247	1	1
604_6259_7_15	110408	2100579	1	1
415_12290_3_2	79283	2110077	1	1
14_14555_3_65	86281	2101747	2	2
84_6807_1_12	130562	2040133	3	3
188_6807_3_17	86206	2081432	3	3
269_19084_7_74	80144	2055815	2	2
236_16288_8_57	74298	2008621	1	1
110_6805_3_7	72697	2057635	5	5
455_14723_4_16	74970	2029297	7	6
481_16288_4_44	76834	1961163	1	1
9_11791_1_52	87188	2056965	1	1
409_10395_5_40	72782	2070344	1	1
594_11861_1_47	76224	2087227	1	1
446_14555_4_13	77104	1954079	6	6
611_6807_3_15	161795	2032653	8	8
406_6972_2_22	148329	2030280	2	2
579_9789_3_70	71403	2095709	0	0
484_16288_5_24	97760	2123614	10	10
566_21053_8_127	63960	2047073	0	0
528_18090_1_110	75741	1602864	0	0
534_18090_2_117	76556	2124887	1	1
515_17150_6_23	89181	2178758	2	2
219_16399_7_6	75680	2050914	1	1
125_12837_1_13	74966	2111986	1	1
210_15995_1_7	78507	2118344	0	0
326_12291_1_36	78168	2072350	1	1
350_12291_1_13	72044	2062379	3	3
154_6680_4_17	76568	2017414	0	0
162_16043_2_56	72572	2008012	0	0
521_17794_8_58	72288	2162042	1	1
165_6259_5_10	91389	2018693	1	1
15_10071_4_42	81147	1975608	5	5
37_14410_8_18	69269	2110617	2	2
263_7011_6_19	95614	2171269	3	3
261_6755_2_23	96181	2001620	1	1
24_14936_4_78	77588	2112040	3	3
448_14566_4_94	69236	2087319	2	2
327_12291_1_58	78408	2093288	4	4
525_17870_8_147	105918	2096953	4	4
372_16288_4_19	93211	2006204	1	1
88_14520_5_11	86368	2049832	1	1
592_11860_6_83	84159	2084102	16	14
471_15995_1_87	80369	2137770	5	5
114_17150_5_18	74644	2110284	8	8
21_13470_1_90	113729	2140178	7	7
609_6730_7_7	94897	2068792	2	2
174_7054_5_2	77431	2066645	1	1
79_13470_1_16	84340	2060698	2	2
171_14410_8_19	82874	2166187	2	2
617_6972_4_10	79758	1999852	6	6
580_22114_6_56	91870	2096933	3	2
514_17150_5_52	99592	2102748	4	4
548_19084_8_61	74395	2026203	2	2
122_6710_8_6	85843	2116863	1	1
132_13414_2_34	94319	2091371	2	2
367_15378_4_63	93303	2079046	3	3
575_21999_7_130	77700	2030744	0	0
204_21242_2_138	110610	2184307	0	0
513_17150_4_72	84853	2194803	0	0
407_10395_5_18	72900	2105535	2	2
178_13415_8_81	70755	2077762	1	1
486_16288_6_22	99574	2022655	2	2
82_7054_4_16	82494	2088266	1	1
489_16288_6_72	93266	1997395	0	0
375_16288_6_40	107562	2015017	3	2
218_14936_5_56	102855	2047123	7	7
462_15378_2_47	79166	2026909	1	1
485_16288_5_29	93236	2122715	5	5
101_16288_6_5	74441	2009867	1	1
319_6938_7_6	89402	1997121	4	2
158_6673_8_23	73120	2021825	4	3
53_11791_1_59	102067	2117350	1	1
393_21999_7_163	81187	2173606	0	0
339_18090_2_74	90567	1995555	0	0
284_16288_8_61	79748	2093087	2	2
209_17138_5_38	92441	2111254	0	0
3_22841_1_33	76466	1991805	1	1
136_19084_8_41	75965	2054257	2	2
104_6731_5_11	87171	2044494	1	1
356_12837_2_32	75732	2172634	1	1
482_16288_4_45	109107	2062917	2	1
293_6823_3_4	101332	2061926	4	4
511_17138_5_49	112299	2071151	4	4
414_11679_1_83	68712	2113238	1	1
311_21999_8_48	73413	2178999	0	0
395_22027_1_38	126740	2142751	2	2
605_6631_3_9	98191	2130352	1	1
433_14410_6_68	76033	2082065	2	2
323_11658_2_89	75995	2061900	1	1
337_16288_7_13	87897	2138204	0	0
512_17150_4_56	96805	2103097	0	0
127_6730_6_14	86224	1923901	4	4
173_6753_4_18	84917	2094717	3	3
468_15841_5_8	61120	2040363	0	0
281_9789_4_37	75140	2078339	1	1
256_14520_4_44	54397	1997777	2	2
506_17138_3_48	92395	2079455	0	0
846_11861_5_11	88041	2148770	0	0
529_18090_1_188	81544	2075322	1	1
565_20957_7_132	119423	2109364	2	2
329_15731_8_86	92663	2122177	0	0
180_7004_7_62	82774	2143201	1	1
201_17870_7_93	93559	2039947	2	2
264_6259_5_2	114367	2116298	7	6
608_6730_7_17	83123	2060062	0	0
619_6486_8_9	84087	2085901	1	1
332_17794_8_185	88499	2105102	4	4
305_17150_5_58	80293	2124114	1	1
81_17150_4_6	100534	2147704	8	8
335_16288_7_45	81172	2015496	3	3
255_17150_4_25	100745	2140664	1	1
444_14520_7_44	59847	2127536	0	0
401_6631_3_12	99141	2123387	4	4
564_20925_3_80	97403	2087657	3	2
469_15873_1_34	80527	2057395	2	2
416_12291_1_71	74613	2044355	1	1
518_17794_8_145	75396	2054866	0	0
458_14913_7_88	100405	2134113	0	0
553_19341_3_39	93287	2139002	1	1
397_7622_2_47	77958	2006320	3	3
606_6641_6_4	126557	2141836	4	4
167_7004_8_91	89433	2070551	1	1
426_13154_4_4	71472	2131470	1	1
220_16453_2_18	80687	2013802	1	1
359_14520_4_28	82841	2059022	2	2
500_16288_8_39	101153	2048978	0	0
148_15378_4_35	116472	2092002	8	8
211_17059_6_93	83231	2099123	12	11
190_15378_3_12	87877	2195495	3	3
152_24775_1_83	102017	2104413	3	3
447_14555_4_27	99569	2062469	2	2
181_12378_2_50	84613	2149267	0	0
523_17870_7_141	89944	2082201	1	1
392_21127_2_134	70229	2044132	0	0
106_6710_8_19	74909	2115135	0	0
239_13415_8_24	98392	2087794	1	1
475_16043_2_77	102799	2119702	0	0
488_16288_6_7	76188	1984703	1	0
285_16399_6_42	82239	2189609	0	0
493_16288_7_61	74290	1982724	0	0
54_15841_3_44	92300	2108274	1	1
98_11657_4_51	81306	1981908	0	0
214_6641_6_17	106328	2092756	9	8
128_6664_1_6	79139	2056679	1	1
140_6486_5_20	69616	2057253	6	5
309_16288_8_34	114122	1969495	1	1
517_17794_7_27	103624	2025145	0	0
483_16288_4_80	101015	2027460	1	0
470_15874_1_89	75340	2056826	1	0
346_7011_3_17	76015	2012900	0	0
287_6805_6_20	89143	2103895	1	1
118_6680_5_6	152038	2096676	1	1
457_14913_4_24	85263	2054290	7	7
533_18090_2_100	88096	2127914	3	3
41_13415_6_19	72865	1996731	0	0
49_7553_5_90	79267	2070142	0	0
11_17175_6_81	83306	2117881	2	2
57_15873_1_12	68934	1999237	0	0
166_6949_3_2	84257	2069816	1	1
379_17870_7_147	94200	2153011	4	4
170_16288_8_54	96937	2071454	0	0
589_21946_6_261	91022	2072042	1	1
161_15378_3_10	87795	2138723	1	1
257_20957_7_122	101247	2160221	2	2
120_9789_2_39	99090	2106153	3	3
298_12291_3_40	77637	2119148	0	0
294_6680_7_23	82959	2130359	1	1
561_20925_3_41	72142	2084173	0	0
18_11861_5_40	70849	2060334	0	0
428_13415_4_13	74404	2119086	6	6
390_11860_8_47	65421	2044811	1	1
601_6999_4_13	88902	2027826	7	7
7_7622_3_92	63877	2040696	0	0
265_6983_4_75	103302	2004917	0	0
6_11861_4_83	91524	2060988	0	0
90_15841_1_45	89638	2131379	1	1
248_6259_5_7	77668	2138853	0	0
66_6631_1_22	77255	2093864	8	8
615_6841_7_15	116721	2077109	11	10
502_16288_8_58	90480	2133199	1	1
280_9789_3_66	87434	2080769	2	2
202_9789_5_86	97551	2058090	1	1
225_16288_7_69	103020	2021289	1	1
97_11657_2_78	107788	2097253	0	0
398_6259_7_19	80576	1929752	1	1
614_6840_3_21	128017	2001894	3	2
168_14913_2_82	121980	2092197	1	1
194_17175_8_36	174424	2066098	3	3
224_17794_7_17	75336	2064024	1	1
466_15731_8_50	90744	2129933	2	2
445_14555_3_68	86072	2032687	1	1
562_20925_3_53	87917	2079356	2	2
243_14412_2_29	70799	2043925	1	1
403_6714_7_10	87260	2061885	6	6
244_7038_7_22	90305	2068985	2	2
496_16288_8_20	95556	2080071	1	1
459_14936_4_74	104168	2041837	1	1
213_22027_1_56	73754	2142498	2	1
487_16288_6_23	117303	2088881	2	2
203_6983_4_90	75973	2006307	1	1
300_15378_2_55	267211	2086386	2	2
354_12837_1_56	86504	2041153	1	1
163_15378_3_73	87652	2060560	4	4
559_20925_3_2	107999	2223796	0	0
230_17138_5_57	87834	2058458	4	4
70_13470_1_30	75243	2041022	0	0
441_14520_6_24	83417	2101451	3	3
222_6631_3_23	89630	2046688	0	0
138_7011_3_5	78489	2085066	0	0
59_15608_3_20	75243	2003466	0	0
543_19084_7_36	100598	2168155	1	1
134_6710_6_21	77337	1999554	1	1
492_16288_7_55	88707	2056965	1	1
345_6680_7_12	92749	2068247	3	3
250_11861_1_59	77166	2077170	0	0
400_6631_2_16	81647	2094870	5	5
584_22841_4_145	67830	2104597	1	1
374_16288_4_81	108276	2017268	2	2
42_6673_8_24	926934	2001571	12	10
87_6753_4_20	111781	2076289	3	3
286_22114_6_80	68136	2072959	6	6
461_15277_3_68	78519	2076814	2	2
304_14723_4_81	93283	2074648	1	1
184_15841_2_93	79465	2100104	3	2
442_14520_6_33	83649	2144257	1	1
34_17059_6_69	93593	2064899	1	1
602_6259_5_19	71162	2030398	7	7
177_19084_7_120	73306	2057979	0	0
242_14913_3_66	92157	2083098	0	0
616_6841_7_2	92880	1971419	4	3
454_14723_2_4	84355	2020673	0	0
334_15682_1_68	95249	2037369	2	2
422_12837_2_40	92979	2054470	2	1
13_12837_5_55	81416	2106388	4	4
383_18090_2_97	79739	2021229	3	3
411_10395_5_55	83645	2088471	4	4
301_14913_3_1	82493	2001478	0	0
307_16288_6_15	95874	2104429	1	1
115_12291_3_35	92559	2136878	1	1
246_15731_8_36	94689	2142555	0	0
80_15873_2_42	81970	2083308	0	0
547_19084_8_51	68463	2067213	2	2
119_14673_1_59	76587	2091689	1	1
620_6512_2_10	114628	2120509	0	0
542_19084_7_126	76584	2176670	2	2
499_16288_8_29	112914	2000084	4	4
58_14410_7_84	86358	2085053	2	2
5_9789_4_28	86990	2065787	0	0
432_14257_1_50	105619	2083484	2	2
95_21999_8_54	68140	2013499	2	2
449_14566_5_8	77649	2072375	2	2
283_6805_2_21	97839	2103236	0	0
388_19183_3_80	68339	2204112	1	1
254_15995_2_63	74734	2142295	5	4
590_22695_3_204	61589	2021332	1	1
