scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
553_19341_3_39	94958	2144765	2	2
84_6807_1_12	127214	2038392	9	9
165_6259_5_10	90248	2016815	11	11
364_14673_4_78	94746	2034177	6	6
175_11791_1_6	59833	2059292	1	1
47_19341_2_86	97736	2198575	3	3
424_12837_3_13	69251	2198058	2	2
581_22114_6_76	61372	2074202	1	1
211_17059_6_93	80264	2097298	12	11
571_21127_1_165	88259	2182167	1	1
37_14410_8_18	68835	2111430	4	4
19_7553_4_32	79859	2040603	1	1
54_15841_3_44	93699	2108274	1	1
372_16288_4_19	96563	2001930	2	2
15_10071_4_42	84317	1975205	6	6
38_13414_1_86	85428	2076809	2	2
200_17150_4_89	93750	2053935	6	6
227_15378_3_48	100116	2072377	3	3
251_12290_3_24	97407	2097683	4	4
529_18090_1_188	85039	2072395	7	7
255_17150_4_25	97909	2141187	1	1
568_21053_8_153	68829	2059657	6	6
97_11657_2_78	109623	2097989	2	2
510_17138_5_48	96060	2116335	0	0
280_9789_3_66	88766	2078169	2	2
454_14723_2_4	81959	2017467	2	2
295_19084_7_140	79708	2075948	2	2
533_18090_2_100	88938	2128596	1	1
456_14913_2_94	88343	2109054	1	1
181_12378_2_50	81699	2150125	3	3
603_6259_5_1	166776	2132096	5	5
65_14936_5_47	100518	2066880	0	0
222_6631_3_23	89509	2046688	3	3
601_6999_4_13	89418	2031552	0	0
133_13470_1_77	94390	2162046	3	3
598_10050_2_45	72868	2137019	1	1
525_17870_8_147	97861	2096853	4	4
76_19341_2_145	97046	2175394	2	2
353_12378_2_64	71216	2106301	0	0
71_16453_2_30	87459	2086335	0	0
169_17150_6_14	78214	2074005	1	1
617_6972_4_10	84539	1999852	6	6
21_13470_1_90	114218	2136612	6	6
375_16288_6_40	104326	2014950	1	1
557_20925_3_14	88523	2078382	2	2
398_6259_7_19	81350	1931215	3	3
336_20925_3_10	68515	1972449	5	5
39_10071_4_9	66379	2040372	3	3
446_14555_4_13	76465	1950597	1	1
60_6649_8_14	94128	2037106	3	3
444_14520_7_44	61710	2128747	0	0
363_14673_1_56	77906	1969446	2	2
303_16288_8_8	99116	2061883	8	8
215_6753_3_20	76297	2096022	2	2
538_18456_1_52	78929	2114497	1	1
142_14257_1_81	68196	1975593	3	3
591_11860_5_19	81189	2091344	6	6
68_14723_4_87	65779	2050664	0	0
157_21903_8_278	73703	2077032	2	2
32_11860_7_64	83442	1998833	6	6
202_9789_5_86	90228	2057497	1	1
487_16288_6_23	110624	2094282	2	2
397_7622_2_47	76761	2001775	3	3
508_17138_5_35	96431	2189695	5	4
279_19341_2_84	94534	2049132	6	6
400_6631_2_16	85882	2094870	8	8
428_13415_4_13	67977	2121740	2	2
139_22841_2_118	118753	2114996	2	2
64_18090_2_111	75814	2117679	3	3
340_19341_2_112	66258	2103819	4	4
13_12837_5_55	76115	2106388	4	4
527_17966_5_78	107416	2127553	10	10
512_17150_4_56	95603	2102714	8	8
114_17150_5_18	76268	2112901	2	2
534_18090_2_117	80328	2123977	3	3
328_14936_5_26	92717	2142433	8	8
443_14520_6_39	73455	2130670	3	3
214_6641_6_17	105325	2091437	4	4
236_16288_8_57	72290	2007667	2	2
522_17794_8_68	90902	2049330	6	6
602_6259_5_19	71140	2027635	7	7
612_6823_4_5	106379	2092642	8	8
265_6983_4_75	104286	2004917	3	3
483_16288_4_80	97338	2030133	2	1
1_19341_2_69	75678	2069758	3	2
432_14257_1_50	106947	2084100	2	2
115_12291_3_35	89417	2136271	3	3
392_21127_2_134	68779	2044979	4	4
284_16288_8_61	76830	2091272	2	2
564_20925_3_80	97688	2086418	1	0
331_14410_7_57	64462	2103392	3	3
31_10071_4_11	84542	2059421	1	1
104_6731_5_11	85051	2042439	1	1
148_15378_4_35	112569	2092219	9	9
103_17428_8_127	77901	2089736	3	2
395_22027_1_38	126070	2141417	5	5
588_21903_8_95	91860	2074428	0	0
474_16043_2_67	84673	2071740	11	11
351_12291_1_62	77675	2067868	0	0
407_10395_5_18	74325	2105611	5	5
238_14913_3_38	332588	2062392	11	10
545_19084_7_79	82938	2087270	1	1
498_16288_8_25	84609	2045148	4	4
359_14520_4_28	79342	2057393	4	4
281_9789_4_37	71911	2078339	4	4
89_15608_3_14	69899	2061330	1	1
