scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
533_18090_2_100	74723	2128077	1	1
422_12837_2_40	80297	2054470	0	0
260_16288_5_50	82005	2032547	0	0
295_19084_7_140	74469	2078259	0	0
443_14520_6_39	66686	2131413	4	4
495_16288_7_79	107641	2108949	2	2
446_14555_4_13	68489	1955961	6	4
497_16288_8_23	92215	2055531	1	1
573_21127_2_26	71775	2088327	6	6
248_6259_5_7	62550	2146148	0	0
376_16288_6_47	96841	2016007	4	4
346_7011_3_17	67513	2012900	5	5
123_17794_8_71	66339	2011730	5	2
161_15378_3_10	78948	2131484	1	1
148_15378_4_35	106846	2087450	7	6
81_17150_4_6	92572	2167152	10	7
78_14520_7_15	75612	2076111	4	4
25_13415_6_52	90596	2075169	4	4
356_12837_2_32	65220	2167676	0	0
480_16288_3_79	112810	2135859	2	2
167_7004_8_91	79234	2070551	2	2
298_12291_3_40	64861	2122056	1	1
430_13415_6_1	78525	2109607	1	1
282_16288_8_6	85251	2054729	0	0
243_14412_2_29	59102	2043925	0	0
157_21903_8_278	61888	2074636	2	2
428_13415_4_13	61022	2120935	0	0
256_14520_4_44	46378	2014140	1	1
467_15841_4_75	75052	2188550	3	2
146_21946_6_271	77710	2135236	2	2
449_14566_5_8	67658	2073069	2	2
414_11679_1_83	62497	2114049	3	3
225_16288_7_69	92126	2025665	2	2
203_6983_4_90	65949	2012494	1	1
504_17059_7_81	64796	2076048	6	6
411_10395_5_55	75345	2088471	4	3
506_17138_3_48	85220	2079062	8	8
453_14723_2_37	61923	2127358	8	8
379_17870_7_147	78838	2158364	5	5
373_16288_4_57	98690	2127211	1	1
571_21127_1_165	77532	2183260	0	0
403_6714_7_10	93627	2062819	34	11
402_6664_1_14	71766	2076882	7	2
107_6841_7_10	67069	2043280	2	2
8_10050_2_78	92171	2079542	4	2
367_15378_4_63	84765	2081882	7	7
177_19084_7_120	62605	2058990	0	0
525_17870_8_147	89571	2097370	2	2
594_11861_1_47	72046	2088742	0	0
392_21127_2_134	60803	2044979	3	3
334_15682_1_68	79840	2037369	7	4
489_16288_6_72	85941	1995713	1	0
180_7004_7_62	79260	2139787	4	4
197_21946_6_143	82081	2128443	3	3
165_6259_5_10	81913	2014948	5	3
202_9789_5_86	83548	2053219	2	2
328_14936_5_26	77795	2143449	8	8
470_15874_1_89	73231	2083313	2	2
344_22841_2_153	80866	2157363	6	6
169_17150_6_14	67767	2073666	0	0
34_17059_6_69	80061	2065959	2	2
348_11511_8_94	57930	2089383	1	1
601_6999_4_13	80329	2031867	0	0
101_16288_6_5	67370	2006871	3	3
