scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
417_12291_1_79	47174	2100640	15	14
569_21053_8_162	32864	2190678	11	9
414_11679_1_83	34990	2106295	20	20
363_14673_1_56	37932	1978057	22	19
236_16288_8_57	27374	2008621	9	6
401_6631_3_12	33679	2130966	13	13
234_15608_4_46	31600	2043167	11	9
50_11860_8_54	29039	2068384	13	13
451_14673_4_24	34362	2166632	16	16
619_6486_8_9	37313	2104112	20	17
320_7011_3_14	26531	2107659	12	7
129_10395_5_46	34187	2148559	13	12
509_17138_5_43	31588	2158883	7	3
222_6631_3_23	27503	2115888	11	9
119_14673_1_59	36199	2091689	17	17
446_14555_4_13	37014	1980427	31	28
398_6259_7_19	39848	1930338	12	10
389_19341_3_75	44228	2078441	51	44
498_16288_8_25	25041	2012660	7	6
104_6731_5_11	26285	2044494	10	8
19_7553_4_32	29641	2039834	12	8
468_15841_5_8	18488	2037533	9	8
132_13414_2_34	34928	2091371	12	9
601_6999_4_13	29466	2033683	18	16
573_21127_2_26	26093	2088469	20	19
360_14520_6_17	22650	2105241	5	5
174_7054_5_2	27411	2071425	18	11
364_14673_4_78	32914	2043782	14	8
244_7038_7_22	33638	2063304	5	4
276_15841_5_94	22510	2053478	8	7
336_20925_3_10	34576	1969547	15	14
205_12837_5_80	34064	2126997	20	17
307_16288_6_15	31961	2110154	8	6
478_16288_3_64	27673	2100483	10	4
25_13415_6_52	30551	2074626	10	10
79_13470_1_16	26821	2079015	10	5
188_6807_3_17	38591	2086931	33	27
386_19084_8_101	27117	2022339	27	17
609_6730_7_7	35690	2073692	10	9
219_16399_7_6	28134	2050434	7	7
353_12378_2_64	24885	2113760	14	13
483_16288_4_80	30174	2037957	16	13
112_16453_2_35	36520	2087049	19	10
227_15378_3_48	25113	2072377	11	8
81_17150_4_6	50841	2167152	24	21
612_6823_4_5	50045	2091749	40	35
121_14520_4_19	27920	2143174	9	9
207_17175_8_65	28046	2205276	13	10
84_6807_1_12	40090	2053946	24	19
327_12291_1_58	28093	2085590	16	14
436_14410_7_55	22992	2081618	4	4
290_22667_8_48	25623	2122285	18	16
435_14410_7_41	44861	2078641	29	27
261_6755_2_23	36270	2005045	18	14
530_18090_1_68	25265	2149401	13	13
286_22114_6_80	28684	2072482	8	7
248_6259_5_7	27399	2142305	29	24
447_14555_4_27	31015	2068570	6	6
430_13415_6_1	33437	2109607	9	5
160_17150_4_84	31160	2121382	14	11
462_15378_2_47	24388	2040329	10	10
