sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000001	204415	71645	35.0488	71630	99.9791	71572	99.9190	15	0.0209	71587	99.9190	270	0.3769	212	78.5185	198	73.3333	15	5.5556	55	20.3704	9336	100.0000	9232	100.0000	0.9995
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000002	128289	53003	41.3153	52979	99.9547	52969	99.9811	24	0.0453	52993	99.9811	205	0.3868	195	95.1220	174	84.8780	4	1.9512	25	12.1951	8818	100.0000	7607	100.0000	0.9900
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000003	122125	56000	45.8547	55970	99.9464	55962	99.9857	30	0.0536	55992	99.9857	86	0.1536	78	90.6977	48	55.8140	28	32.5581	8	9.3023	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000004	113908	47673	41.8522	47664	99.9811	47635	99.9392	9	0.0189	47644	99.9392	68	0.1426	39	57.3529	33	48.5294	19	27.9412	16	23.5294	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000005	104736	47678	45.5221	47648	99.9371	47648	100.0000	30	0.0629	47678	100.0000	72	0.1510	72	100.0000	50	69.4444	12	16.6667	10	13.8889	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000006	101771	53317	52.3892	53299	99.9662	53297	99.9962	18	0.0338	53315	99.9962	32	0.0600	30	93.7500	20	62.5000	8	25.0000	3	9.3750	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000007	89589	34089	38.0504	34080	99.9736	34079	99.9971	9	0.0264	34088	99.9971	53	0.1555	52	98.1132	44	83.0189	2	3.7736	1	1.8868	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000008	83499	39913	47.8006	39870	99.8923	39828	99.8947	43	0.1077	39871	99.8948	116	0.2906	74	63.7931	35	30.1724	52	44.8276	25	21.5517	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000009	82707	45376	54.8636	45368	99.9824	45366	99.9956	8	0.0176	45374	99.9956	14	0.0309	12	85.7143	4	28.5714	3	21.4286	3	21.4286	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000010	70238	36104	51.4024	36104	100.0000	36102	99.9945	0	0.0000	36102	99.9945	3	0.0083	1	33.3333	1	33.3333	1	33.3333	1	33.3333	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000011	70202	35117	50.0228	35083	99.9032	35083	100.0000	34	0.0968	35117	100.0000	44	0.1253	44	100.0000	15	34.0909	14	31.8182	15	34.0909	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000012	67941	26901	39.5946	26888	99.9517	26887	99.9963	13	0.0483	26900	99.9963	19	0.0706	18	94.7368	6	31.5789	2	10.5263	8	42.1053	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000013	64226	24942	38.8347	24924	99.9278	24889	99.8596	18	0.0722	24907	99.8597	68	0.2726	33	48.5294	17	25.0000	13	19.1176	38	55.8824	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000014	57980	27363	47.1939	27363	100.0000	27361	99.9927	0	0.0000	27361	99.9927	8	0.0292	6	75.0000	6	75.0000	2	25.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000015	54634	23061	42.2100	23038	99.9003	23004	99.8524	23	0.0997	23025	99.8439	194	0.8412	158	81.4433	137	70.6186	28	14.4330	19	9.7938	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000016	48767	25913	53.1363	25912	99.9961	25912	100.0000	1	0.0039	25913	100.0000	3	0.0116	3	100.0000	2	66.6667	1	33.3333	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000017	48025	26720	55.6377	26672	99.8204	26670	99.9925	48	0.1796	26718	99.9925	52	0.1946	50	96.1538	2	3.8462	1	1.9231	48	92.3077	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000018	45545	28559	62.7050	28559	100.0000	28559	100.0000	0	0.0000	28559	100.0000	5	0.0175	5	100.0000	5	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
