scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
327_12291_1_58	57016	2093288	7	3
9_11791_1_52	65147	2056965	9	9
449_14566_5_8	57436	2072375	5	4
320_7011_3_14	65604	2105171	15	10
318_6680_8_5	71366	2022854	11	6
248_6259_5_7	57907	2144890	6	4
212_21127_1_102	61238	2086415	6	5
384_19084_7_27	69981	2141808	7	5
501_16288_8_40	70129	2120831	12	11
414_11679_1_83	55421	2114049	6	3
143_17870_7_161	54498	2105176	3	2
223_9789_2_42	70654	2080429	10	4
379_17870_7_147	71895	2158885	15	14
616_6841_7_2	85821	1968508	21	18
421_12837_2_10	57815	2068221	6	6
534_18090_2_117	72063	2123977	11	6
515_17150_6_23	67546	2176829	11	9
149_6259_7_5	50638	1985250	4	2
393_21999_7_163	73870	2173606	21	6
533_18090_2_100	66230	2126156	14	11
190_15378_3_12	66687	2195495	9	8
446_14555_4_13	57826	1960409	8	7
328_14936_5_26	69972	2155704	18	15
202_9789_5_86	71923	2057497	11	9
28_6840_3_5	66693	2067121	8	8
429_13415_4_95	55482	2065259	14	13
87_6753_4_20	83912	2076289	19	14
118_6680_5_6	124416	2102016	19	18
445_14555_3_68	65112	2032687	6	5
21_13470_1_90	85038	2141350	11	9
264_6259_5_2	92192	2116774	23	17
579_9789_3_70	55450	2093146	7	6
214_6641_6_17	83155	2091437	11	10
508_17138_5_35	73493	2189695	6	5
94_14520_6_64	61702	2125724	10	7
204_21242_2_138	80924	2183497	18	14
385_19084_7_32	54661	2083983	7	6
235_17794_7_174	86304	2140686	13	9
466_15731_8_50	72528	2129933	8	7
130_6736_6_17	83720	2083547	9	9
249_21242_2_135	52778	2088518	5	5
277_17966_5_16	58363	1932788	4	4
270_12837_1_65	67282	2099693	5	4
359_14520_4_28	67448	2058227	16	14
215_6753_3_20	61631	2092090	12	6
469_15873_1_34	58576	2054463	3	3
575_21999_7_130	60809	2029685	8	8
229_21127_1_63	59279	2034642	5	4
111_13710_1_52	56984	2050971	5	3
436_14410_7_55	66578	2081618	4	4
316_6470_6_20	64353	2077593	6	5
183_18456_1_110	72950	2078398	6	4
452_14723_2_31	76720	2134204	5	5
219_16399_7_6	57685	2050914	6	6
479_16288_3_71	84046	2069089	16	14
364_14673_4_78	71679	2033073	10	7
517_17794_7_27	82668	2015140	10	10
319_6938_7_6	67236	2001644	8	5
513_17150_4_72	71077	2191270	6	6
138_7011_3_5	59558	2101078	9	6
86_15378_4_11	69058	2016908	6	3
211_17059_6_93	70622	2097298	21	17
88_14520_5_11	66702	2051474	10	6
263_7011_6_19	79427	2161033	10	9
518_17794_8_145	54306	2054431	6	4
529_18090_1_188	62854	2077978	13	9
376_16288_6_47	84207	2010518	5	4
90_15841_1_45	62119	2130750	2	2
415_12290_3_2	60814	2112483	8	6
256_14520_4_44	43063	2013301	7	5
259_15995_1_102	55309	1988195	3	3
194_17175_8_36	147612	2065794	28	26
133_13470_1_77	67847	2163436	7	6
350_12291_1_13	55543	2064556	4	2
127_6730_6_14	65409	1918367	15	7
44_11861_1_1	56669	2064942	7	6
482_16288_4_45	84788	2063261	8	5
619_6486_8_9	61979	2086324	2	2
224_17794_7_17	57264	2064189	11	7
114_17150_5_18	56181	2112273	5	4
171_14410_8_19	63438	2169175	15	5
341_21127_2_44	55750	2249588	4	4
165_6259_5_10	70145	2015770	7	6
222_6631_3_23	66842	2058160	4	3
306_17059_6_10	70933	2187584	16	12
406_6972_2_22	118628	2036654	18	18
146_21946_6_271	66971	2135556	5	4
395_22027_1_38	103655	2141475	13	13
366_14936_6_76	60982	2080127	8	6
70_13470_1_30	58485	2041241	3	3
290_22667_8_48	49715	2120420	6	5
163_15378_3_73	64149	2050788	21	19
177_19084_7_120	56269	2057809	3	1
32_11860_7_64	68554	1996560	11	11
451_14673_4_24	57818	2164470	10	8
192_18090_5_36	67994	2170756	6	5
298_12291_3_40	55086	2119493	5	4
375_16288_6_40	86637	2020082	8	6
587_23164_8_130	47276	2016465	4	3
486_16288_6_22	76958	2018293	5	5
569_21053_8_162	66833	2191702	9	7
586_22841_3_110	57643	2082449	9	9
401_6631_3_12	76657	2123723	9	9
81_17150_4_6	84068	2127095	31	28
553_19341_3_39	76147	2143753	12	9
72_15873_4_65	54212	2044561	12	10
135_19084_8_163	60106	2049322	7	6
592_11860_6_83	62043	2085007	12	11
196_16288_8_37	93629	2080983	21	20
125_12837_1_13	59753	2122053	6	5
373_16288_4_57	85918	2126175	8	6
532_18090_1_76	62407	2239625	10	7
530_18090_1_68	65886	2148136	8	8
254_15995_2_63	57578	2143609	11	3
24_14936_4_78	68496	2112040	17	10
538_18456_1_52	63335	2113542	3	3
386_19084_8_101	48545	2023080	6	5
324_14673_2_51	58031	1992800	6	5
207_17175_8_65	72142	2204007	5	4
78_14520_7_15	65770	2076111	15	5
411_10395_5_55	66042	2088471	8	7
17_12162_1_35	65186	2073875	9	7
388_19183_3_80	52112	2204777	4	2
430_13415_6_1	73513	2109607	8	6
483_16288_4_80	74789	2032712	10	8
612_6823_4_5	83215	2089194	17	16
334_15682_1_68	66054	2036240	8	4
257_20957_7_122	81053	2160557	24	20
242_14913_3_66	70132	2088634	14	11
371_16288_3_43	72307	2000752	2	1
1_19341_2_69	62052	2069758	10	6
606_6641_6_4	104592	2132641	8	5
506_17138_3_48	75268	2079062	9	9
613_6823_7_5	115309	2086369	30	27
102_15874_1_45	63914	2028102	14	4
403_6714_7_10	76704	2059956	18	16
184_15841_2_93	62290	2102180	9	8
426_13154_4_4	47123	2131470	3	3
609_6730_7_7	81969	2058780	9	7
234_15608_4_46	64020	2035182	7	5
30_6841_7_17	75718	2042769	9	6
305_17150_5_58	63853	2124114	2	2
325_18456_1_29	67886	2133142	13	12
514_17150_5_52	80017	2101228	8	7
591_11860_5_19	60917	2091344	6	6
300_15378_2_55	231086	2086386	48	38
500_16288_8_39	80008	2050002	8	5
462_15378_2_47	54922	2026909	2	1
439_14520_6_13	44580	2132798	8	8
335_16288_7_45	60982	2016205	10	8
144_19084_7_183	63129	2183113	11	7
