scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
9_11791_1_52	66520	2051759	2	1
441_14520_6_24	63274	2100585	13	10
376_16288_6_47	77518	2011734	5	4
90_15841_1_45	59108	2131895	2	1
247_16288_3_59	80470	2068383	16	14
12_10071_4_16	66529	1979207	7	7
21_13470_1_90	81574	2147008	7	6
293_6823_3_4	78392	2061228	3	3
512_17150_4_56	66788	2103912	6	5
540_18456_1_95	257034	2066461	13	6
443_14520_6_39	55055	2136117	15	15
421_12837_2_10	58929	2068221	8	8
214_6641_6_17	83105	2091041	6	5
404_6755_2_5	75599	2034491	22	18
114_17150_5_18	52699	2110284	9	9
454_14723_2_4	60924	2026251	3	2
446_14555_4_13	56441	1958761	5	4
260_16288_5_50	71090	2031982	4	2
493_16288_7_61	56855	1982724	0	0
400_6631_2_16	63711	2094870	9	7
605_6631_3_9	80532	2130352	1	0
101_16288_6_5	63384	2008933	12	6
238_14913_3_38	287041	2061454	12	9
165_6259_5_10	68564	2019648	1	1
180_7004_7_62	73177	2140528	12	6
273_11860_7_5	58179	2022534	1	0
408_10395_5_25	58787	2002892	9	5
409_10395_5_40	67073	2077469	19	12
591_11860_5_19	60460	2087373	1	1
237_12291_4_10	69114	2055404	12	8
316_6470_6_20	61694	2077593	3	2
475_16043_2_77	75918	2119702	9	3
274_14410_7_17	42248	2061766	3	2
162_16043_2_56	54894	2011284	2	1
176_17870_8_78	60757	2110288	5	5
353_12378_2_64	53644	2113760	2	1
39_10071_4_9	47744	2039349	3	2
575_21999_7_130	59467	2034380	3	1
15_10071_4_42	61905	1975269	3	1
82_7054_4_16	62711	2089458	2	2
120_9789_2_39	86464	2104973	10	4
324_14673_2_51	53524	1992750	12	5
251_12290_3_24	75231	2104414	7	7
485_16288_5_29	67323	2117384	7	5
406_6972_2_22	115470	2033971	5	4
304_14723_4_81	71991	2075470	4	4
617_6972_4_10	64119	1999404	3	1
126_17059_7_71	51276	2066832	6	6
19_7553_4_32	54116	2039834	2	2
133_13470_1_77	67099	2160877	6	2
231_21999_7_183	65293	2094671	4	3
447_14555_4_27	71924	2063573	5	3
250_11861_1_59	53293	2074873	0	0
372_16288_4_19	67563	2007100	4	3
537_18456_1_31	53848	2117560	9	7
13_12837_5_55	56372	2106388	10	9
160_17150_4_84	50143	2119208	4	3
201_17870_7_93	69695	2045029	3	3
50_11860_8_54	53622	2065122	5	1
95_21999_8_54	44071	2024445	2	1
306_17059_6_10	70123	2188894	5	5
26_14410_4_34	74217	2094165	7	4
571_21127_1_165	63874	2182616	6	3
3_22841_1_33	59834	1991805	2	2
608_6730_7_17	62442	2068259	3	2
606_6641_6_4	101861	2141549	9	6
27_11511_7_66	62898	2092996	4	2
154_6680_4_17	54280	2012160	4	3
584_22841_4_145	51328	2105051	3	3
523_17870_7_141	66019	2084368	0	0
217_9789_5_40	59140	2069428	7	5
357_13091_6_13	64019	2035794	7	4
407_10395_5_18	51961	2103209	2	2
527_17966_5_78	71431	2127553	5	4
602_6259_5_19	50309	2029649	4	4
209_17138_5_38	71380	2111514	3	2
337_16288_7_13	66345	2137859	3	0
480_16288_3_79	94941	2135859	2	1
444_14520_7_44	43458	2126948	1	1
81_17150_4_6	84203	2143486	13	11
188_6807_3_17	68781	2087625	7	3
566_21053_8_127	49205	2050153	2	2
375_16288_6_40	79102	2016333	5	2
181_12378_2_50	60234	2145849	5	2
57_15873_1_12	47257	2003110	2	2
220_16453_2_18	57777	2008358	6	4
500_16288_8_39	75265	2050002	4	4
253_14566_4_24	67641	2017539	1	0
509_17138_5_43	63339	2158883	2	1
518_17794_8_145	56581	2058542	5	2
515_17150_6_23	65878	2177589	3	2
170_16288_8_54	70836	2070590	2	0
397_7622_2_47	61433	2000148	17	7
448_14566_4_94	51089	2087319	19	3
562_20925_3_53	67706	2069833	3	3
579_9789_3_70	50753	2098759	0	0
295_19084_7_140	61301	2075615	3	0
79_13470_1_16	60889	2059479	2	0
545_19084_7_79	62137	2086079	5	0
103_17428_8_127	62035	2089736	2	2
258_15841_2_59	85719	2100845	6	1
28_6840_3_5	70359	2067121	9	6
330_17175_7_9	60319	2070196	3	3
71_16453_2_30	62641	2084409	5	2
277_17966_5_16	55331	1935426	3	2
138_7011_3_5	57284	2102573	5	4
478_16288_3_64	74020	2099811	7	5
561_20925_3_41	54124	2084173	4	3
246_15731_8_36	69035	2141498	0	0
44_11861_1_1	58003	2064942	8	2
263_7011_6_19	72729	2169958	9	5
510_17138_5_48	70940	2122289	3	1
159_14410_8_42	70023	2146814	3	3
190_15378_3_12	62248	2195495	6	6
207_17175_8_65	66951	2205795	2	1
32_11860_7_64	57225	1995281	5	5
345_6680_7_12	73994	2059326	5	2
474_16043_2_67	62332	2072990	2	2
38_13414_1_86	60551	2071768	7	2
29_21946_6_328	51721	2094127	2	2
173_6753_4_18	58268	2090319	4	4
84_6807_1_12	97005	2039261	5	2
383_18090_2_97	59583	2021229	4	3
470_15874_1_89	57171	2055089	8	2
42_6673_8_24	822886	2001571	45	33
55_11861_3_41	67257	2061850	5	2
543_19084_7_36	71791	2168617	4	1
213_22027_1_56	49837	2142498	7	3
183_18456_1_110	70929	2079383	3	2
378_17794_8_142	45692	2183244	0	0
569_21053_8_162	65521	2191273	8	5
242_14913_3_66	64087	2080725	3	0
618_7011_6_16	690156	2103188	33	28
215_6753_3_20	58014	2096022	4	1
403_6714_7_10	72576	2062166	16	12
615_6841_7_15	94435	2067246	22	17
261_6755_2_23	72785	2001620	4	2
603_6259_5_1	141619	2116942	4	4
279_19341_2_84	72120	2049132	9	4
497_16288_8_23	74458	2048578	5	5
557_20925_3_14	65665	2078788	1	0
502_16288_8_58	64772	2133199	1	1
398_6259_7_19	70869	1928566	5	4
482_16288_4_45	84691	2060206	4	2
483_16288_4_80	71774	2031765	2	0
401_6631_3_12	72293	2127785	5	3
367_15378_4_63	66198	2080848	6	5
171_14410_8_19	60743	2168554	13	3
451_14673_4_24	55612	2164470	5	4
60_6649_8_14	80971	2040904	4	4
469_15873_1_34	58237	2058821	3	3
611_6807_3_15	126704	2023642	6	4
20_6753_2_5	69555	2143488	13	4
43_15608_5_72	63164	2005338	10	5
328_14936_5_26	66746	2156720	3	1
612_6823_4_5	76859	2091749	11	8
137_14566_4_23	55428	2002307	3	1
257_20957_7_122	71512	2160015	20	18
102_15874_1_45	60523	2026583	11	1
416_12291_1_71	53292	2047421	8	7
248_6259_5_7	55104	2142985	4	2
467_15841_4_75	62138	2186092	2	0
307_16288_6_15	68743	2112488	2	1
517_17794_7_27	83990	2015512	4	3
186_7004_5_22	58835	2061070	1	1
119_14673_1_59	56572	2089214	3	3
554_19341_3_55	61325	2175155	6	3
110_6805_3_7	51541	2058215	4	2
70_13470_1_30	55335	2040480	0	0
107_6841_7_10	58786	2043280	12	10
489_16288_6_72	72158	1995160	5	2
414_11679_1_83	50837	2114049	7	4
142_14257_1_81	49724	1975359	8	7
425_12837_4_74	49684	2022126	1	0
354_12837_1_56	65135	2039187	8	1
161_15378_3_10	63060	2138723	6	4
309_16288_8_34	91979	1967236	4	1
464_15531_7_18	216579	2131289	11	5
203_6983_4_90	55030	2010913	2	2
255_17150_4_25	68575	2139480	2	1
271_13414_8_85	60798	2065024	5	3
315_6470_6_16	63023	2082772	2	2
99_6512_5_12	48182	2093135	5	1
125_12837_1_13	57193	2111986	1	1
121_14520_4_19	58409	2139306	7	7
150_7068_4_21	84294	2051318	7	6
225_16288_7_69	76981	2025665	3	2
402_6664_1_14	62945	2075987	3	3
135_19084_8_163	49726	2047755	9	7
155_14555_3_8	57389	2021487	4	0
53_11791_1_59	79990	2114283	3	2
283_6805_2_21	71960	2065725	3	1
233_12290_3_56	55335	2024899	3	3
187_6673_8_22	51983	1999866	1	0
433_14410_6_68	58682	2081505	1	1
184_15841_2_93	56744	2101202	2	2
226_22841_2_25	58744	1988245	2	0
54_15841_3_44	67435	2106523	4	1
178_13415_8_81	48517	2077762	5	3
356_12837_2_32	52802	2170875	1	1
546_19084_8_103	74807	2046189	8	6
298_12291_3_40	54044	2121317	1	0
346_7011_3_17	53143	2012900	4	2
411_10395_5_55	64249	2087140	4	1
619_6486_8_9	65058	2088782	0	0
429_13415_4_95	51663	2065259	2	1
521_17794_8_58	47822	2162355	3	3
461_15277_3_68	54880	2079715	3	2
405_6823_4_8	83820	2095373	7	5
415_12290_3_2	59487	2110077	4	2
386_19084_8_101	47712	2022339	4	3
529_18090_1_188	60317	2072395	3	3
194_17175_8_36	144534	2064174	9	6
484_16288_5_24	75737	2118283	4	4
547_19084_8_51	46037	2066670	1	1
266_11511_8_86	58210	1980341	8	4
122_6710_8_6	64031	2115392	5	2
361_14520_6_76	73562	2116101	4	3
301_14913_3_1	57966	2001478	2	2
14_14555_3_65	67873	2101747	5	2
264_6259_5_2	88303	2119970	15	7
422_12837_2_40	65969	2054182	3	2
211_17059_6_93	66957	2097298	16	14
363_14673_1_56	64052	1968657	2	2
191_22027_1_109	57075	2051649	1	0
131_13154_2_74	48215	1999059	2	0
25_13415_6_52	74835	2073748	7	6
66_6631_1_22	60778	2094543	16	13
498_16288_8_25	61215	1994669	3	3
323_11658_2_89	54395	2062513	4	3
341_21127_2_44	54615	2245566	2	2
488_16288_6_7	60686	1983830	5	3
395_22027_1_38	97411	2141091	6	4
544_19084_7_50	67525	2129279	8	5
359_14520_4_28	67713	2055921	12	10
24_14936_4_78	67425	2111584	16	11
205_12837_5_80	84495	2127014	2	2
47_19341_2_86	71858	2198575	10	4
149_6259_7_5	50086	1983890	7	5
616_6841_7_2	81278	1969926	10	6
148_15378_4_35	95177	2092002	9	5
338_18090_1_62	73501	2097941	3	3
465_15608_4_9	67863	2138601	7	6
593_11860_7_14	60159	2055694	4	4
326_12291_1_36	53900	2066910	1	0
574_21999_7_109	53778	2137624	6	1
6_11861_4_83	64406	2060988	8	3
486_16288_6_22	72779	2021576	0	0
10_22027_1_37	61680	2087395	11	10
511_17138_5_49	80537	2071468	3	3
256_14520_4_44	39127	2010200	0	0
156_22841_2_119	62364	2041224	6	4
88_14520_5_11	61441	2051474	3	1
335_16288_7_45	57851	2015225	3	3
613_6823_7_5	110621	2085826	15	13
592_11860_6_83	59756	2084102	6	1
276_15841_5_94	50135	2036410	1	1
23_19084_7_114	67486	2153323	10	4
123_17794_8_71	57286	2006026	3	3
590_22695_3_204	46535	2021332	4	2
196_16288_8_37	88673	2080983	8	8
158_6673_8_23	54657	2020732	4	4
37_14410_8_18	52193	2111430	4	3
460_14936_5_67	70682	2065558	2	2
223_9789_2_42	68785	2073680	8	7
331_14410_7_57	45358	2099670	1	1
174_7054_5_2	58605	2065767	3	3
