sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000001	204415	192768	94.3023	192751	99.9912	192751	100.0000	17	0.0088	192768	100.0000	1360	0.7055	1360	100.0000	1353	99.4853	3	0.2206	1	0.0735	9231	100.0000	9231	100.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000002	128289	111313	86.7674	111289	99.9784	111288	99.9991	24	0.0216	111312	99.9991	692	0.6217	691	99.8555	685	98.9884	3	0.4335	3	0.4335	7623	100.0000	7620	100.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000003	122125	117390	96.1228	117390	100.0000	117390	100.0000	0	0.0000	117390	100.0000	383	0.3263	383	100.0000	383	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000004	113908	112539	98.7982	112500	99.9653	112499	99.9991	39	0.0347	112538	99.9991	264	0.2346	263	99.6212	259	98.1061	2	0.7576	2	0.7576	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000005	104736	101856	97.2502	101833	99.9774	101832	99.9990	23	0.0226	101855	99.9990	225	0.2209	224	99.5556	220	97.7778	3	1.3333	2	0.8889	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000006	101771	93842	92.2090	93834	99.9915	93834	100.0000	8	0.0085	93842	100.0000	90	0.0959	90	100.0000	89	98.8889	0	0.0000	1	1.1111	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000007	89589	87959	98.1806	87955	99.9955	87955	100.0000	4	0.0045	87959	100.0000	256	0.2910	256	100.0000	256	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000008	83499	82578	98.8970	82519	99.9286	82519	100.0000	59	0.0714	82578	100.0000	226	0.2737	226	100.0000	222	98.2301	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000009	82707	82008	99.1548	82000	99.9902	82000	100.0000	8	0.0098	82008	100.0000	17	0.0207	17	100.0000	13	76.4706	0	0.0000	1	5.8824	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000010	70238	70064	99.7523	70064	100.0000	70064	100.0000	0	0.0000	70064	100.0000	4	0.0057	4	100.0000	4	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000011	70202	68661	97.8049	68640	99.9694	68639	99.9985	21	0.0306	68660	99.9985	33	0.0481	32	96.9697	27	81.8182	5	15.1515	1	3.0303	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000012	67941	66365	97.6803	66345	99.9699	66345	100.0000	20	0.0301	66365	100.0000	107	0.1612	107	100.0000	103	96.2617	2	1.8692	2	1.8692	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	42_6673_8_24	ERS019422|SC|contig000013	64226	62213	96.8658	62197	99.9743	62197	100.0000	16	0.0257	62213	100.0000	253	0.4067	253	100.0000	250	98.8142	2	0.7905	1	0.3953	0	0.0000	0	0.0000	1.0000
