sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000001	346095	244954	70.7765	244688	99.8914	244688	100.0000	266	0.1086	244954	100.0000	288	0.1176	288	100.0000	28	9.7222	246	85.4167	13	4.5139	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000002	198810	141801	71.3249	141750	99.9640	141750	100.0000	51	0.0360	141801	100.0000	53	0.0374	53	100.0000	6	11.3208	42	79.2453	5	9.4340	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000003	152040	116806	76.8258	116667	99.8810	116667	100.0000	139	0.1190	116806	100.0000	140	0.1199	140	100.0000	11	7.8571	126	90.0000	3	2.1429	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000004	139330	74290	53.3195	74014	99.6285	73960	99.9270	276	0.3715	74236	99.9273	391	0.5263	337	86.1893	62	15.8568	50	12.7877	72	18.4143	10777	100.0000	12871	100.0000	0.9837
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000005	107791	59614	55.3052	59473	99.7635	59433	99.9327	141	0.2365	59574	99.9329	285	0.4781	245	85.9649	111	38.9474	105	36.8421	28	9.8246	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000006	88576	70686	79.8027	70644	99.9406	70644	100.0000	42	0.0594	70686	100.0000	44	0.0622	44	100.0000	15	34.0909	7	15.9091	21	47.7273	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000007	85683	66778	77.9361	66776	99.9970	66775	99.9985	2	0.0030	66777	99.9985	6	0.0090	5	83.3333	3	50.0000	3	50.0000	1	16.6667	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000008	77151	34323	44.4881	34277	99.8660	34269	99.9767	46	0.1340	34315	99.9767	137	0.3991	129	94.1606	98	71.5328	18	13.1387	10	7.2993	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000009	76464	59041	77.2141	59020	99.9644	59020	100.0000	21	0.0356	59041	100.0000	38	0.0644	38	100.0000	20	52.6316	3	7.8947	15	39.4737	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000010	60027	42822	71.3379	42818	99.9907	42818	100.0000	4	0.0093	42822	100.0000	6	0.0140	6	100.0000	2	33.3333	4	66.6667	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000011	59861	46923	78.3866	46851	99.8466	46849	99.9957	72	0.1534	46921	99.9957	84	0.1790	82	97.6190	19	22.6190	55	65.4762	10	11.9048	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000012	49199	15518	31.5413	15505	99.9162	15505	100.0000	13	0.0838	15518	100.0000	142	0.9151	142	100.0000	129	90.8451	11	7.7465	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000013	48716	23371	47.9740	23354	99.9273	23354	100.0000	17	0.0727	23371	100.0000	17	0.0727	17	100.0000	0	0.0000	17	100.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000014	46832	34973	74.6776	34962	99.9685	34962	100.0000	11	0.0315	34973	100.0000	13	0.0372	13	100.0000	2	15.3846	3	23.0769	3	23.0769	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000015	46688	27766	59.4714	27739	99.9028	27739	100.0000	27	0.0972	27766	100.0000	54	0.1945	54	100.0000	30	55.5556	19	35.1852	3	5.5556	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000016	45286	33063	73.0093	33061	99.9940	33061	100.0000	2	0.0060	33063	100.0000	3	0.0091	3	100.0000	1	33.3333	1	33.3333	1	33.3333	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000017	44768	34821	77.7810	34815	99.9828	34815	100.0000	6	0.0172	34821	100.0000	8	0.0230	8	100.0000	6	75.0000	1	12.5000	1	12.5000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000018	43787	20111	45.9292	20090	99.8956	20089	99.9950	21	0.1044	20110	99.9950	35	0.1740	34	97.1429	17	48.5714	4	11.4286	8	22.8571	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000019	42369	29326	69.2157	29265	99.7920	29265	100.0000	61	0.2080	29326	100.0000	64	0.2182	64	100.0000	9	14.0625	18	28.1250	36	56.2500	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000020	41812	36210	86.6019	36166	99.8785	36164	99.9945	44	0.1215	36208	99.9945	56	0.1547	54	96.4286	18	32.1429	34	60.7143	4	7.1429	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000021	40532	22382	55.2206	22381	99.9955	22359	99.9017	1	0.0045	22360	99.9017	59	0.2636	37	62.7119	36	61.0169	22	37.2881	1	1.6949	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000022	40133	29665	73.9167	29662	99.9899	29662	100.0000	3	0.0101	29665	100.0000	4	0.0135	4	100.0000	1	25.0000	3	75.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000023	36114	29746	82.3669	29745	99.9966	29745	100.0000	1	0.0034	29746	100.0000	3	0.0101	3	100.0000	2	66.6667	0	0.0000	1	33.3333	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000024	25115	20692	82.3890	20689	99.9855	20689	100.0000	3	0.0145	20692	100.0000	4	0.0193	4	100.0000	1	25.0000	3	75.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
