sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000001	346095	200956	58.0638	200704	99.8746	200703	99.9995	252	0.1254	200955	99.9995	273	0.1359	272	99.6337	29	10.6227	220	80.5861	23	8.4249	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000002	198810	118647	59.6786	118594	99.9553	118594	100.0000	53	0.0447	118647	100.0000	56	0.0472	56	100.0000	7	12.5000	45	80.3571	4	7.1429	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000003	152040	91933	60.4663	91858	99.9184	91858	100.0000	75	0.0816	91933	100.0000	75	0.0816	75	100.0000	5	6.6667	70	93.3333	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000004	139330	69887	50.1593	69627	99.6280	69559	99.9023	260	0.3720	69817	99.8998	363	0.5194	293	80.7163	67	18.4573	45	12.3967	127	34.9862	10777	0.0000	7119	0.0000	0.8716
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000005	107791	52863	49.0421	52666	99.6273	52617	99.9070	197	0.3727	52814	99.9073	398	0.7529	349	87.6884	159	39.9497	117	29.3970	49	12.3116	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000006	88576	57278	64.6654	57249	99.9494	57249	100.0000	29	0.0506	57278	100.0000	31	0.0541	31	100.0000	17	54.8387	5	16.1290	9	29.0323	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000007	85683	53297	62.2025	53296	99.9981	53295	99.9981	1	0.0019	53296	99.9981	5	0.0094	4	80.0000	3	60.0000	2	40.0000	1	20.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000008	77151	30353	39.3423	30307	99.8484	30303	99.9868	46	0.1516	30349	99.9868	133	0.4382	129	96.9925	94	70.6767	15	11.2782	15	11.2782	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000009	76464	47911	62.6582	47890	99.9562	47890	100.0000	21	0.0438	47911	100.0000	38	0.0793	38	100.0000	20	52.6316	9	23.6842	9	23.6842	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000010	60027	35388	58.9535	35385	99.9915	35385	100.0000	3	0.0085	35388	100.0000	5	0.0141	5	100.0000	2	40.0000	2	40.0000	1	20.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000011	59861	38958	65.0808	38902	99.8563	38900	99.9949	56	0.1437	38956	99.9949	62	0.1591	60	96.7742	4	6.4516	56	90.3226	2	3.2258	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000012	49199	12263	24.9253	12252	99.9103	12252	100.0000	11	0.0897	12263	100.0000	116	0.9459	116	100.0000	105	90.5172	10	8.6207	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000013	48716	30794	63.2113	30751	99.8604	30751	100.0000	43	0.1396	30794	100.0000	45	0.1461	45	100.0000	2	4.4444	42	93.3333	1	2.2222	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000014	46832	30002	64.0630	29994	99.9733	29994	100.0000	8	0.0267	30002	100.0000	10	0.0333	10	100.0000	2	20.0000	3	30.0000	1	10.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000015	46688	22087	47.3077	22064	99.8959	22064	100.0000	23	0.1041	22087	100.0000	58	0.2626	58	100.0000	37	63.7931	19	32.7586	0	0.0000	0	0.0000	0	0.0000	1.0000
