sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000001	346095	236458	68.3217	236153	99.8710	236151	99.9992	305	0.1290	236456	99.9992	323	0.1366	321	99.3808	24	7.4303	72	22.2910	224	69.3498	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000002	198810	134132	67.4674	133998	99.9001	133998	100.0000	134	0.0999	134132	100.0000	137	0.1021	137	100.0000	9	6.5693	84	61.3139	44	32.1168	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000003	152040	108579	71.4148	108385	99.8213	108384	99.9991	194	0.1787	108578	99.9991	196	0.1805	195	99.4898	8	4.0816	78	39.7959	109	55.6122	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000004	139330	68072	48.8567	67968	99.8472	67933	99.9485	104	0.1528	68037	99.9486	163	0.2395	128	78.5276	34	20.8589	52	31.9018	42	25.7669	0	0.0000	19088	0.0000	0.8630
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000005	107791	49408	45.8369	49261	99.7025	49241	99.9594	147	0.2975	49388	99.9595	238	0.4817	218	91.5966	80	33.6134	31	13.0252	89	37.3950	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000006	88576	66994	75.6345	66944	99.9254	66944	100.0000	50	0.0746	66994	100.0000	53	0.0791	53	100.0000	15	28.3019	29	54.7170	9	16.9811	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000007	85683	63123	73.6704	63094	99.9541	63094	100.0000	29	0.0459	63123	100.0000	32	0.0507	32	100.0000	3	9.3750	27	84.3750	2	6.2500	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000008	77151	27557	35.7183	27511	99.8331	27506	99.9818	46	0.1669	27552	99.9819	94	0.3411	89	94.6809	57	60.6383	18	19.1489	15	15.9574	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000009	76464	54964	71.8822	54947	99.9691	54947	100.0000	17	0.0309	54964	100.0000	34	0.0619	34	100.0000	23	67.6471	2	5.8824	9	26.4706	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000010	60027	39363	65.5755	39356	99.9822	39356	100.0000	7	0.0178	39363	100.0000	9	0.0229	9	100.0000	3	33.3333	4	44.4444	2	22.2222	0	0.0000	0	0.0000	1.0000
