sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000001	346095	245985	71.0744	245740	99.9004	245740	100.0000	245	0.0996	245985	100.0000	266	0.1081	266	100.0000	27	10.1504	224	84.2105	13	4.8872	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000002	198810	141119	70.9818	141060	99.9582	141060	100.0000	59	0.0418	141119	100.0000	61	0.0432	61	100.0000	6	9.8361	52	85.2459	3	4.9180	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000003	152040	116274	76.4759	116152	99.8951	116152	100.0000	122	0.1049	116274	100.0000	123	0.1058	123	100.0000	11	8.9431	109	88.6179	3	2.4390	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000004	139330	72327	51.9106	72254	99.8991	72248	99.9917	73	0.1009	72321	99.9917	111	0.1535	105	94.5946	32	28.8288	26	23.4234	23	20.7207	19088	58.6756	12871	100.0000	0.9008
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000005	107791	58569	54.3357	58435	99.7712	58399	99.9384	134	0.2288	58533	99.9385	264	0.4508	228	86.3636	101	38.2576	95	35.9848	24	9.0909	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000006	88576	71081	80.2486	71039	99.9409	71039	100.0000	42	0.0591	71081	100.0000	45	0.0633	45	100.0000	18	40.0000	7	15.5556	20	44.4444	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000007	85683	66489	77.5988	66487	99.9970	66487	100.0000	2	0.0030	66489	100.0000	5	0.0075	5	100.0000	3	60.0000	2	40.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000008	77151	33794	43.8024	33747	99.8609	33743	99.9881	47	0.1391	33790	99.9882	132	0.3906	128	96.9697	93	70.4545	17	12.8788	10	7.5758	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000009	76464	58999	77.1592	58972	99.9542	58972	100.0000	27	0.0458	58999	100.0000	44	0.0746	44	100.0000	22	50.0000	9	20.4545	13	29.5455	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	119_14673_1_59	ERS558078|SC|contig000010	60027	43924	73.1737	43920	99.9909	43920	100.0000	4	0.0091	43924	100.0000	6	0.0137	6	100.0000	3	50.0000	3	50.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
