scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	243	857978	6	6
GCF_000154285.1_ASM15428v1_genomic	2157	655363	60	26
GCF_000742135.1_ASM74213v1_genomic	5544147	5545784	2667	12
GCF_016902345.1_ASM1690234v1_genomic	545	306753	13	7
GCF_000020225.1_ASM2022v1_genomic	147	2664102	2	2
GCF_029023785.1_ASM2902378v1_genomic	23478	2672229	347	25
GCF_000160055.1_ASM16005v1_genomic	7081	1895960	294	88
GCF_002234575.2_ASM223457v2_genomic	3581	6570176	119	111
GCF_003641185.1_ASM364118v1_genomic	21463	3671373	535	109
GCF_025151215.1_ASM2515121v1_genomic	66512	4377447	78	77
GCF_025147485.1_ASM2514748v1_genomic	84293	4629452	730	685
