scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	3222	2790727	144	140
GCF_000154285.1_ASM15428v1_genomic	4588	655363	62	28
GCF_016902345.1_ASM1690234v1_genomic	2579	309562	15	15
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_003641185.1_ASM364118v1_genomic	21463	3671373	535	109
GCF_029023785.1_ASM2902378v1_genomic	2672179	2672229	26	25
GCF_000160055.1_ASM16005v1_genomic	535630	1895960	2323	1881
GCF_000742135.1_ASM74213v1_genomic	285448	5529453	4797	660
GCF_025147485.1_ASM2514748v1_genomic	20887	4629452	655	611
GCF_002234575.2_ASM223457v2_genomic	2596011	6570176	99716	92301
GCF_025151215.1_ASM2515121v1_genomic	0	4377447	0	0
