# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./gtdb_rep_references/GCF_000020225.1_ASM2022v1_genomic.fna ./gtdb_rep_references/GCF_000154285.1_ASM15428v1_genomic.fna ./gtdb_rep_references/GCF_000160055.1_ASM16005v1_genomic.fna ./gtdb_rep_references/GCF_000742135.1_ASM74213v1_genomic.fna ./gtdb_rep_references/GCF_002234575.2_ASM223457v2_genomic.fna ./gtdb_rep_references/GCF_003641185.1_ASM364118v1_genomic.fna ./gtdb_rep_references/GCF_016902345.1_ASM1690234v1_genomic.fna ./gtdb_rep_references/GCF_025147485.1_ASM2514748v1_genomic.fna ./gtdb_rep_references/GCF_025151215.1_ASM2515121v1_genomic.fna ./gtdb_rep_references/GCF_028539415.1_ASM2853941v1_genomic.fna ./gtdb_rep_references/GCF_029023785.1_ASM2902378v1_genomic.fna --tran-genome ./gtdb_rep_references/GCF_003641185.1_ASM364118v1_genomic.fna -d 50 -b 10000 -n 5 -o sim_d50_ref_GCF_003641185.1_ASM364118v1_genomic --prefix sim_d50_ref_GCF_003641185.1_ASM364118v1_genomic
genome,propA,propB,distance
GCF_000020225.1_ASM2022v1_genomic,0.058719734056060915,0.0,9870
GCF_000154285.1_ASM15428v1_genomic,0.0,0.0,9962
GCF_000160055.1_ASM16005v1_genomic,0.6218462972371781,0.37701898953426427,9908
GCF_000742135.1_ASM74213v1_genomic,0.008768891854588928,0.0,10120
GCF_002234575.2_ASM223457v2_genomic,0.1783405731950274,0.0,9962
GCF_003641185.1_ASM364118v1_genomic,0.06793838225074385,0.1668472450348381,50
GCF_016902345.1_ASM1690234v1_genomic,0.0,0.0,10015
GCF_025147485.1_ASM2514748v1_genomic,0.04726698650106854,0.17384137948528613,10050
GCF_025151215.1_ASM2515121v1_genomic,0.0,0.0,9908
GCF_028539415.1_ASM2853941v1_genomic,0.0,0.2822923859456115,10018
GCF_029023785.1_ASM2902378v1_genomic,0.01711913490533226,0.0,9860
