# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./gtdb_rep_references/GCF_000020225.1_ASM2022v1_genomic.fna ./gtdb_rep_references/GCF_000154285.1_ASM15428v1_genomic.fna ./gtdb_rep_references/GCF_000160055.1_ASM16005v1_genomic.fna ./gtdb_rep_references/GCF_000742135.1_ASM74213v1_genomic.fna ./gtdb_rep_references/GCF_002234575.2_ASM223457v2_genomic.fna ./gtdb_rep_references/GCF_003641185.1_ASM364118v1_genomic.fna ./gtdb_rep_references/GCF_016902345.1_ASM1690234v1_genomic.fna ./gtdb_rep_references/GCF_025147485.1_ASM2514748v1_genomic.fna ./gtdb_rep_references/GCF_025151215.1_ASM2515121v1_genomic.fna ./gtdb_rep_references/GCF_028539415.1_ASM2853941v1_genomic.fna ./gtdb_rep_references/GCF_029023785.1_ASM2902378v1_genomic.fna --tran-genome ./gtdb_rep_references/GCF_000154285.1_ASM15428v1_genomic.fna -d 5 -b 10000 -n 5 -o sim_d5_ref_GCF_000154285.1_ASM15428v1_genomic --prefix sim_d5_ref_GCF_000154285.1_ASM15428v1_genomic
genome,propA,propB,distance
GCF_000020225.1_ASM2022v1_genomic,0.0,0.47697922820441574,10010
GCF_000154285.1_ASM15428v1_genomic,0.4417565101599624,0.07225012002410154,5
GCF_000160055.1_ASM16005v1_genomic,0.0,0.0,9786
GCF_000742135.1_ASM74213v1_genomic,0.5582434898400376,0.0,10043
GCF_002234575.2_ASM223457v2_genomic,0.0,0.0,10001
GCF_003641185.1_ASM364118v1_genomic,0.0,0.25132610924196924,10055
GCF_016902345.1_ASM1690234v1_genomic,0.0,0.0,10065
GCF_025147485.1_ASM2514748v1_genomic,0.0,0.0,10044
GCF_025151215.1_ASM2515121v1_genomic,0.0,0.04215878367363176,9869
GCF_028539415.1_ASM2853941v1_genomic,0.0,0.1572857588558819,9934
GCF_029023785.1_ASM2902378v1_genomic,0.0,0.0,9873
