scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	82336	3169492	2193	2088
GCF_002234575.2_ASM223457v2_genomic	6591449	6614036	36	2
GCF_000154285.1_ASM15428v1_genomic	13194	713736	73	36
GCF_000742135.1_ASM74213v1_genomic	5544550	5545784	8232	1650
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_000160055.1_ASM16005v1_genomic	7081	1895960	294	88
GCF_003641185.1_ASM364118v1_genomic	3669656	3671373	5205	4937
GCF_025147485.1_ASM2514748v1_genomic	62792	4629452	54	53
GCF_025151215.1_ASM2515121v1_genomic	70842	4377447	152	146
GCF_029023785.1_ASM2902378v1_genomic	2159015	2672229	7522	6375
GCF_028539415.1_ASM2853941v1_genomic	0	5489	0	0
