scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	90595	3169492	2198	2092
GCF_028539415.1_ASM2853941v1_genomic	1725	857978	4	3
GCF_000154285.1_ASM15428v1_genomic	21765	691831	48	27
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_000160055.1_ASM16005v1_genomic	7384	1895960	246	19
GCF_000742135.1_ASM74213v1_genomic	271083	5529453	6477	2387
GCF_003641185.1_ASM364118v1_genomic	164251	3671373	1239	877
GCF_025151215.1_ASM2515121v1_genomic	65606	4377447	54	54
GCF_025147485.1_ASM2514748v1_genomic	4629445	4629452	4882	4845
GCF_029023785.1_ASM2902378v1_genomic	2672221	2672229	248	241
GCF_002234575.2_ASM223457v2_genomic	2371835	6570176	90183	83359
