scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	1621	857978	5	2
GCF_000742135.1_ASM74213v1_genomic	5080911	5545784	143899	49939
GCF_000154285.1_ASM15428v1_genomic	2157	655363	60	26
GCF_016902345.1_ASM1690234v1_genomic	545	306753	13	13
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_002234575.2_ASM223457v2_genomic	3581	6570176	119	111
GCF_029023785.1_ASM2902378v1_genomic	24743	2672229	359	108
GCF_003641185.1_ASM364118v1_genomic	163782	3671373	1286	877
GCF_000160055.1_ASM16005v1_genomic	535630	1895960	2252	1862
GCF_025147485.1_ASM2514748v1_genomic	22397	4629452	656	595
GCF_025151215.1_ASM2515121v1_genomic	0	4377447	0	0
