# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./gtdb_rep_references/GCF_000020225.1_ASM2022v1_genomic.fna ./gtdb_rep_references/GCF_000154285.1_ASM15428v1_genomic.fna ./gtdb_rep_references/GCF_000160055.1_ASM16005v1_genomic.fna ./gtdb_rep_references/GCF_000742135.1_ASM74213v1_genomic.fna ./gtdb_rep_references/GCF_002234575.2_ASM223457v2_genomic.fna ./gtdb_rep_references/GCF_003641185.1_ASM364118v1_genomic.fna ./gtdb_rep_references/GCF_016902345.1_ASM1690234v1_genomic.fna ./gtdb_rep_references/GCF_025147485.1_ASM2514748v1_genomic.fna ./gtdb_rep_references/GCF_025151215.1_ASM2515121v1_genomic.fna ./gtdb_rep_references/GCF_028539415.1_ASM2853941v1_genomic.fna ./gtdb_rep_references/GCF_029023785.1_ASM2902378v1_genomic.fna --tran-genome ./gtdb_rep_references/GCF_000160055.1_ASM16005v1_genomic.fna -d 5 -b 10000 -n 5 -o sim_d5_ref_GCF_000160055.1_ASM16005v1_genomic --prefix sim_d5_ref_GCF_000160055.1_ASM16005v1_genomic
genome,propA,propB,distance
GCF_000020225.1_ASM2022v1_genomic,0.0,0.16052491856332352,10080
GCF_000154285.1_ASM15428v1_genomic,0.0,0.0,9935
GCF_000160055.1_ASM16005v1_genomic,0.5036062664575698,0.031417829237428904,5
GCF_000742135.1_ASM74213v1_genomic,0.0,0.0,9920
GCF_002234575.2_ASM223457v2_genomic,0.0,0.0,9961
GCF_003641185.1_ASM364118v1_genomic,0.17689718020277467,0.0,10014
GCF_016902345.1_ASM1690234v1_genomic,0.0,0.0,9962
GCF_025147485.1_ASM2514748v1_genomic,0.0,0.0,9878
GCF_025151215.1_ASM2515121v1_genomic,0.0,0.0,9908
GCF_028539415.1_ASM2853941v1_genomic,0.3194965533396556,0.0,9991
GCF_029023785.1_ASM2902378v1_genomic,0.0,0.8080572521992476,9952
