# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./gtdb_rep_references/GCF_000020225.1_ASM2022v1_genomic.fna ./gtdb_rep_references/GCF_000154285.1_ASM15428v1_genomic.fna ./gtdb_rep_references/GCF_000160055.1_ASM16005v1_genomic.fna ./gtdb_rep_references/GCF_000742135.1_ASM74213v1_genomic.fna ./gtdb_rep_references/GCF_002234575.2_ASM223457v2_genomic.fna ./gtdb_rep_references/GCF_003641185.1_ASM364118v1_genomic.fna ./gtdb_rep_references/GCF_016902345.1_ASM1690234v1_genomic.fna ./gtdb_rep_references/GCF_025147485.1_ASM2514748v1_genomic.fna ./gtdb_rep_references/GCF_025151215.1_ASM2515121v1_genomic.fna ./gtdb_rep_references/GCF_028539415.1_ASM2853941v1_genomic.fna ./gtdb_rep_references/GCF_029023785.1_ASM2902378v1_genomic.fna --tran-genome ./gtdb_rep_references/GCF_000154285.1_ASM15428v1_genomic.fna -d 50 -b 10000 -n 5 -o sim_d50_ref_GCF_000154285.1_ASM15428v1_genomic --prefix sim_d50_ref_GCF_000154285.1_ASM15428v1_genomic
genome,propA,propB,distance
GCF_000020225.1_ASM2022v1_genomic,0.0,0.0,9935
GCF_000154285.1_ASM15428v1_genomic,0.33403864479232764,0.14781931572657644,50
GCF_000160055.1_ASM16005v1_genomic,0.1466678222582927,0.0,10032
GCF_000742135.1_ASM74213v1_genomic,0.08569483748628394,0.249908996668844,10067
GCF_002234575.2_ASM223457v2_genomic,0.08383966206897343,0.0,10040
GCF_003641185.1_ASM364118v1_genomic,0.1734454222973023,0.0,10011
GCF_016902345.1_ASM1690234v1_genomic,0.0,0.0,10100
GCF_025147485.1_ASM2514748v1_genomic,0.17631361109682006,0.0,10110
GCF_025151215.1_ASM2515121v1_genomic,0.0,0.6022716876045795,10101
GCF_028539415.1_ASM2853941v1_genomic,0.0,0.0,9888
GCF_029023785.1_ASM2902378v1_genomic,0.0,0.0,10007
