scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	3581	2790727	156	152
GCF_000154285.1_ASM15428v1_genomic	2189753	2191053	9	1
GCF_016902345.1_ASM1690234v1_genomic	19481	362532	13	13
GCF_000020225.1_ASM2022v1_genomic	1022	2664102	35	34
GCF_025147485.1_ASM2514748v1_genomic	750	4629452	12	12
GCF_000160055.1_ASM16005v1_genomic	7081	1895960	294	88
GCF_029023785.1_ASM2902378v1_genomic	23478	2672229	347	25
GCF_002234575.2_ASM223457v2_genomic	5505	6570176	119	111
GCF_003641185.1_ASM364118v1_genomic	25504	3671373	477	144
GCF_000742135.1_ASM74213v1_genomic	4085016	5529453	137567	125659
GCF_025151215.1_ASM2515121v1_genomic	5701	4377447	95	93
