scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	6775979	6778473	62	28
GCF_000154285.1_ASM15428v1_genomic	4514	655363	62	28
GCF_016902345.1_ASM1690234v1_genomic	2359	309562	14	14
GCF_000020225.1_ASM2022v1_genomic	1022	2664102	36	35
GCF_003641185.1_ASM364118v1_genomic	21463	3671373	535	109
GCF_000742135.1_ASM74213v1_genomic	285201	5529453	6164	716
GCF_029023785.1_ASM2902378v1_genomic	2672217	2672229	4937	4866
GCF_002234575.2_ASM223457v2_genomic	2595814	6570176	99649	92230
GCF_025147485.1_ASM2514748v1_genomic	1915	4629452	0	0
GCF_000160055.1_ASM16005v1_genomic	535630	1895960	2214	1800
GCF_025151215.1_ASM2515121v1_genomic	0	4377447	0	0
