scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	4668	2790727	154	147
GCF_000154285.1_ASM15428v1_genomic	2655	691831	26	9
GCF_016902345.1_ASM1690234v1_genomic	545	306753	12	7
GCF_000020225.1_ASM2022v1_genomic	147	2664102	2	0
GCF_000160055.1_ASM16005v1_genomic	7081	1895960	294	88
GCF_002234575.2_ASM223457v2_genomic	3581	6570176	119	111
GCF_003641185.1_ASM364118v1_genomic	21463	3671373	535	109
GCF_029023785.1_ASM2902378v1_genomic	2672209	2672229	11	3
GCF_025147485.1_ASM2514748v1_genomic	64310	4629452	68	58
GCF_000742135.1_ASM74213v1_genomic	285448	5529453	4787	766
GCF_025151215.1_ASM2515121v1_genomic	65064	4377447	145	142
