scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	6768652	6778473	4993	4905
GCF_016902345.1_ASM1690234v1_genomic	19938	362532	63	57
GCF_000154285.1_ASM15428v1_genomic	38498	1766044	602	534
GCF_000020225.1_ASM2022v1_genomic	2664067	2664102	22	22
GCF_000160055.1_ASM16005v1_genomic	7081	1895960	294	88
GCF_002234575.2_ASM223457v2_genomic	6125	6570176	124	32
GCF_003641185.1_ASM364118v1_genomic	25504	3671373	485	94
GCF_000742135.1_ASM74213v1_genomic	4085014	5529453	137561	125375
GCF_025147485.1_ASM2514748v1_genomic	61230	4629452	61	57
GCF_025151215.1_ASM2515121v1_genomic	4377430	4377447	4817	4790
GCF_029023785.1_ASM2902378v1_genomic	2672180	2672229	5084	4745
