sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
sampleA	sampleB	GCF_000020225.1_ASM2022v1_genomic	NC_010655.1	2664102	2620734	98.3721	2620709	99.9990	2615846	99.8144	25	0.0010	2615871	99.8144	4888	0.1865	25	0.5115	0	0.0000	0	0.0000	4888	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483477.1	453733	434670	95.7986	434650	99.9954	434597	99.9878	20	0.0046	434617	99.9878	73	0.0168	20	27.3973	0	0.0000	20	27.3973	53	72.6027	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483474.1	365126	357137	97.8120	357110	99.9924	357066	99.9877	27	0.0076	357093	99.9877	71	0.0199	27	38.0282	0	0.0000	27	38.0282	44	61.9718	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483475.1	291535	287693	98.6821	287693	100.0000	287663	99.9896	0	0.0000	287663	99.9896	30	0.0104	0	0.0000	0	0.0000	0	0.0000	30	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483478.1	278946	263248	94.3724	263220	99.9894	263187	99.9875	28	0.0106	263215	99.9875	61	0.0232	28	45.9016	0	0.0000	28	45.9016	33	54.0984	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483473.1	200149	183297	91.5803	182916	99.7921	182893	99.9874	381	0.2079	183274	99.9875	404	0.2204	381	94.3069	0	0.0000	381	94.3069	23	5.6931	7881	0.0000	0	0.0000	0.9606
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483476.1	180925	178398	98.6033	178398	100.0000	178375	99.9871	0	0.0000	178375	99.9871	23	0.0129	0	0.0000	0	0.0000	0	0.0000	23	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483460.1	107844	105542	97.8654	105363	99.8304	105349	99.9867	179	0.1696	105528	99.9867	193	0.1829	179	92.7461	0	0.0000	179	92.7461	14	7.2539	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483470.1	84800	78444	92.5047	78444	100.0000	78429	99.9809	0	0.0000	78429	99.9809	15	0.0191	0	0.0000	0	0.0000	0	0.0000	15	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483463.1	60196	50493	83.8810	50493	100.0000	50487	99.9881	0	0.0000	50487	99.9881	6	0.0119	0	0.0000	0	0.0000	0	0.0000	6	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483462.1	58373	50149	85.9113	49945	99.5932	49941	99.9920	204	0.4068	50145	99.9920	208	0.4148	204	98.0769	0	0.0000	204	98.0769	4	1.9231	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483467.1	44434	44421	99.9707	44421	100.0000	44414	99.9842	0	0.0000	44414	99.9842	7	0.0158	0	0.0000	0	0.0000	0	0.0000	7	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483466.1	36468	36438	99.9177	36438	100.0000	36435	99.9918	0	0.0000	36435	99.9918	3	0.0082	0	0.0000	0	0.0000	0	0.0000	3	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483468.1	8857	8801	99.3677	8752	99.4432	8751	99.9886	49	0.5568	8800	99.9886	50	0.5681	49	98.0000	0	0.0000	49	98.0000	1	2.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483471.1	6434	822	12.7759	822	100.0000	822	100.0000	0	0.0000	822	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483472.1	5239	5179	98.8547	5179	100.0000	5178	99.9807	0	0.0000	5178	99.9807	1	0.0193	0	0.0000	0	0.0000	0	0.0000	1	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483464.1	2214	937	42.3216	937	100.0000	937	100.0000	0	0.0000	937	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483465.1	2208	2151	97.4185	2151	100.0000	2151	100.0000	0	0.0000	2151	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483469.1	2091	2040	97.5610	2040	100.0000	2039	99.9510	0	0.0000	2039	99.9510	1	0.0490	0	0.0000	0	0.0000	0	0.0000	1	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000154285.1_ASM15428v1_genomic	NZ_DS483461.1	1481	767	51.7893	767	100.0000	767	100.0000	0	0.0000	767	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000742135.1_ASM74213v1_genomic	NZ_KN046818.1	5284261	4182419	79.1486	4096844	97.9539	3907127	95.3692	85575	2.0461	3988904	95.3731	275292	6.5821	81777	29.7055	5742	2.0858	3872	1.4065	264996	96.2600	0	0.0000	345210	0.0000	0.9347
sampleA	sampleB	GCF_000742135.1_ASM74213v1_genomic	NZ_KN046819.1	106842	2510	2.3493	2476	98.6454	2339	94.4669	34	1.3546	2372	94.5020	171	6.8127	33	19.2982	0	0.0000	23	13.4503	138	80.7018	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000742135.1_ASM74213v1_genomic	NZ_KN046820.1	95930	6719	7.0041	6585	98.0057	6345	96.3554	134	1.9943	6474	96.3536	374	5.5663	129	34.4920	9	2.4064	50	13.3690	281	75.1337	0	0.0000	21120	0.0000	0.7798
sampleA	sampleB	GCF_000742135.1_ASM74213v1_genomic	NZ_KN046821.1	42420	533	1.2565	533	100.0000	467	87.6173	0	0.0000	467	87.6173	66	12.3827	0	0.0000	0	0.0000	0	0.0000	66	100.0000	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_000742135.1_ASM74213v1_genomic	NZ_KN046822.1	16331	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	16331	0.0000	0.0000
sampleA	sampleB	GCF_029023785.1_ASM2902378v1_genomic	NZ_CP118955.1	2529607	2410503	95.2916	2399853	99.5582	2395311	99.8107	10650	0.4418	2405943	99.8108	15192	0.6302	10632	69.9842	0	0.0000	10633	69.9908	4571	30.0882	0	0.0000	0	0.0000	1.0000
sampleA	sampleB	GCF_029023785.1_ASM2902378v1_genomic	NZ_CP118956.1	142622	115740	81.1516	114368	98.8146	114139	99.7998	1372	1.1854	115510	99.8013	1601	1.3833	1371	85.6340	1	0.0625	1297	81.0119	302	18.8632	0	0.0000	0	0.0000	1.0000
