# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./gtdb_rep_references/GCF_000020225.1_ASM2022v1_genomic.fna ./gtdb_rep_references/GCF_000154285.1_ASM15428v1_genomic.fna ./gtdb_rep_references/GCF_000160055.1_ASM16005v1_genomic.fna ./gtdb_rep_references/GCF_000742135.1_ASM74213v1_genomic.fna ./gtdb_rep_references/GCF_002234575.2_ASM223457v2_genomic.fna ./gtdb_rep_references/GCF_003641185.1_ASM364118v1_genomic.fna ./gtdb_rep_references/GCF_016902345.1_ASM1690234v1_genomic.fna ./gtdb_rep_references/GCF_025147485.1_ASM2514748v1_genomic.fna ./gtdb_rep_references/GCF_025151215.1_ASM2515121v1_genomic.fna ./gtdb_rep_references/GCF_028539415.1_ASM2853941v1_genomic.fna ./gtdb_rep_references/GCF_029023785.1_ASM2902378v1_genomic.fna --tran-genome ./gtdb_rep_references/GCF_000154285.1_ASM15428v1_genomic.fna -d 500 -b 10000 -n 5 -o sim_d500_ref_GCF_000154285.1_ASM15428v1_genomic --prefix sim_d500_ref_GCF_000154285.1_ASM15428v1_genomic
genome,propA,propB,distance
GCF_000020225.1_ASM2022v1_genomic,0.850180249076578,0.0465124027350925,9975
GCF_000154285.1_ASM15428v1_genomic,0.07455563947616738,0.4584071923460238,500
GCF_000160055.1_ASM16005v1_genomic,0.0,0.0,10064
GCF_000742135.1_ASM74213v1_genomic,0.05123243512842448,0.0,9927
GCF_002234575.2_ASM223457v2_genomic,0.0,0.0,10027
GCF_003641185.1_ASM364118v1_genomic,0.0,0.0,10014
GCF_016902345.1_ASM1690234v1_genomic,0.0,0.4797986670683491,10118
GCF_025147485.1_ASM2514748v1_genomic,0.0,0.0,9981
GCF_025151215.1_ASM2515121v1_genomic,0.0,0.0,9875
GCF_028539415.1_ASM2853941v1_genomic,0.0,0.0,9860
GCF_029023785.1_ASM2902378v1_genomic,0.024031676318830155,0.015281737850534688,9982
