scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_000154285.1_ASM15428v1_genomic	2157	655363	60	26
GCF_016902345.1_ASM1690234v1_genomic	545	306753	13	13
GCF_000020225.1_ASM2022v1_genomic	2483240	2664102	2182	2163
GCF_000742135.1_ASM74213v1_genomic	271083	5529453	6477	2387
GCF_002234575.2_ASM223457v2_genomic	3581	6570176	119	111
GCF_003641185.1_ASM364118v1_genomic	25504	3671373	484	162
GCF_028539415.1_ASM2853941v1_genomic	0	5489	0	0
GCF_025147485.1_ASM2514748v1_genomic	59399	4629452	1	0
GCF_029023785.1_ASM2902378v1_genomic	2469339	2672229	11327	10185
GCF_000160055.1_ASM16005v1_genomic	482810	1895960	1285	881
GCF_025151215.1_ASM2515121v1_genomic	4377386	4377447	3	2
