scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	6776457	6778473	287	242
GCF_016902345.1_ASM1690234v1_genomic	19886	362532	63	56
GCF_000154285.1_ASM15428v1_genomic	38565	1766044	608	542
GCF_000020225.1_ASM2022v1_genomic	147	2664102	2	2
GCF_000160055.1_ASM16005v1_genomic	7384	1895960	240	19
GCF_003641185.1_ASM364118v1_genomic	164755	3671373	1160	882
GCF_002234575.2_ASM223457v2_genomic	6002	6570176	97	20
GCF_025151215.1_ASM2515121v1_genomic	176	4377447	0	0
GCF_025147485.1_ASM2514748v1_genomic	1723	4629452	9	0
GCF_000742135.1_ASM74213v1_genomic	285448	5529453	4323	651
GCF_029023785.1_ASM2902378v1_genomic	2672216	2672229	5198	4864
