scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	6774636	6778473	5005	4957
GCF_000154285.1_ASM15428v1_genomic	2157	655363	60	26
GCF_016902345.1_ASM1690234v1_genomic	545	306753	13	13
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_029023785.1_ASM2902378v1_genomic	24743	2672229	359	95
GCF_000742135.1_ASM74213v1_genomic	271083	5529453	6477	2387
GCF_003641185.1_ASM364118v1_genomic	21463	3671373	535	109
GCF_002234575.2_ASM223457v2_genomic	3581	6570176	119	111
GCF_000160055.1_ASM16005v1_genomic	535630	1895960	2200	1751
GCF_025151215.1_ASM2515121v1_genomic	70978	4377447	101	89
GCF_025147485.1_ASM2514748v1_genomic	4629446	4629452	252	251
