scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	3782620	3787014	5527	5061
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_000742135.1_ASM74213v1_genomic	271103	5529453	6475	2387
GCF_002234575.2_ASM223457v2_genomic	5710	6570176	121	113
GCF_000154285.1_ASM15428v1_genomic	21417	655363	80	45
GCF_000160055.1_ASM16005v1_genomic	1895768	1895960	114	25
GCF_028539415.1_ASM2853941v1_genomic	0	5489	0	0
GCF_025151215.1_ASM2515121v1_genomic	0	4377447	0	0
GCF_029023785.1_ASM2902378v1_genomic	2672173	2672229	4968	4898
GCF_003641185.1_ASM364118v1_genomic	3671337	3671373	4944	4877
GCF_025147485.1_ASM2514748v1_genomic	0	4629452	0	0
