scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_000154285.1_ASM15428v1_genomic	2190075	2191053	31	22
GCF_016902345.1_ASM1690234v1_genomic	19756	362532	13	13
GCF_000742135.1_ASM74213v1_genomic	5544332	5545784	7450	1769
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_000160055.1_ASM16005v1_genomic	7384	1895960	166	21
GCF_029023785.1_ASM2902378v1_genomic	23478	2672229	347	25
GCF_002234575.2_ASM223457v2_genomic	5821	6570176	60	11
GCF_003641185.1_ASM364118v1_genomic	164430	3671373	1132	891
GCF_028539415.1_ASM2853941v1_genomic	0	5489	0	0
GCF_025151215.1_ASM2515121v1_genomic	69953	4377447	167	157
GCF_025147485.1_ASM2514748v1_genomic	64278	4629452	82	74
