scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	6776341	6778473	22	0
GCF_000154285.1_ASM15428v1_genomic	2157	655363	60	26
GCF_016902345.1_ASM1690234v1_genomic	545	306753	13	13
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_000160055.1_ASM16005v1_genomic	7081	1895960	294	88
GCF_002234575.2_ASM223457v2_genomic	3581	6570176	119	111
GCF_025151215.1_ASM2515121v1_genomic	5713	4377447	92	89
GCF_003641185.1_ASM364118v1_genomic	164430	3671373	1132	893
GCF_029023785.1_ASM2902378v1_genomic	2672219	2672229	4872	4817
GCF_000742135.1_ASM74213v1_genomic	285448	5529453	4281	657
GCF_025147485.1_ASM2514748v1_genomic	2214	4629452	12	1
