scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_000742135.1_ASM74213v1_genomic	5544439	5545784	18129	185
GCF_016902345.1_ASM1690234v1_genomic	10462	362532	24	21
GCF_000154285.1_ASM15428v1_genomic	29080	1766044	564	486
GCF_002234575.2_ASM223457v2_genomic	6587041	6614036	19213	4406
GCF_028539415.1_ASM2853941v1_genomic	245	857978	6	6
GCF_000020225.1_ASM2022v1_genomic	147	2664102	2	2
GCF_000160055.1_ASM16005v1_genomic	7081	1895960	294	88
GCF_029023785.1_ASM2902378v1_genomic	23478	2672229	347	25
GCF_003641185.1_ASM364118v1_genomic	21463	3671373	535	109
GCF_025151215.1_ASM2515121v1_genomic	0	4377447	0	0
GCF_025147485.1_ASM2514748v1_genomic	20802	4629452	653	609
