scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	4775	2790727	158	150
GCF_000154285.1_ASM15428v1_genomic	2157	655363	60	26
GCF_016902345.1_ASM1690234v1_genomic	545	306753	13	13
GCF_000020225.1_ASM2022v1_genomic	147	2664102	2	0
GCF_002234575.2_ASM223457v2_genomic	3680	6570176	30	11
GCF_029023785.1_ASM2902378v1_genomic	24743	2672229	349	28
GCF_025151215.1_ASM2515121v1_genomic	56629	4377447	69	69
GCF_000742135.1_ASM74213v1_genomic	3220534	5529453	106273	96575
GCF_003641185.1_ASM364118v1_genomic	3671328	3671373	63	19
GCF_025147485.1_ASM2514748v1_genomic	4629192	4629452	5295	4893
GCF_000160055.1_ASM16005v1_genomic	1895849	1895960	4906	4861
