scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	782	307258	31	25
GCF_028539415.1_ASM2853941v1_genomic	404	5489	16	16
GCF_000154285.1_ASM15428v1_genomic	2301	763207	71	30
GCF_000160055.1_ASM16005v1_genomic	7436	1895960	202	27
GCF_025147485.1_ASM2514748v1_genomic	3930	4629452	204	195
GCF_029023785.1_ASM2902378v1_genomic	23536	2672229	382	25
GCF_000742135.1_ASM74213v1_genomic	271185	5529453	6473	2383
GCF_000020225.1_ASM2022v1_genomic	506554	2664102	12500	12474
GCF_003641185.1_ASM364118v1_genomic	125692	3671373	1139	833
GCF_025151215.1_ASM2515121v1_genomic	55	4377447	0	0
GCF_002234575.2_ASM223457v2_genomic	2297089	6570176	101684	94831
