# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./refs_97/GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58.fna ./refs_97/GCF_002850015.1_gtdbrep_GCF_003641185.1_ani97.74.fna ./refs_97/GCF_003320195.1_gtdbrep_GCF_029023785.1_ani95.19.fna ./refs_97/GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73.fna ./refs_97/GCF_020564385.1_gtdbrep_GCF_000160055.1_ani97.94.fna ./refs_97/GCF_023008325.1_gtdbrep_GCF_002234575.2_ani97.26.fna ./refs_97/GCF_023668095.1_gtdbrep_GCF_025147485.1_ani98.16.fna ./refs_97/GCF_027687875.1_gtdbrep_GCF_028539415.1_ani98.09.fna ./refs_97/GCF_027692925.1_gtdbrep_GCF_025151215.1_ani97.57.fna ./refs_97/GCF_904863055.1_gtdbrep_GCF_000742135.1_ani95.81.fna --tran-genome ./refs_97/GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58.fna -d 50 -b 10000 -n 5 -o ./sim_97/sim_d50_ref_GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58 --prefix sim_d50_ref_GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58
genome,propA,propB,distance
GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58,0.03714963546071756,0.07805083405054067,50
GCF_002850015.1_gtdbrep_GCF_003641185.1_ani97.74,0.3478567087261588,0.2177394268490431,9956
GCF_003320195.1_gtdbrep_GCF_029023785.1_ani95.19,0.0,0.4320434594518962,9773
GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73,0.08192271764030776,0.0,9865
GCF_020564385.1_gtdbrep_GCF_000160055.1_ani97.94,0.04904930520468678,0.0,10052
GCF_023008325.1_gtdbrep_GCF_002234575.2_ani97.26,0.20347555474731835,0.0,9999
GCF_023668095.1_gtdbrep_GCF_025147485.1_ani98.16,0.0,0.0001791922849275468,10013
GCF_027687875.1_gtdbrep_GCF_028539415.1_ani98.09,0.0,0.0,9900
GCF_027692925.1_gtdbrep_GCF_025151215.1_ani97.57,0.0,0.2719870873635924,9937
GCF_904863055.1_gtdbrep_GCF_000742135.1_ani95.81,0.2805460782208106,0.0,10089
