# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./refs_97/GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58.fna ./refs_97/GCF_002850015.1_gtdbrep_GCF_003641185.1_ani97.74.fna ./refs_97/GCF_003320195.1_gtdbrep_GCF_029023785.1_ani95.19.fna ./refs_97/GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73.fna ./refs_97/GCF_020564385.1_gtdbrep_GCF_000160055.1_ani97.94.fna ./refs_97/GCF_023008325.1_gtdbrep_GCF_002234575.2_ani97.26.fna ./refs_97/GCF_023668095.1_gtdbrep_GCF_025147485.1_ani98.16.fna ./refs_97/GCF_027687875.1_gtdbrep_GCF_028539415.1_ani98.09.fna ./refs_97/GCF_027692925.1_gtdbrep_GCF_025151215.1_ani97.57.fna ./refs_97/GCF_904863055.1_gtdbrep_GCF_000742135.1_ani95.81.fna --tran-genome ./refs_97/GCF_020564385.1_gtdbrep_GCF_000160055.1_ani97.94.fna -d 500 -b 10000 -n 5 -o ./sim_97/sim_d500_ref_GCF_020564385.1_gtdbrep_GCF_000160055.1_ani97.94 --prefix sim_d500_ref_GCF_020564385.1_gtdbrep_GCF_000160055.1_ani97.94
genome,propA,propB,distance
GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58,0.0,0.7870778602585848,9986
GCF_002850015.1_gtdbrep_GCF_003641185.1_ani97.74,0.0,0.0,9879
GCF_003320195.1_gtdbrep_GCF_029023785.1_ani95.19,0.19557514540841522,0.0,10156
GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73,0.09959198719171775,0.0,9885
GCF_020564385.1_gtdbrep_GCF_000160055.1_ani97.94,0.5553791262798415,0.12599881377680824,500
GCF_023008325.1_gtdbrep_GCF_002234575.2_ani97.26,0.0,0.0,9975
GCF_023668095.1_gtdbrep_GCF_025147485.1_ani98.16,0.05157414411353252,0.0,9862
GCF_027687875.1_gtdbrep_GCF_028539415.1_ani98.09,0.0,0.08692332596460695,10201
GCF_027692925.1_gtdbrep_GCF_025151215.1_ani97.57,0.0,0.0,10062
GCF_904863055.1_gtdbrep_GCF_000742135.1_ani95.81,0.09787959700649294,0.0,10069
