scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	5134987	6771084	1752	1582
GCF_000154285.1_ASM15428v1_genomic	2653	691831	27	7
GCF_016902345.1_ASM1690234v1_genomic	545	306753	13	13
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_000160055.1_ASM16005v1_genomic	7376	1895960	208	26
GCF_029023785.1_ASM2902378v1_genomic	23478	2672229	347	25
GCF_025151215.1_ASM2515121v1_genomic	6138	4377447	77	45
GCF_002234575.2_ASM223457v2_genomic	3581	6570176	119	111
GCF_000742135.1_ASM74213v1_genomic	271125	5529453	6477	2387
GCF_003641185.1_ASM364118v1_genomic	125277	3671373	1106	808
GCF_025147485.1_ASM2514748v1_genomic	5144	4629452	56	43
