scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	5132518	6771084	4849	4693
GCF_000154285.1_ASM15428v1_genomic	2157	763207	55	26
GCF_016902345.1_ASM1690234v1_genomic	545	306753	13	13
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_025151215.1_ASM2515121v1_genomic	5664	4377447	32	25
GCF_029023785.1_ASM2902378v1_genomic	23478	2672229	346	25
GCF_000742135.1_ASM74213v1_genomic	4025194	5529453	12400	7227
GCF_003641185.1_ASM364118v1_genomic	125587	3671373	1073	823
GCF_025147485.1_ASM2514748v1_genomic	4790	4629452	34	26
GCF_002234575.2_ASM223457v2_genomic	2286637	6570176	100630	93829
GCF_000160055.1_ASM16005v1_genomic	485425	1895960	8504	8025
