scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	5132300	6771084	4817	4599
GCF_016902345.1_ASM1690234v1_genomic	1253	426595	45	38
GCF_000154285.1_ASM15428v1_genomic	9913	1757187	309	253
GCF_000020225.1_ASM2022v1_genomic	1022	2664102	41	32
GCF_000160055.1_ASM16005v1_genomic	7123	1895960	304	88
GCF_000742135.1_ASM74213v1_genomic	3932218	5529453	27254	11908
GCF_003641185.1_ASM364118v1_genomic	21781	3671373	570	129
GCF_025147485.1_ASM2514748v1_genomic	8930	4629452	177	60
GCF_029023785.1_ASM2902378v1_genomic	24018	2672229	383	51
GCF_025151215.1_ASM2515121v1_genomic	5585	4377447	30	15
GCF_002234575.2_ASM223457v2_genomic	2295302	6570176	101370	94454
