scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	1218	455310	42	39
GCF_028539415.1_ASM2853941v1_genomic	17502	5318517	612	551
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_000154285.1_ASM15428v1_genomic	9992	1757187	313	252
GCF_000160055.1_ASM16005v1_genomic	7377	1895960	195	23
GCF_003641185.1_ASM364118v1_genomic	21532	3671373	542	112
GCF_000742135.1_ASM74213v1_genomic	3647778	5529453	68763	58677
GCF_025151215.1_ASM2515121v1_genomic	89929	4377447	1087	799
GCF_025147485.1_ASM2514748v1_genomic	3115925	4629452	18224	17576
GCF_029023785.1_ASM2902378v1_genomic	1840110	2672229	52363	51322
GCF_002234575.2_ASM223457v2_genomic	7401	6570176	355	271
