scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	10901	4533132	391	382
GCF_000020225.1_ASM2022v1_genomic	1022	2664102	42	27
GCF_016902345.1_ASM1690234v1_genomic	682	306753	28	23
GCF_000154285.1_ASM15428v1_genomic	2827	691831	57	12
GCF_025151215.1_ASM2515121v1_genomic	211	4377447	8	7
GCF_000742135.1_ASM74213v1_genomic	3593889	5529453	69161	59299
GCF_003641185.1_ASM364118v1_genomic	21818	3671373	626	122
GCF_002234575.2_ASM223457v2_genomic	5713	6570176	163	151
GCF_029023785.1_ASM2902378v1_genomic	24064	2672229	420	37
GCF_025147485.1_ASM2514748v1_genomic	8136	4629452	300	200
GCF_000160055.1_ASM16005v1_genomic	1556504	1895960	1664	1285
