scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	11224	4245407	395	391
GCF_000154285.1_ASM15428v1_genomic	1777465	2179988	8681	8415
GCF_016902345.1_ASM1690234v1_genomic	1118	426370	46	42
GCF_000020225.1_ASM2022v1_genomic	147	2664102	6	3
GCF_003641185.1_ASM364118v1_genomic	22140	3671373	487	93
GCF_000742135.1_ASM74213v1_genomic	3655471	5529453	68727	58648
GCF_029023785.1_ASM2902378v1_genomic	23974	2672229	351	24
GCF_025151215.1_ASM2515121v1_genomic	6275	4377447	125	105
GCF_000160055.1_ASM16005v1_genomic	1372110	1895960	11240	10858
GCF_002234575.2_ASM223457v2_genomic	2295368	6570176	101265	94331
GCF_025147485.1_ASM2514748v1_genomic	20806	4629452	692	616
