scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	0	1279201	0	0
GCF_000154285.1_ASM15428v1_genomic	1785388	2179988	4309	4194
GCF_016902345.1_ASM1690234v1_genomic	766	355053	17	17
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_000742135.1_ASM74213v1_genomic	3707152	5529453	69532	59344
GCF_029023785.1_ASM2902378v1_genomic	25123	2672229	378	38
GCF_025151215.1_ASM2515121v1_genomic	4680	4377447	98	93
GCF_025147485.1_ASM2514748v1_genomic	476	4629452	18	8
GCF_003641185.1_ASM364118v1_genomic	3059748	3671373	5938	5511
GCF_000160055.1_ASM16005v1_genomic	484470	1895960	8509	8003
GCF_002234575.2_ASM223457v2_genomic	2293315	6570176	101048	94171
