scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_016902345.1_ASM1690234v1_genomic	665	338502	15	15
GCF_000020225.1_ASM2022v1_genomic	56	2664102	2	2
GCF_000154285.1_ASM15428v1_genomic	2772	691831	24	9
GCF_000160055.1_ASM16005v1_genomic	7081	1895960	294	88
GCF_000742135.1_ASM74213v1_genomic	277321	5529453	6560	2349
GCF_028539415.1_ASM2853941v1_genomic	60	795256	0	0
GCF_002234575.2_ASM223457v2_genomic	3684	6570176	122	114
GCF_003641185.1_ASM364118v1_genomic	3080127	3671373	1229	969
GCF_025147485.1_ASM2514748v1_genomic	0	4629452	0	0
GCF_025151215.1_ASM2515121v1_genomic	0	4377447	0	0
GCF_029023785.1_ASM2902378v1_genomic	1861003	2672229	54535	53446
