scaffold	compared_bases_count	length	consensus_SNPs	population_SNPs
GCF_028539415.1_ASM2853941v1_genomic	5124446	6771084	1681	1514
GCF_016902345.1_ASM1690234v1_genomic	1089	455815	35	24
GCF_000154285.1_ASM15428v1_genomic	1861153	2179988	5050	4955
GCF_003641185.1_ASM364118v1_genomic	21735	3671373	551	109
GCF_000742135.1_ASM74213v1_genomic	3684764	5529453	69202	59073
GCF_025151215.1_ASM2515121v1_genomic	5687	4377447	48	41
GCF_000020225.1_ASM2022v1_genomic	1389408	2664102	27327	27219
GCF_002234575.2_ASM223457v2_genomic	8371	6570176	213	166
GCF_029023785.1_ASM2902378v1_genomic	1798940	2672229	48396	47399
GCF_000160055.1_ASM16005v1_genomic	484154	1895960	8426	7936
GCF_025147485.1_ASM2514748v1_genomic	7736	4629452	224	189
