# simulation command: /data1/gerryt/tracs/scripts/tracs-sim.py -t 5 --genomes ./refs_97/GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58.fna ./refs_97/GCF_002850015.1_gtdbrep_GCF_003641185.1_ani97.74.fna ./refs_97/GCF_003320195.1_gtdbrep_GCF_029023785.1_ani95.19.fna ./refs_97/GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73.fna ./refs_97/GCF_020564385.1_gtdbrep_GCF_000160055.1_ani97.94.fna ./refs_97/GCF_023008325.1_gtdbrep_GCF_002234575.2_ani97.26.fna ./refs_97/GCF_023668095.1_gtdbrep_GCF_025147485.1_ani98.16.fna ./refs_97/GCF_027687875.1_gtdbrep_GCF_028539415.1_ani98.09.fna ./refs_97/GCF_027692925.1_gtdbrep_GCF_025151215.1_ani97.57.fna ./refs_97/GCF_904863055.1_gtdbrep_GCF_000742135.1_ani95.81.fna --tran-genome ./refs_97/GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58.fna -d 5 -b 10000 -n 5 -o ./sim_97/sim_d5_ref_GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58 --prefix sim_d5_ref_GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58
genome,propA,propB,distance
GCA_949101625.1_gtdbrep_GCF_000020225.1_ani94.58,0.43212382417759854,0.6482418979595167,5
GCF_002850015.1_gtdbrep_GCF_003641185.1_ani97.74,0.0,0.040435923435855954,10057
GCF_003320195.1_gtdbrep_GCF_029023785.1_ani95.19,0.4915795433850962,0.06288789809595713,10016
GCF_020537595.1_gtdbrep_GCF_000154285.1_ani98.73,0.07629663243730528,0.0,9869
GCF_020564385.1_gtdbrep_GCF_000160055.1_ani97.94,0.0,0.24843428050867006,10043
GCF_023008325.1_gtdbrep_GCF_002234575.2_ani97.26,0.0,0.0,9940
GCF_023668095.1_gtdbrep_GCF_025147485.1_ani98.16,0.0,0.0,10015
GCF_027687875.1_gtdbrep_GCF_028539415.1_ani98.09,0.0,0.0,10018
GCF_027692925.1_gtdbrep_GCF_025151215.1_ani97.57,0.0,0.0,10270
GCF_904863055.1_gtdbrep_GCF_000742135.1_ani95.81,0.0,0.0,10026
